Date,EMU
1998-12,100.0
1999-01,102.74459904697441
1999-02,101.18308101493515
1999-03,103.14937721960436
1999-04,108.1307275597073
1999-05,104.76362198519436
1999-06,108.82488924046568
1999-07,104.52639077966376
1999-08,108.19791979569465
1999-09,106.7800051477643
1999-10,112.67934983048762
1999-11,121.89045427557966
1999-12,139.13647677700902
2000-01,133.86398199627288
2000-02,148.41503839313532
2000-03,148.90982925844375
2000-04,148.71210669663063
2000-05,145.83641412428952
2000-06,145.12648713918162
2000-07,145.65621862162584
2000-08,148.11248058375747
2000-09,141.78141691381376
2000-10,145.75944826545845
2000-11,136.83649231189904
2000-12,135.58881637371684
2001-01,137.64470924622907
2001-02,125.47752757048494
2001-03,120.64359814481345
2001-04,130.0253583835788
2001-05,127.16630834009929
2001-06,122.37081485515515
2001-07,118.9388697519281
2001-08,110.26429229736647
2001-09,96.10823201431373
2001-10,101.47574575045027
2001-11,107.15471839594915
2001-12,110.78453210920388
2002-01,108.17297392364506
2002-02,107.09273035484115
2002-03,112.41787869435767
2002-04,107.08819415898235
2002-05,102.96249397210241
2002-06,94.56671979442483
2002-07,81.76254581788099
2002-08,82.43636609145885
2002-09,67.98657054033994
2002-10,76.60621007222231
2002-11,81.27144515488004
2002-12,73.37728828738177
2003-01,69.38133480428588
2003-02,66.23431512946577
2003-03,63.397455070431356
2003-04,72.05264425618616
2003-05,73.1072589080412
2003-06,75.89438291167124
2003-07,79.36813725696321
2003-08,81.3766507734966
2003-09,76.92555388929246
2003-10,82.78828519805009
2003-11,84.46527214336768
2003-12,87.39153516090494
2004-01,90.26493018647852
2004-02,91.9746748757532
2004-03,89.3402761898077
2004-04,90.3342116383466
2004-05,89.87823537877344
2004-06,92.36102315401361
2004-07,89.73770512416404
2004-08,88.6656966170926
2004-09,90.65339705264552
2004-10,93.09997300076387
2004-11,95.76700131097398
2004-12,98.4608737590598
2005-01,100.4341024693147
2005-02,103.2721041449363
2005-03,102.92047380942547
2005-04,99.49215234376248
2005-05,105.16516185129043
2005-06,109.03251859273398
2005-07,113.85408733755204
2005-08,112.80968202615121
2005-09,118.15363081620572
2005-10,114.26795516222785
2005-11,118.77583245554652
2005-12,123.44734239494224
2006-01,128.4887209304977
2006-02,132.12054522325104
2006-03,135.8783486072307
2006-04,136.0656202334445
2006-05,129.54682441746237
2006-06,130.22381273398773
2006-07,131.59377282163865
2006-08,136.21477548804683
2006-09,139.8797919748844
2006-10,144.20135840184935
2006-11,144.67007179243197
2006-12,150.50345668130313
2007-01,153.7240423792079
2007-02,151.31720213309026
2007-03,155.84488334244477
2007-04,163.14645366059722
2007-05,169.72709545607515
2007-06,168.45144325859536
2007-07,162.32247809716617
2007-08,161.30919489727532
2007-09,163.6411105832917
2007-10,168.70466653630754
2007-11,163.0173194991554
2007-12,162.27774424335155
2008-01,141.3225226854008
