Date,FM AFRICA
2002-05,208.08979695431594
2002-06,211.28074052062496
2002-07,206.2951664134168
2002-08,216.10299903793157
2002-09,207.028317429609
2002-10,200.95612938079347
2002-11,210.72649068526212
2002-12,211.77440377526605
2003-01,238.22335529507873
2003-02,243.4562089098602
2003-03,232.32480750945595
2003-04,242.06335731452566
2003-05,242.64482794284663
2003-06,255.1510329227022
2003-07,253.63149484660764
2003-08,271.57959356081005
2003-09,285.3592725026497
2003-10,317.3651852072178
2003-11,319.3015376064141
2003-12,322.56833792967103
2004-01,374.684962506268
2004-02,412.21461822989284
2004-03,373.63234339401197
2004-04,443.7418828209845
2004-05,472.25115227909066
2004-06,487.2945470616949
2004-07,465.5164089157583
2004-08,411.8854366899314
2004-09,393.9557069759548
2004-10,392.3588168154869
2004-11,375.78815982063907
2004-12,363.3836198660688
2005-01,363.0093468576503
2005-02,343.18768714729634
2005-03,335.9687194860708
2005-04,367.01407642424954
2005-05,388.66902368147794
2005-06,394.3486951869332
2005-07,407.842540348939
2005-08,435.10327319049327
2005-09,481.44028702929666
2005-10,515.5157914166928
2005-11,500.5217979746927
2005-12,500.35688173480247
2006-01,499.5469196246426
2006-02,501.87646026567546
2006-03,497.7171712328133
2006-04,493.09538938485053
2006-05,512.8922254382674
2006-06,528.0818167815747
2006-07,586.8628627593157
2006-08,700.937438292966
2006-09,685.5303729186978
2006-10,691.5598598705038
2006-11,617.0480399243478
2006-12,660.0617638746686
2007-01,762.4662018211833
2007-02,794.5009796751508
2007-03,811.5982048980151
2007-04,850.1100887082778
2007-05,894.8304241690388
2007-06,951.2901329535786
2007-07,958.9332141405522
2007-08,925.2235040070133
2007-09,934.9400194825779
2007-10,929.6653773182619
2007-11,999.9999999999999
2007-12,1057.985033088371
2008-01,1032.58737740838
2008-02,1081.3319782410688
2008-03,1013.4524477121113
2008-04,1003.4243934182091
2008-05,986.6060760977327
2008-06,942.7136478679109
2008-07,901.0726390747559
2008-08,878.5940045703527
2008-09,850.6674811977005
2008-10,675.1672063554278
2008-11,635.9193295776848
2008-12,515.1972998897419
2009-01,379.3420608376435
2009-02,414.4424553854917
2009-03,377.43010954999164
2009-04,420.2773952033093
2009-05,532.7967808790858
2009-06,509.9513011069483
2009-07,467.1060225611806
2009-08,435.39337572818164
2009-09,442.21410363350907
2009-10,430.90469899932936
2009-11,418.2279598990285
2009-12,439.4632416419943
2010-01,488.6268501453979
2010-02,502.27069045080844
2010-03,561.3224778910425
2010-04,579.7238148503629
2010-05,597.5158631200815
2010-06,600.3168476179478
2010-07,587.1541218071662
2010-08,565.5597093932081
2010-09,528.2939211872298
2010-10,556.035645800729
2010-11,593.0721186972596
2010-12,587.7806744887844
2011-01,595.1564024763318
2011-02,570.3423553010787
2011-03,533.9252302990996
2011-04,537.0600745544073
2011-05,554.453773087986
2011-06,538.0223526804631
2011-07,522.6497407471602
2011-08,462.5720774903303
2011-09,461.2029648100774
2011-10,467.8723153708661
2011-11,462.71109383615925
2011-12,504.759705729336
2012-01,503.17793759782944
2012-02,503.9178990932066
2012-03,525.1110370113239
2012-04,568.2510772369308
2012-05,597.9313116659098
2012-06,573.2026953621323
2012-07,646.1969251903008
2012-08,668.2271335679584
2012-09,703.9479260499127
2012-10,715.5293993029775
2012-11,715.0848720085893
2012-12,762.1669843589773
2013-01,814.8974898569638
2013-02,871.6789123544579
2013-03,915.843705533563
2013-04,897.883098768177
2013-05,1004.8665209279193
2013-06,895.1812246644555
2013-07,922.2557504538037
2013-08,881.6074317495614
2013-09,902.4513392079692
2013-10,941.166616400159
2013-11,959.1127522683532
2013-12,951.8059207327098
2014-01,924.5583168830443
2014-02,880.5385242761776
2014-03,888.307628069745
2014-04,925.5195759303012
2014-05,992.7294236769619
2014-06,989.6776180917626
2014-07,1025.0606296408234
2014-08,1035.359393527123
2014-09,1084.8709086222325
2014-10,1005.3287853835286
2014-11,946.0246039564968
2014-12,940.1161896122891
2015-01,913.8019318028731
2015-02,922.1928883747944
2015-03,1000.968473455502
2015-04,999.8909372042729
2015-05,991.4854964060753
2015-06,959.3681781661943
2015-07,885.9847369740024
2015-08,848.7069956702078
2015-09,893.8081272402198
2015-10,865.1672601661013
2015-11,868.4026777083918
2015-12,855.3496983789335
2016-01,782.0985153853887
2016-02,795.9593579777687
2016-03,789.2351681211001
2016-04,818.1880244778743
2016-05,882.841506454732
2016-06,772.4938771959125
2016-07,750.0921472033214
2016-08,741.9276601880024
2016-09,764.770058736999
2016-10,783.451660126504
2016-11,786.7816101711333
2016-12,819.7717809041525
2017-01,806.5044059633998
2017-02,793.0321048049228
2017-03,799.7940354264391
2017-04,808.0818595559122
2017-05,859.2446462965374
2017-06,900.8128032642305
2017-07,917.847532823854
2017-08,900.3458750538947
2017-09,890.8797965471589
2017-10,904.0943150598436
2017-11,911.400193277017
2017-12,908.7146153003765
2018-01,941.6302881497625
2018-02,950.0870885321104
2018-03,942.6084485643959
2018-04,958.1180322299633
2018-05,931.1109036345534
2018-06,931.346676746324
2018-07,920.0263017151609
2018-08,892.0864240889949
2018-09,855.2721554676705
2018-10,844.9311739780685
2018-11,853.1368180635825
2018-12,832.1331024088108
2019-01,840.765848724274
2019-02,866.9986562946386
2019-03,872.5696390802285
2019-04,879.0774931433359
2019-05,863.4430840871269
2019-06,863.1379499300942
2019-07,864.9329779909892
2019-08,873.1895013185866
2019-09,883.0649401654456
2019-10,877.0279610192
2019-11,911.1663128911922
2019-12,939.041281592612
2020-01,965.6710231647824
2020-02,907.1191977921527
2020-03,692.9793574808962
2020-04,722.6650166143188
2020-05,755.9208136456731
2020-06,755.3822148079984
2020-07,721.3651641107086
2020-08,750.2744487510612
2020-09,768.2974268091879
2020-10,815.2913883168418
2020-11,850.7968691524092
2020-12,871.4091469808639
2021-01,888.4633841561572
2021-02,879.6144501478408
2021-03,898.9357289972721
2021-04,926.9068581781318
2021-05,942.3001519176037
2021-06,988.7084320416202
2021-07,1002.8891648813752
2021-08,1020.3032143432707
2021-09,1059.377490309068
2021-10,1075.554596597727
2021-11,1035.4200868054563
2021-12,1047.5063728485943
2022-01,1060.5265309724393
2022-02,1021.8215337367528
2022-03,1008.7843422379341
2022-04,1071.3977274837182
2022-05,989.1133915900062
2022-06,972.3713049140263
2022-07,991.977801513657
2022-08,999.3436609619525
2022-09,959.1275773193198
2022-10,914.8148663298142
2022-11,895.0016236868465
2022-12,865.8127761908537
2023-01,847.1569896156306
2023-02,889.660468738225
2023-03,824.8791618271756
2023-04,803.7724089109695
2023-05,874.0861868668824
2023-06,823.465579500314
2023-07,864.0749319816435
