Date,EM WITH BRAZIL + INDIA + RUSSIA DR
2010-02,1000.0
2010-03,1089.0852221423033
2010-04,1121.7783065447227
2010-05,1104.9587128077485
2010-06,1098.3970352770064
2010-07,1121.8405281915616
2010-08,1127.4527724481347
2010-09,1166.0304990686873
2010-10,1178.3841300851882
2010-11,1233.3263978465072
2010-12,1284.2573142323824
2011-01,1231.8508455963329
2011-02,1209.5916379928085
2011-03,1243.3903997452348
2011-04,1231.3768289853065
2011-05,1237.115729692946
2011-06,1204.2222133001405
2011-07,1212.8392798407128
2011-08,1102.7271973464117
2011-09,1008.2739528687949
2011-10,1096.0357634275247
2011-11,1068.4520280002837
2011-12,1098.4595467299914
2012-01,1202.2822979292519
2012-02,1245.8276109134154
2012-03,1214.3261523342446
2012-04,1212.2633771388894
2012-05,1153.6117377576857
2012-06,1167.7828952362258
2012-07,1226.3690803120983
2012-08,1193.9333522093536
2012-09,1238.0717248178291
2012-10,1223.2634235875828
2012-11,1233.4844016600794
2012-12,1280.945103358404
2013-01,1255.8367136609916
2013-02,1291.7339975465684
2013-03,1291.8079638456202
2013-04,1264.0218160049112
2013-05,1254.5118639148645
2013-06,1174.8564412805522
2013-07,1167.2006795156954
2013-08,1161.618531080094
2013-09,1201.3522680796002
2013-10,1250.4220561230145
2013-11,1236.8831976994943
2013-12,1204.175951824587
2014-01,1148.7189284385154
2014-02,1160.474255592595
2014-03,1188.5799123970803
2014-04,1186.9096994160386
2014-05,1245.8480422349744
2014-06,1271.020892250787
2014-07,1328.792957350716
2014-08,1375.6098597178664
2014-09,1331.2944023626067
2014-10,1355.117509177856
2014-11,1347.7567345671375
2014-12,1331.6070053063672
2015-01,1429.7736846705716
2015-02,1484.88186622624
2015-03,1533.732519859695
2015-04,1595.3427407667753
2015-05,1562.1833750805054
2015-06,1488.2956216021917
2015-07,1389.3077919476734
2015-08,1248.4341535737203
2015-09,1213.7513052580657
2015-10,1320.6431178072392
2015-11,1328.1731112821344
2015-12,1256.3410272147107
2016-01,1180.3256757621896
2016-02,1176.862816822334
2016-03,1266.6072320907815
2016-04,1265.3378652667934
2016-05,1251.1312074722975
2016-06,1299.9237701787424
2016-07,1351.9296600033206
2016-08,1394.5500466139865
2016-09,1403.0569933239508
2016-10,1437.8985422149128
2016-11,1426.0075220007209
2016-12,1434.3376903826493
2017-01,1476.2954547416973
2017-02,1542.6903643159583
2017-03,1571.153652167937
2017-04,1575.4099468045204
2017-05,1577.8583255853814
2017-06,1575.7285280487858
2017-07,1610.239985920681
2017-08,1634.1387833769923
2017-09,1638.0741686254757
2017-10,1720.107970978405
2017-11,1686.46717244753
2017-12,1734.9954993347565
2018-01,1815.7169346786936
2018-02,1771.9039193719868
2018-03,1727.142558300563
2018-04,1745.6118691066106
2018-05,1748.6683592812794
2018-06,1672.839836017816
2018-07,1696.8699203535225
2018-08,1661.0042908832556
2018-09,1665.035406096683
2018-10,1544.9742912580439
2018-11,1603.948115147467
2018-12,1541.2438827810886
2019-01,1680.7027813175337
2019-02,1699.581418797855
2019-03,1730.3718043327433
2019-04,1774.4993606668454
2019-05,1634.8992766771298
2019-06,1710.441836293321
2019-07,1729.486105320238
2019-08,1661.9393550825107
2019-09,1708.6738684615402
2019-10,1736.1309457003695
2019-11,1757.9507770862174
2019-12,1863.2000032792719
2020-01,1791.8790570409762
2020-02,1721.2797689064964
2020-03,1485.0681454190355
2020-04,1616.1431722159489
2020-05,1604.6572260522494
2020-06,1707.3394939057061
2020-07,1761.8609256147554
2020-08,1785.3347959988444
2020-09,1793.1971324439921
2020-10,1847.783811611669
2020-11,1964.1102556942424
2020-12,2055.226800556364
2021-01,2150.9454300253133
2021-02,2165.188955519153
2021-03,2194.996204175172
2021-04,2202.2966290334857
2021-05,2204.5338069598656
2021-06,2278.362549544745
2021-07,2108.5084851640418
2021-08,2155.8370438163615
2021-09,2100.4454466618836
2021-10,2136.197162906584
2021-11,2102.1584019425104
2021-12,2122.7665791436393
2022-01,2106.9803798320713
2022-02,2029.9649069610207
2022-03,1998.6656832166448
2022-04,1981.3793518641019
2022-05,1975.0907726695775
2022-06,1896.9416312492597
2022-07,1914.6462129508293
2022-08,1933.9600326287907
2022-09,1733.736991184962
2022-10,1644.8809413213062
2022-11,1852.2519663073117
2022-12,1770.4971940949888
2023-01,1906.9166426989839
2023-02,1823.7907895214669
2023-03,1839.0918134851045
2023-04,1771.5274621102162
2023-05,1789.982154440872
2023-06,1806.9635488468487
2023-07,1909.0475165184632
