Date,EUROPE ex UK
2008-03,139.09475768298609
2008-04,146.7471881057335
2008-05,148.36791919969954
2008-06,132.000441051139
2008-07,130.23194457048066
2008-08,132.13029091585585
2008-09,117.44598342527367
2008-10,101.07252116487295
2008-11,93.87880317574071
2008-12,93.59924772748607
2009-01,88.17045511935571
2009-02,79.11005133831148
2009-03,82.07766286319288
2009-04,94.21446774904767
2009-05,98.19725972425844
2009-06,96.83263934728474
2009-07,106.43501248731
2009-08,112.17069291513722
2009-09,116.18823225560098
2009-10,112.49322825221115
2009-11,113.76470926227918
2009-12,120.2145157355459
2010-01,116.10903430498809
2010-02,115.59908049790815
2010-03,124.43644067508801
2010-04,122.2508471744362
2010-05,115.50570275047721
2010-06,115.71888038542686
2010-07,121.20248646346121
2010-08,118.61693480213654
2010-09,123.70506136827197
2010-10,127.00326341113751
2010-11,123.51875837731541
2010-12,130.58541604794738
2011-01,134.0791938732204
2011-02,136.79049548459957
2011-03,133.07725453782098
2011-04,138.0454850617675
2011-05,136.99752215210705
2011-06,133.86782199731354
2011-07,128.26954564516097
2011-08,113.46272229831128
2011-09,107.00917528439037
2011-10,115.42004797036536
2011-11,113.03729572247262
2011-12,114.36200645423875
2012-01,119.46248377366884
2012-02,125.03006071461438
2012-03,125.26200290399191
2012-04,120.74153299598123
2012-05,112.82740525958037
2012-06,119.17388281835096
2012-07,124.15550521101397
2012-08,127.36571348971111
2012-09,128.8903751435105
2012-10,130.4036639912904
2012-11,134.12874330456089
2012-12,136.56916789592498
2013-01,141.78087617941273
2013-02,142.93580203394365
2013-03,144.18643108532123
2013-04,147.44874442104222
2013-05,150.3240813002005
2013-06,142.93133342483142
2013-07,150.7748413846588
2013-08,149.25488667286376
2013-09,157.03785226214404
2013-10,163.67119043374456
2013-11,165.4957357406063
2013-12,166.79035476786262
2014-01,164.19996033204526
2014-02,172.24166519365164
2014-03,172.58056544349762
2014-04,174.23930562470937
2014-05,178.70585272163174
2014-06,177.31098668882885
2014-07,172.4399302767465
2014-08,175.93756807994177
2014-09,177.85426173554524
2014-10,174.34729726097564
2014-11,181.4415328365816
2014-12,177.49746492124945
2015-01,191.22945953819954
2015-02,204.4733681099089
2015-03,210.9906593404954
2015-04,208.7308764619373
2015-05,211.06488011401177
2015-06,201.77523874741954
2015-07,211.12811968047865
2015-08,193.64373351516156
2015-09,185.12188979372615
2015-10,200.35536206219987
2015-11,206.13340735917922
2015-12,196.44053946227675
2016-01,183.73645567329325
2016-02,178.9683820389643
2016-03,182.4177726334967
2016-04,185.14187346875306
2016-05,189.27394990991277
2016-06,180.51328988919215
2016-07,187.9688063931969
2016-08,189.39380988914502
2016-09,189.208857504864
2016-10,189.17104597098722
2016-11,189.25761178672812
2016-12,201.19204648279623
2017-01,201.07172424461993
2017-02,206.27201924969884
2017-03,215.11330429545222
2017-04,219.94625205933022
2017-05,223.50503711496475
2017-06,218.6736708850956
2017-07,218.1845588295975
2017-08,217.18049163653944
2017-09,225.60583257612615
2017-10,229.90354674491044
2017-11,225.20530771274517
2017-12,224.11975951898003
2018-01,229.68932026303108
2018-02,221.2709039868653
2018-03,216.09676970771653
2018-04,224.35171788243102
2018-05,222.38830099397543
2018-06,221.10976249781004
2018-07,230.12508960615685
2018-08,226.18822251578874
2018-09,226.1976621943389
2018-10,213.39697341123127
2018-11,212.1638302865366
2018-12,199.77377648278713
2019-01,211.768126069611
2019-02,220.53467831641564
2019-03,224.63978048551564
2019-04,234.22805658838465
2019-05,223.1132208425704
2019-06,234.38448150079898
2019-07,234.97081845013062
2019-08,233.4469325731714
2019-09,241.04605412848042
2019-10,243.44444309755156
2019-11,249.82218474117434
2019-12,253.91615976690372
2020-01,251.88430419094766
2020-02,232.8893927238349
2020-03,200.64508021725234
2020-04,213.43412880474483
2020-05,222.0907977330558
2020-06,230.6359323170956
2020-07,229.0348631783193
2020-08,236.13835659089236
2020-09,233.90875634257807
2020-10,221.8183826023668
2020-11,252.9145107499854
2020-12,258.3592564780796
2021-01,255.5180932042649
2021-02,261.1311281467401
2021-03,278.2814608406292
2021-04,284.1682056874304
2021-05,291.5798325993993
2021-06,297.4366270217133
2021-07,303.760513382872
2021-08,310.3214940956573
2021-09,298.54081333603943
2021-10,312.8715466790729
2021-11,305.27078689547244
2021-12,321.51472427471236
2022-01,306.0929937109863
2022-02,293.5628565718236
2022-03,295.81581863330507
2022-04,292.05198073087973
2022-05,288.8602433827251
2022-06,265.26877753392836
2022-07,286.53301953818124
2022-08,271.8949219365617
2022-09,254.9410016042346
2022-10,271.73353553778435
2022-11,290.92739730873484
2022-12,281.06771575249684
2023-01,302.00782733013057
2023-02,306.56068784410405
2023-03,309.02757249487007
2023-04,315.7218058997494
2023-05,308.4370681379134
2023-06,316.65746375109507
2023-07,322.60997375771205
