Date,EM EMEA
2000-12,100.0
2001-01,105.20514608911122
2001-02,95.73501465802609
2001-03,87.8894671090711
2001-04,98.61835391798313
2001-05,103.13624833481907
2001-06,99.62057384547256
2001-07,87.83584229114278
2001-08,84.53322284130326
2001-09,70.89944991719629
2001-10,77.11189929933887
2001-11,83.17021920779567
2001-12,85.5395622970362
2002-01,91.97891766114094
2002-02,88.61500123462098
2002-03,91.92777157967708
2002-04,92.38373816562101
2002-05,93.46434829334608
2002-06,79.87782075158024
2002-07,72.18014874076222
2002-08,74.21346239984986
2002-09,71.98544373595635
2002-10,75.89429552088312
2002-11,82.57775845882877
2002-12,77.89426255633667
2003-01,74.07482553561117
2003-02,75.5938331766524
2003-03,71.64141004302812
2003-04,78.32005349789367
2003-05,79.81989144281432
2003-06,85.02363988645402
2003-07,88.07020122625103
2003-08,97.44975657789126
2003-09,94.09751271575885
2003-10,99.62347443884735
2003-11,101.5957312791468
2003-12,101.09286818628736
2004-01,104.66653907194798
2004-02,111.27270441448498
2004-03,118.16806730362433
2004-04,108.28995803594484
2004-05,108.69847815307068
2004-06,111.514014018015
2004-07,110.58790800563223
2004-08,113.0259354502606
2004-09,118.4164876344386
2004-10,120.88526807805714
2004-11,126.2303696424184
2004-12,130.47536715098562
2005-01,134.3943384328067
2005-02,144.83977460016052
2005-03,135.8562892848322
2005-04,133.85056237473523
2005-05,140.15572597416644
2005-06,148.55211185554052
2005-07,160.76839042032745
2005-08,168.84808768556164
2005-09,190.34109349353517
2005-10,178.362450632798
2005-11,195.0583998438188
2005-12,208.1068168398437
2006-01,229.58269875472527
2006-02,232.17407816951538
2006-03,232.0635729182833
2006-04,237.94852168080138
2006-05,202.3746781031296
2006-06,198.5718935624065
2006-07,206.067224228277
2006-08,209.43877188338283
2006-09,201.50357444755448
2006-10,212.90134387895162
2006-11,220.18672024098947
2006-12,230.82162155842715
2007-01,231.71490841297538
2007-02,226.69624323605342
2007-03,237.0465051494968
2007-04,240.56599933745818
2007-05,238.2382243540649
2007-06,245.65331942421128
2007-07,249.5865911943204
2007-08,243.0643552436052
2007-09,252.35840023235588
2007-10,274.1170515940204
2007-11,262.4464094811962
2007-12,267.45557113628183
2008-01,228.31254907169821
2008-02,236.37792297097056
2008-03,217.7378883275437
2008-04,235.2755283266161
2008-05,254.13953957548722
2008-06,232.37286877621798
2008-07,224.13350299707173
2008-08,214.91939677600604
2008-09,186.17297730388574
2008-10,144.47216353250087
2008-11,130.6649618112486
2008-12,124.60361936212867
2009-01,118.62132542098568
2009-02,114.79315160354965
2009-03,125.13285518607834
2009-04,145.1038635251249
2009-05,161.22249946187122
2009-06,157.42310765430543
2009-07,170.68971399519765
2009-08,175.11702028582312
2009-09,181.81560042039268
2009-10,182.7262844483991
2009-11,184.90259067052511
2009-12,202.41088321424402
2010-01,207.59547434797497
2010-02,205.2325455762247
2010-03,228.01579705028047
2010-04,231.93784522617148
2010-05,226.8264342961985
2010-06,218.1361250026992
2010-07,231.28443082415583
2010-08,229.74811483083317
2010-09,238.36107678193594
2010-10,242.06798500243883
2010-11,248.3801220993835
2010-12,267.44293258985357
2011-01,249.85240161940976
2011-02,259.90358473493296
2011-03,265.7744849128404
2011-04,264.93348115967956
2011-05,257.58709915368
2011-06,252.89835850045284
2011-07,253.9659916152412
2011-08,232.18867114357195
2011-09,206.9454636660077
2011-10,222.78738156810877
2011-11,227.00766451240898
2011-12,220.0866477749901
2012-01,244.5970466258514
2012-02,258.23126264492794
2012-03,248.84862520744025
2012-04,247.05521549045204
2012-05,226.1584744711085
2012-06,239.0608337077664
2012-07,252.49802957530045
2012-08,249.55517846287827
2012-09,255.60156997070214
2012-10,250.02332258075919
2012-11,248.132440430201
2012-12,264.08458677364723
2013-01,255.54502382842296
2013-02,256.087152249014
2013-03,256.26208820575687
2013-04,248.52057532448782
2013-05,244.8797338657589
2013-06,231.99054170469324
2013-07,232.83847206316506
2013-08,229.93004309718418
2013-09,243.48187442099297
2013-10,254.7943331728034
2013-11,244.91707087545376
2013-12,239.6395655557428
2014-01,221.99748334134512
2014-02,227.69905535711575
2014-03,235.54327131108755
2014-04,230.35274424004172
2014-05,246.40440902782072
2014-06,247.5315361798822
2014-07,248.17597446392097
2014-08,253.134736170655
2014-09,246.8375748777917
2014-10,252.6626468785518
2014-11,249.3172413866712
2014-12,231.46558761010758
2015-01,248.63598932781701
2015-02,262.2514136835318
2015-03,265.8751251440072
2015-04,276.34267139990664
2015-05,264.37214332481034
2015-06,261.1110018478684
2015-07,250.7965025218164
2015-08,229.39234303595833
2015-09,218.6018206778274
2015-10,232.78520239066071
2015-11,228.40535781289066
2015-12,206.15538488286322
2016-01,198.26388867412578
2016-02,201.36563290358265
2016-03,221.89172748852778
2016-04,229.091874793158
2016-05,216.98603886216236
2016-06,224.71701821088828
2016-07,235.5106066307085
2016-08,230.2378361749111
2016-09,234.73389275078628
2016-10,240.25834423731493
2016-11,236.19320838062112
2016-12,254.6691949159058
2017-01,253.77770797422517
2017-02,258.37056605022167
2017-03,258.0175815884931
2017-04,264.3636390742221
2017-05,256.47030826982046
2017-06,247.09054679099665
2017-07,253.151822107731
2017-08,262.05799552749625
2017-09,253.2849965249668
2017-10,259.5828353462425
2017-11,262.2975559668913
2017-12,278.5987628248223
2018-01,285.00173669921446
2018-02,285.9431321405449
2018-03,269.4478206926814
2018-04,267.6888875008571
2018-05,261.0255124748637
2018-06,254.9149560411351
2018-07,266.4916275175507
2018-08,247.31571330829678
2018-09,252.06985607127908
2018-10,240.8713021378442
2018-11,251.90918472628485
2018-12,245.69554207162807
2019-01,271.17300742269595
2019-02,263.8522140509461
2019-03,263.9353457199179
2019-04,278.02399946085086
2019-05,269.3335746654573
2019-06,278.84816899232715
2019-07,283.4460619181248
2019-08,265.6152765373788
2019-09,270.8366559981811
2019-10,271.97009121128934
2019-11,274.88581990532356
2019-12,289.0384497829611
2020-01,278.7241055492732
2020-02,247.43677535116746
2020-03,195.39755017788474
2020-04,216.98992270109545
2020-05,221.78715084836026
2020-06,227.0611199890388
2020-07,222.41942543273393
2020-08,222.83028622062417
2020-09,221.3802317126821
2020-10,213.59879168287125
2020-11,237.12513291352667
2020-12,246.8408343574982
2021-01,251.37109559731147
2021-02,256.3788190931722
2021-03,277.68664615461296
2021-04,277.3869650917858
2021-05,288.9490770440732
2021-06,295.5470897307251
2021-07,295.68694530540955
2021-08,307.1725580459566
2021-09,314.9976940188044
2021-10,323.7576488273875
2021-11,309.59533526609874
2021-12,313.4196828242105
2022-01,326.0736458295456
2022-02,292.13312138987624
2022-03,276.55474358738576
2022-04,282.1395810501567
2022-05,266.2856431188059
2022-06,244.0656364846857
2022-07,258.9701400341733
2022-08,260.52275684073163
2022-09,246.55294001706585
2022-10,254.92135623707722
2022-11,256.06842332663115
2022-12,239.43088005008894
2023-01,240.66955167813305
2023-02,235.9802404365371
2023-03,232.68517496079062
2023-04,238.12270555033749
2023-05,231.94715575845728
2023-06,238.05523802861822
2023-07,251.90208795903655
