Date,EFM ASIA
2013-12,1046.9854465297258
2014-01,1019.234404341876
2014-02,1027.5288489563372
2014-03,1044.0914898072476
2014-04,1039.7685939256178
2014-05,1099.7203178554319
2014-06,1126.3052957177224
2014-07,1191.4688707352193
2014-08,1223.134577108403
2014-09,1202.063500037257
2014-10,1229.6368181269547
2014-11,1237.7108331415193
2014-12,1251.3298893527262
2015-01,1373.891522304688
2015-02,1415.1680254210173
2015-03,1482.384526677453
2015-04,1519.52700166264
2015-05,1510.496910571956
2015-06,1427.2833983705407
2015-07,1337.0353691509179
2015-08,1197.1133174127554
2015-09,1182.8461670444628
2015-10,1287.770143840233
2015-11,1302.376796396961
2015-12,1257.078369988912
2016-01,1169.972440754698
2016-02,1149.9772740270237
2016-03,1221.154142394026
2016-04,1199.9318552815016
2016-05,1219.910317301997
2016-06,1257.1610977120326
2016-07,1309.259248186038
2016-08,1367.1557789422907
2016-09,1372.8679414533835
2016-10,1387.1647938423341
2016-11,1386.0668067780211
2016-12,1374.9560431980865
2017-01,1420.1459585592602
2017-02,1496.5691108506765
2017-03,1536.208150093294
2017-04,1541.1423537996047
2017-05,1559.6079223816596
2017-06,1564.6553114101287
2017-07,1597.669511474323
2017-08,1606.3071653252107
2017-09,1615.3121683452516
2017-10,1726.0490283980778
2017-11,1689.4288979121516
2017-12,1724.6212824592258
2018-01,1795.6795509782012
2018-02,1736.3991783439021
2018-03,1699.2118804600498
2018-04,1730.4914933061236
2018-05,1766.223341979208
2018-06,1684.1661572914088
2018-07,1691.982005940586
2018-08,1687.6536228568928
2018-09,1662.1506228372689
2018-10,1518.1090726084594
2018-11,1597.3201226571568
2018-12,1531.9409708854587
2019-01,1637.6737444745097
2019-02,1678.4259762915226
2019-03,1732.916177208732
2019-04,1767.3195637152737
2019-05,1621.7516119356737
2019-06,1687.0961210325302
2019-07,1698.6674125001991
2019-08,1652.9845742839493
2019-09,1702.8114248141192
2019-10,1738.1191468242832
2019-11,1767.8304559180683
2019-12,1859.0470733686902
2020-01,1798.64417108909
2020-02,1762.3534590582542
2020-03,1556.6383604898476
2020-04,1702.7152960897654
2020-05,1672.5647554272412
2020-06,1792.1366798931901
2020-07,1865.9330464885593
2020-08,1904.6539143732782
2020-09,1920.9444288218006
2020-10,1997.6992729223884
2020-11,2090.7805108642096
2020-12,2188.2553323192933
2021-01,2298.82426270104
2021-02,2322.7651662166613
2021-03,2327.5293862602543
2021-04,2327.5986932315077
2021-05,2320.3629844430943
2021-06,2394.802948326691
2021-07,2201.1298446843502
2021-08,2269.4007185277114
2021-09,2216.445487941347
2021-10,2248.2636776224253
2021-11,2227.7972012539785
2021-12,2237.3180381071456
2022-01,2190.545648370293
2022-02,2134.7847764380845
2022-03,2087.8820440059367
2022-04,2089.9186671569637
2022-05,2065.30858598256
2022-06,2013.4191982426912
2022-07,2037.865476447856
2022-08,2074.5300559642696
2022-09,1847.8599264559823
2022-10,1723.5222232798042
2022-11,1962.420552317406
2022-12,1877.4344880337728
2023-01,2004.076961309499
2023-02,1911.1270101747823
2023-03,1932.737021677058
2023-04,1857.2558443408943
2023-05,1903.1260367105792
2023-06,1910.2037823607711
2023-07,2008.2738508094233
