Date,PAN-EURO
1998-12,1000.0
1999-01,1029.8518009632212
1999-02,1037.6653170808868
1999-03,1066.6240220050893
1999-04,1118.5467840321123
1999-05,1078.2807103951186
1999-06,1109.6788885714543
1999-07,1076.7616833475802
1999-08,1102.9606774408553
1999-09,1086.224374149761
1999-10,1147.8822646133451
1999-11,1236.460890132935
1999-12,1375.2105666829318
2000-01,1305.881879195992
2000-02,1402.6499376990716
2000-03,1444.9521618176336
2000-04,1450.5921674314698
2000-05,1412.8285932821382
2000-06,1394.1042989289538
2000-07,1416.02120287285
2000-08,1456.92489912624
2000-09,1396.08626033754
2000-10,1445.740088521577
2000-11,1352.6174821883135
2000-12,1341.1781897365192
2001-01,1353.3511757134972
2001-02,1238.2011233513338
2001-03,1195.5763721930248
2001-04,1281.1539089721296
2001-05,1269.1621359859168
2001-06,1223.9785452919232
2001-07,1186.5404652329937
2001-08,1109.8872274238695
2001-09,1002.057691163984
2001-10,1043.7170490966964
2001-11,1089.7028739891998
2001-12,1124.0676294072484
2002-01,1098.4910813952088
2002-02,1092.690698548211
2002-03,1138.7365072455275
2002-04,1091.9637826921885
2002-05,1048.1810154281693
2002-06,956.8799750024064
2002-07,857.3425997540793
2002-08,857.5378671342531
2002-09,738.9321916587834
2002-10,811.2986886814493
2002-11,845.9716670744028
2002-12,771.8034802635827
2003-01,717.6302465069883
2003-02,692.1016462944814
2003-03,673.4137093187029
2003-04,747.3436416727932
2003-05,753.0456836591222
2003-06,778.1124620879636
2003-07,806.7958912089434
2003-08,822.0006274459683
2003-09,789.8644748655555
2003-10,842.0231522293618
2003-11,851.9146479814862
2003-12,878.5885091236812
2004-01,899.1449731652322
2004-02,923.5644663440852
2004-03,903.3468272855204
2004-04,918.6131899283794
2004-05,916.1131755245161
2004-06,930.221904173162
2004-07,914.2876939250655
2004-08,905.9119699456076
2004-09,921.5051256118785
2004-10,932.0504227341999
2004-11,955.5668753187023
2004-12,972.3120803926304
2005-01,993.0586852984828
2005-02,1023.2480946778234
2005-03,1019.4394445769285
2005-04,1001.9321121900934
2005-05,1049.501218454521
2005-06,1084.9381508561476
2005-07,1120.3841012674336
2005-08,1121.6630818098422
2005-09,1171.3036918879923
2005-10,1144.3466799575301
2005-11,1181.1452753904782
2005-12,1220.7099573461671
2006-01,1261.5288607334542
2006-02,1283.1890948177713
2006-03,1311.8596929661828
2006-04,1324.6415701162157
2006-05,1264.4213467690688
2006-06,1275.085619774812
2006-07,1298.035233218839
2006-08,1333.917844894573
2006-09,1357.3854534214474
2006-10,1403.673133785526
2006-11,1396.4670034120195
2006-12,1445.993796562647
2007-01,1475.1965672621068
2007-02,1444.538023940678
2007-03,1482.347864136027
2007-04,1541.4880349351615
2007-05,1591.625004738271
2007-06,1590.8265142599469
2007-07,1536.2558294573687
2007-08,1529.0611624782844
2007-09,1545.4691200639375
2007-10,1589.6303114980674
2007-11,1523.3714633215977
2007-12,1504.2809593487218
2008-01,1327.7391723649375
2008-02,1313.981024950631
2008-03,1262.247334216288
2008-04,1345.8888766006664
2008-05,1352.6444476922325
2008-06,1220.9744716322227
2008-07,1203.8111081981585
2008-08,1220.1650188353847
2008-09,1091.5848423946006
2008-10,962.3646102992342
2008-11,894.2251354616374
2008-12,860.3870457152898
2009-01,825.2961999493084
2009-02,746.7235758261216
2009-03,764.6982767865404
2009-04,868.1893130128062
2009-05,912.0840674661196
2009-06,903.4182508598044
2009-07,988.2453806504469
2009-08,1036.554904071449
2009-09,1062.225203317386
2009-10,1042.9330382047465
2009-11,1054.7828951726387
2009-12,1120.080147209168
2010-01,1083.7112649047208
2010-02,1082.791084100124
2010-03,1159.93762126745
2010-04,1144.2079653272874
2010-05,1090.5149633557523
2010-06,1083.4328783068047
2010-07,1136.346260352285
2010-08,1124.3233182149513
2010-09,1156.4684868306156
2010-10,1186.198216322963
2010-11,1167.5926066189122
2010-12,1225.87529846726
2011-01,1248.6223637051032
2011-02,1279.5440872783597
2011-03,1231.9937012622984
2011-04,1274.9306072896588
2011-05,1271.4536173340878
2011-06,1239.3859835895623
2011-07,1210.6399457454863
2011-08,1085.7471531207818
2011-09,1042.0828916779114
2011-10,1125.6593539432718
2011-11,1115.465207347774
2011-12,1140.0048682918919
2012-01,1180.1232007059
2012-02,1226.1074733437501
2012-03,1221.3866849124372
2012-04,1201.3604174418788
2012-05,1130.0302688498969
2012-06,1190.95700883697
2012-07,1241.3435394665119
2012-08,1266.2513643434538
2012-09,1275.0005683142283
2012-10,1285.0297796949046
2012-11,1312.2537026547789
2012-12,1330.1988581115593
2013-01,1370.1695974938111
2013-02,1378.868006001128
2013-03,1400.5879558968218
2013-04,1424.5846072271102
2013-05,1449.9337227819415
