Date,PAN-EURO
2013-06,1373.4444032528181
2013-07,1439.0558380739838
2013-08,1429.4393657634716
2013-09,1493.7676150254167
2013-10,1551.7682919863996
2013-11,1569.1072623251123
2013-12,1582.5569602588582
2014-01,1548.839861945545
2014-02,1620.000804143146
2014-03,1607.9691774281453
2014-04,1641.8131801385678
2014-05,1683.8403105612756
2014-06,1678.9830868935555
2014-07,1655.8414264346457
2014-08,1690.3252496246648
2014-09,1702.4630721856522
2014-10,1667.1249070677325
2014-11,1717.2729159183539
2014-12,1684.4578853055439
2015-01,1804.3833046143143
2015-02,1927.9674846023304
2015-03,1960.4334487576302
2015-04,1958.7722500014584
2015-05,1982.296374284434
2015-06,1887.8824796463746
2015-07,1965.0449208105138
2015-08,1792.7624384690077
2015-09,1712.3401316390523
2015-10,1856.462025100079
2015-11,1902.369974947117
2015-12,1797.5608929620764
2016-01,1688.455847213698
2016-02,1648.084141667373
2016-03,1663.1239720621463
2016-04,1698.0068865952094
2016-05,1737.06932489949
2016-06,1674.2143256070656
2016-07,1725.822779900246
2016-08,1736.9019290606238
2016-09,1734.6889767594294
2016-10,1727.0420307786753
2016-11,1744.2219911059008
2016-12,1851.8619226783997
2017-01,1838.8118520485236
2017-02,1892.5506946864757
2017-03,1957.6752161282188
2017-04,1983.7764239023231
2017-05,2016.5521726155507
2017-06,1967.0309898536325
2017-07,1954.9914303432915
2017-08,1937.2939834138213
2017-09,2013.3993165770917
2017-10,2049.71014201559
2017-11,2009.4586120642764
2017-12,2022.987074647961
2018-01,2055.4558994083
2018-02,1970.1274555525831
2018-03,1931.4053449502358
2018-04,2023.9177924142766
2018-05,2016.1910687707923
2018-06,2006.2927256429614
2018-07,2070.9112305127333
2018-08,2013.8356048813087
2018-09,2031.132250248976
2018-10,1934.509852786503
2018-11,1927.3514691098774
2018-12,1823.218265194284
2019-01,1928.67619611586
2019-02,2009.1261517582593
2019-03,2055.103882294201
2019-04,2129.1943460880166
2019-05,2027.3852353774423
2019-06,2117.508447121152
2019-07,2122.8639766519314
2019-08,2090.416346414862
2019-09,2169.974044492121
2019-10,2182.7244706005818
2019-11,2235.640272180356
2019-12,2279.8338618846997
2020-01,2249.4172025124367
2020-02,2054.520577782228
2020-03,1780.3662017497584
2020-04,1876.2413869594297
2020-05,1921.6998161597876
2020-06,1984.9208483515424
2020-07,1949.4982879523914
2020-08,1995.9658892540924
2020-09,1964.572429203404
2020-10,1858.7838871422496
2020-11,2119.505326824247
2020-12,2161.955109086067
2021-01,2142.8969391453174
2021-02,2201.3275659889946
2021-03,2349.340876208173
2021-04,2392.668305130704
2021-05,2456.784615550816
2021-06,2499.7324041209263
2021-07,2538.3570408120195
2021-08,2591.236369024887
2021-09,2521.328565947436
2021-10,2645.4592007444585
2021-11,2576.604141915909
2021-12,2724.980224876692
2022-01,2660.29462481586
2022-02,2582.1680486506425
2022-03,2608.0545444822674
2022-04,2598.4247256919775
2022-05,2587.302969522096
2022-06,2398.3278554159238
2022-07,2574.398094479984
2022-08,2457.570924072104
2022-09,2315.8817532308426
2022-10,2455.996455153769
2022-11,2627.113390962156
2022-12,2530.6241765542836
2023-01,2693.2286199634464
2023-02,2741.283440492169
2023-03,2751.0676327510937
2023-04,2823.112227867491
2023-05,2757.309568001309
2023-06,2831.2582605463144
2023-07,2874.6762893865302
