Date,ACWI ex AUSTRALIA
2007-11,99.23540299428326
2007-12,98.5986165568623
2008-01,89.41772986573788
2008-02,87.38879913265629
2008-03,82.59778928074923
2008-04,88.68588915951051
2008-05,90.21825879345911
2008-06,81.62872052777321
2008-07,80.3974083666128
2008-08,83.41906707932763
2008-09,76.62755949789978
2008-10,68.19023773091583
2008-11,63.68371880952986
2008-12,60.201448999102915
2009-01,59.7997908476831
2009-02,54.340290776899174
2009-03,56.132041835902385
2009-04,62.88999147158214
2009-05,64.74301506225726
2009-06,64.86154881259222
2009-07,69.79059896262767
2009-08,71.31415940577061
2009-09,73.06177405745825
2009-10,71.22139144792902
2009-11,72.89676970836501
2009-12,77.87031003008035
2010-01,76.98363401606802
2010-02,79.34930803269025
2010-03,85.12445152036567
2010-04,86.79466445719866
2010-05,85.37641714188054
2010-06,82.86691006067713
2010-07,84.14748089827032
2010-08,83.22896226191277
2010-09,84.7859103282491
2010-10,86.31103868705928
2010-11,90.14496354414483
2010-12,93.77747430518497
2011-01,93.32926709336698
2011-02,95.28498467190288
2011-03,92.57356029697043
2011-04,92.11889186687623
2011-05,93.1211610565639
2011-06,90.862794123495
2011-07,90.20108440175366
2011-08,83.35930549444755
2011-09,81.17265355535936
2011-10,86.284615954005
2011-11,86.84296105709821
2011-12,89.91186127101888
2012-01,94.25952200684371
2012-02,96.9447650101051
2012-03,98.14019321595036
2012-04,97.51855054857138
2012-05,95.164964442297
2012-06,97.24123502369106
2012-07,101.37754862846067
2012-08,101.27061241032197
2012-09,102.3665137630696
2012-10,100.84304892180745
2012-11,101.76039516946369
2012-12,102.63810093491699
2013-01,104.25090715028624
2013-02,108.07860562550006
2013-03,112.13967472528579
2013-04,112.27320689680062
2013-05,114.38064303447547
2013-06,110.8338566651703
2013-07,113.75479109243015
2013-08,112.04373553329575
2013-09,114.71188246883148
2013-10,118.75382503366441
2013-11,120.46999400327239
2013-12,121.21324007456965
2014-01,118.9514458827208
2014-02,121.66034569056589
2014-03,122.33474797269358
2014-04,122.72654881494648
2014-05,127.39588905804887
2014-06,129.43726745394946
2014-07,130.68798349177177
2014-08,135.73134291329663
2014-09,137.28169302545416
2014-10,139.21850661813286
2014-11,142.57220131643786
2014-12,144.06433310763873
2015-01,152.0756775462604
2015-02,161.43303836766538
2015-03,166.0243679272061
2015-04,163.81705148945437
2015-05,167.32705375686643
2015-06,160.86404527935096
2015-07,163.67700438552882
2015-08,150.50539360516976
2015-09,145.62514970979987
2015-10,158.77111823840667
2015-11,164.63073373296112
2015-12,156.99658075311058
2016-01,148.2026541419464
2016-02,146.5816093690527
2016-03,149.94970369950025
2016-04,151.3416245153915
2016-05,155.9998604115108
2016-06,155.3505609122297
2016-07,160.8425265085482
2016-08,162.15545282461528
2016-09,161.61816927345012
2016-10,162.89291955912816
2016-11,169.6244831704677
2016-12,174.26810865659795
2017-01,174.66995695389215
2017-02,182.58612226247425
2017-03,183.55695868445986
2017-04,183.20021641238228
2017-05,181.59522516659578
2017-06,179.7537179413149
2017-07,178.68266516242224
2017-08,177.89908190665255
2017-09,182.490778881936
2017-10,189.06675392355805
2017-11,188.3574511167479
2017-12,189.91507046243393
2018-01,193.50459153465073
2018-02,189.31230962091465
2018-03,183.8695627264092
2018-04,188.89055735416983
2018-05,195.69659004029188
2018-06,194.51805566505533
2018-07,199.99067403439588
2018-08,202.81116752551452
2018-09,204.12268401316192
2018-10,193.5708979261118
2018-11,196.5743171335099
2018-12,180.83088654625698
2019-01,194.40490711771025
2019-02,201.10995895004095
2019-03,206.5450902185497
2019-04,214.02513079031837
2019-05,202.17718070231246
2019-06,210.84734597488716
2019-07,216.27366798091643
2019-08,213.56574055356674
2019-09,220.2547980159191
2019-10,221.16629897794587
2019-11,229.31411298077253
2019-12,233.27608688728407
2020-01,233.61897723755422
2020-02,216.79684106108013
2020-03,188.23006870117447
2020-04,208.61693071342046
2020-05,214.34421728343065
2020-06,218.92203703171265
2020-07,218.963031269087
2020-08,229.77253851692097
2020-09,226.93757996004743
2020-10,222.80394617389217
2020-11,243.56735397405714
2020-12,249.11668764222787
2021-01,249.72543810031803
2021-02,255.72574789792313
2021-03,271.2554146966298
2021-04,276.38453739532736
2021-05,276.27097584230506
2021-06,288.73281597557065
2021-07,290.85473930600045
2021-08,299.5421103940958
2021-09,292.44049143654735
2021-10,307.88202545705843
2021-11,309.14964141473735
2021-12,318.178326152154
2022-01,307.1417509319355
2022-02,298.17251247574865
2022-03,307.0207452795857
2022-04,297.7543341093497
2022-05,293.6400513185898
2022-06,275.7456938252867
2022-07,302.48964012718324
2022-08,295.28094995057376
2022-09,274.19322820739313
2022-10,288.2219938189027
2022-11,297.8853130941137
2022-12,275.9711169636768
2023-01,290.4357248622058
2023-02,289.14235404368577
2023-03,291.14837731650385
2023-04,290.70698405144464
2023-05,298.0303570845143
2023-06,308.1764756671337
2023-07,316.09287057152557
