Date,ACWI ex AUSTRALIA
2000-12,100.0
2001-01,103.47690693645612
2001-02,95.76707350888556
2001-03,92.93040496701637
2001-04,99.32109946843225
2001-05,102.64226005017623
2001-06,99.5075566587343
2001-07,94.78715084058081
2001-08,87.01299237383951
2001-09,78.8793930245862
2001-10,81.36620217328904
2001-11,86.84426391333592
2001-12,88.1235612646613
2002-01,88.5857190693243
2002-02,87.47400575966374
2002-03,90.63188516067189
2002-04,84.90657039262044
2002-05,81.87852152315861
2002-06,72.68349792813339
2002-07,67.04932582478455
2002-08,67.15216886077793
2002-09,59.24165971204187
2002-10,63.47803527551142
2002-11,66.66178074414871
2002-12,60.12346441220959
2003-01,56.99009899050149
2003-02,55.74047867093476
2003-03,54.7744924537432
2003-04,58.314584712569754
2003-05,58.541720089860775
2003-06,61.057293466232395
2003-07,63.68873253238154
2003-08,66.8188007320224
2003-09,63.33707240017133
2003-10,67.24830616154367
2003-11,66.22045720409173
2003-12,66.8742857870023
2004-01,69.07306186571178
2004-02,70.27226434232186
2004-03,70.61424489670081
2004-04,70.74584934916174
2004-05,69.9901152160165
2004-06,71.6693582085291
2004-07,70.05766336526516
2004-08,69.80882297476238
2004-09,69.66276589022114
2004-10,69.62631196033722
2004-11,70.22991190983481
2004-12,71.32045959304428
2005-01,72.74480872312495
2005-02,73.88536761437902
2005-03,73.82956684653107
2005-04,72.6776040006038
2005-05,77.43932422531769
2005-06,79.69851911755636
2005-07,82.39830350275697
2005-08,81.99734179638902
2005-09,86.08030812259707
2005-10,84.3858159801437
2005-11,88.85462971745501
2005-12,90.99763109342454
2006-01,92.7009282381414
2006-02,94.30745527027855
2006-03,94.90356827544655
2006-04,94.08937748946461
2006-05,88.67156656849149
2006-06,89.02140428937274
2006-07,89.793437508818
2006-08,91.83465601027761
2006-09,93.93769074982093
2006-10,96.63244716829438
2006-11,95.6505215753695
2006-12,98.27145148591421
2007-01,100.73485801126627
2007-02,98.47703097433359
2007-03,99.5976178439455
2007-04,101.40672746195962
2007-05,105.95618238960498
2007-06,105.17716840135772
2007-07,102.18176078489655
2007-08,102.36537260787932
2007-09,103.1412995247748
2007-10,105.23307199460523
