Date,EM FAR EAST
2000-12,100.0
2001-01,123.08458803258658
2001-02,116.42344331541781
2001-03,109.6044039349779
2001-04,109.7542701100531
2001-05,115.18564138564314
2001-06,113.72142903460859
2001-07,103.61513563153845
2001-08,100.03214784007031
2001-09,84.58694900865844
2001-10,91.14471799622535
2001-11,105.53072151494217
2001-12,117.10475870870643
2002-01,127.09267265821943
2002-02,129.58668088798257
2002-03,138.83516646147575
2002-04,135.4396723004766
2002-05,129.01823920021252
2002-06,115.90077588256214
2002-07,112.2941433753064
2002-08,110.35489069976444
2002-09,95.59811115197465
2002-10,100.37326471323976
2002-11,106.43056804405111
2002-12,93.43374920350595
2003-01,93.43889170333239
2003-02,87.36712809235149
2003-03,82.06267999256896
2003-04,84.55738893200744
2003-05,87.16844778555206
2003-06,95.72227259671183
2003-07,106.8515005000534
2003-08,116.54415471825422
2003-09,108.1900568625453
2003-10,119.483080448494
2003-11,113.65569548231514
2003-12,114.81685136869554
2004-01,123.62419109796905
2004-02,128.81418033397003
2004-03,128.91604538740978
2004-04,123.30785054403952
2004-05,117.22356007751071
2004-06,115.78311782332904
2004-07,111.49704386949375
2004-08,116.08414724543677
2004-09,117.95108740509218
2004-10,115.87134005416767
2004-11,121.22796402793435
2004-12,121.80917109580794
2005-01,129.65894962921215
2005-02,136.42886900929233
2005-03,131.55380794178765
2005-04,129.09446755705906
2005-05,139.30868403934443
2005-06,144.9615908299117
2005-07,153.9857967228958
2005-08,146.48870183400572
2005-09,158.42798181910103
2005-10,149.14201019653092
2005-11,164.43452378981598
2005-12,176.10857699857485
2006-01,184.317415824795
2006-02,186.44428066234724
2006-03,185.29543943181366
2006-04,191.45672233749187
2006-05,174.9674715537658
2006-06,173.77439050437644
2006-07,173.66851687741897
2006-08,177.8524546395174
2006-09,185.92326919848978
2006-10,188.55673626275342
2006-11,196.99084588850513
2006-12,205.64008065331942
2007-01,202.7144229674574
2007-02,202.4573909411911
2007-03,204.74862561766878
2007-04,207.41587321156348
2007-05,223.98263498773454
2007-06,238.23594006436767
2007-07,254.08962959736732
2007-08,252.22593767664702
2007-09,268.5845111327906
2007-10,291.3142648084455
2007-11,256.9328698528003
2007-12,253.14905499097875
2008-01,214.05827828682476
2008-02,227.80737670629475
2008-03,205.66306986599994
2008-04,225.84094453128537
2008-05,219.30335494418725
2008-06,191.49865461504686
2008-07,189.8999846537102
2008-08,185.40264280815788
2008-09,162.60663086430338
2008-10,137.86710523959096
2008-11,128.67362381098678
2008-12,131.18362257459202
2009-01,132.38340637998456
2009-02,125.74681502923401
2009-03,140.02030906908297
2009-04,163.18677152918144
2009-05,171.55305703890068
2009-06,173.0977368177519
2009-07,193.97487824594208
2009-08,185.85521438059934
2009-09,198.702739431343
2009-10,195.89315058668817
2009-11,196.90434513469583
2009-12,215.78255547232376
2010-01,209.20353642274287
2010-02,212.70384299739652
2010-03,230.58752763814707
2010-04,240.34545330855093
2010-05,237.7754057686918
2010-06,240.30351419954425
2010-07,240.39893708558844
2010-08,242.81259919145788
2010-09,249.69503190060632
2010-10,252.0977878446613
2010-11,266.06480975492906
2010-12,273.8645978998095
2011-01,269.17436898132866
2011-02,256.10019421150304
2011-03,265.62207491452295
2011-04,265.535303208004
2011-05,270.8138674940524
2011-06,261.2437747754717
2011-07,266.6158527319218
2011-08,238.99543738833225
2011-09,221.85156174173125
2011-10,240.22549263791817
2011-11,230.4639289420897
2011-12,242.5957512271226
2012-01,263.2485089387027
2012-02,272.7125997930902
2012-03,266.04381924709
2012-04,268.8222694969972
2012-05,261.1297448493793
2012-06,259.44185535659403
2012-07,273.5096311390138
2012-08,264.74218168248075
2012-09,275.9805339538491
2012-10,274.0730303491115
2012-11,280.1015284137527
2012-12,287.1711174017299
2013-01,280.5376014606737
2013-02,293.8514359144583
2013-03,291.30514486421237
2013-04,286.99167828921236
2013-05,290.1496227924794
2013-06,272.6174393582845
2013-07,271.65554840142886
2013-08,273.252391853174
2013-09,279.06558049219484
2013-10,289.5872367482524
2013-11,290.74263710646574
2013-12,282.24085839739735
2014-01,274.2688487373992
2014-02,276.50124198616106
2014-03,278.6879567837978
2014-04,277.91130080771
2014-05,292.174210871201
2014-06,298.86557464335755
2014-07,316.96714263768126
2014-08,324.8596358012616
2014-09,317.3629385918204
2014-10,323.67830053052194
2014-11,325.289142355967
2014-12,330.4918343501735
2015-01,360.51462404592087
2015-02,371.6751603854574
2015-03,391.7904784426654
2015-04,407.8689691457493
2015-05,402.9685482364531
2015-06,378.5643195865039
2015-07,350.0591104322288
2015-08,313.1934195728326
2015-09,308.67983912699486
2015-10,338.99749164136097
2015-11,343.64858002698287
2015-12,330.23877979645835
2016-01,307.14440723596795
2016-02,304.4242471254457
2016-03,322.82513101101483
2016-04,316.360395766042
2016-05,320.2007448914977
2016-06,330.6297629659752
2016-07,343.9732515242008
2016-08,360.6177478461345
2016-09,363.27278997892796
2016-10,366.6001984878584
2016-11,368.33887915370127
2016-12,364.55992948442366
2017-01,377.39679494067104
2017-02,396.6308347482795
2017-03,405.7893303683969
2017-04,407.2422357840574
2017-05,413.7686507400464
2017-06,416.60657708198005
2017-07,424.4383678497093
2017-08,428.1043494159007
2017-09,432.5728043189155
2017-10,461.11931160227834
2017-11,451.52752275811304
2017-12,459.6152582818304
2018-01,481.2879362853611
2018-02,466.0976529121649
2018-03,457.23059269198774
2018-04,463.5401760179651
2018-05,474.8031567219143
2018-06,450.45332427242045
2018-07,449.20408287280407
2018-08,446.90760930502927
2018-09,444.77825712147353
2018-10,403.81071856431385
2018-11,422.12928576883104
2018-12,403.0966659593048
2019-01,436.43333727226826
2019-02,448.1217564856596
2019-03,458.36399106603125
2019-04,468.36060980569937
2019-05,423.6325123460285
2019-06,445.08220574843585
2019-07,450.372970798566
2019-08,437.6698803758554
2019-09,450.21928619584224
2019-10,459.77189113463635
2019-11,468.3626057991927
2019-12,496.40217784083774
2020-01,477.74264460809997
2020-02,471.17515526141904
2020-03,424.74723610768
2020-04,461.25170629720634
2020-05,454.17421800534817
2020-06,487.64492035805245
2020-07,507.5696696304927
2020-08,517.8189703877204
2020-09,521.1555416436523
2020-10,543.2381957194556
2020-11,567.9397967683786
2020-12,592.1970311176474
2021-01,627.5047255685478
2021-02,630.6089487378422
2021-03,627.4063362489102
2021-04,630.1098468929696
2021-05,621.9882088008977
2021-06,642.5678105460596
2021-07,582.2676325161696
2021-08,592.6155554051178
2021-09,573.64944400055
2021-10,583.9592711715794
2021-11,577.9262814842494
2021-12,578.0706834803535
2022-01,563.6477244481398
2022-02,551.1165398942219
2022-03,531.9703688309445
2022-04,528.6798937459663
2022-05,529.5424270899272
2022-06,518.3189391336964
2022-07,513.9470265620657
2022-08,518.8491716363418
2022-09,454.0049937431013
2022-10,414.3329847732071
2022-11,486.8003001294464
2022-12,471.0176385353568
2023-01,514.9496211229366
2023-02,488.74927706757876
2023-03,496.59316770236126
2023-04,470.9244355550918
2023-05,478.4149473310466
2023-06,478.05502552790915
2023-07,506.1092620628221
