Date,EM ASEAN
1998-12,1000.0
1999-01,1032.4676860237018
1999-02,1015.0704987757883
1999-03,1081.6922312110398
1999-04,1500.2358420267958
1999-05,1544.8588359503876
1999-06,1831.7883509349697
1999-07,1547.899097621316
1999-08,1442.772708036061
1999-09,1222.9931621176963
1999-10,1441.5465257541766
1999-11,1464.127147882428
1999-12,1692.7542923842777
2000-01,1615.3641815110445
2000-02,1350.1377607507948
2000-03,1421.2475699688014
2000-04,1369.1398567726173
2000-05,1075.6333553405548
2000-06,983.9098060076653
2000-07,929.6269214718355
2000-08,990.211678400918
2000-09,867.9421990378623
2000-10,914.7177195474014
2000-11,890.2647861754635
2000-12,778.8632977865643
2001-01,885.2577291089481
2001-02,870.8267950604436
2001-03,802.8955823979526
2001-04,736.5201510187948
2001-05,774.2265277673881
2001-06,799.9578409571052
2001-07,834.281669443889
2001-08,855.3625691267389
2001-09,746.3090192518041
2001-10,721.3702105186478
2001-11,777.3657116956696
2001-12,831.4387169956185
2002-01,943.4554764203945
2002-02,945.97308328622
2002-03,997.0460304734912
2002-04,1011.1233094609547
2002-05,957.4724010653254
2002-06,872.0112752861141
2002-07,857.2395417201262
2002-08,840.3185529859676
2002-09,760.2070248019554
2002-10,768.6685276156028
2002-11,758.5898268413098
2002-12,737.6340834108241
2003-01,738.9798960978341
2003-02,719.6341191061862
2003-03,706.9751003029871
2003-04,713.581397223268
2003-05,737.5116504502264
2003-06,801.5527090378744
2003-07,837.5586200913883
2003-08,893.800384683586
2003-09,880.1455012464027
2003-10,963.4898103046877
2003-11,913.9439054614281
2003-12,967.8248069778567
2004-01,992.4545869682619
2004-02,1033.287085610678
2004-03,1026.7676114872413
2004-04,1031.5171453107719
2004-05,968.0008346489988
2004-06,980.2252809820059
2004-07,1004.2083540940057
2004-08,985.6393118110528
2004-09,1018.4259108996999
2004-10,1012.7100621940676
2004-11,1059.4541906413488
2004-12,1044.3822067879205
2005-01,1131.3118181111959
2005-02,1136.990295502681
2005-03,1098.450869289057
2005-04,1085.7740329333492
2005-05,1137.5505467383973
2005-06,1180.6365397795314
2005-07,1240.8658943932114
2005-08,1179.1416917078768
2005-09,1237.1197654731895
2005-10,1205.1339696179302
2005-11,1238.2593569974758
2005-12,1298.2807318653365
2006-01,1361.322174788153
2006-02,1396.3405219418262
2006-03,1418.61726146719
2006-04,1465.1512054085779
2006-05,1336.6671256752627
2006-06,1305.3064480378198
2006-07,1367.8091193699313
2006-08,1403.53240464034
2006-09,1455.9100804862721
2006-10,1518.2482970738765
2006-11,1585.2016924567354
2006-12,1614.903349132268
2007-01,1703.5954855185366
2007-02,1681.569502751065
2007-03,1738.707416212676
2007-04,1807.2769437664867
2007-05,1924.7169081742322
2007-06,1944.4501503670922
2007-07,2033.3043136804458
2007-08,1899.8195800645474
2007-09,1978.4893059907677
2007-10,2158.3698403585286
2007-11,2065.913101348425
2007-12,2152.4861197663854
2008-01,2060.970652240111
2008-02,2106.5663481845504
2008-03,1860.055439591241
2008-04,1877.7276053105697
2008-05,1862.0770916313954
2008-06,1687.6522501594666
