Date,EM ASEAN
2008-07,1648.037577601991
2008-08,1655.7251712186458
2008-09,1511.2603952068464
2008-10,1212.9214660501445
2008-11,1162.0879927901444
2008-12,1178.3775214182835
2009-01,1228.0918271725707
2009-02,1195.176443814284
2009-03,1210.5386561706569
2009-04,1446.4840702794177
2009-05,1500.0582372883343
2009-06,1593.1841923689647
2009-07,1779.760602247744
2009-08,1761.9504751394202
2009-09,1863.2414933083924
2009-10,1838.431455260634
2009-11,1842.5996422669455
2009-12,1998.0458442371205
2010-01,2035.8607315312304
2010-02,2083.637806948811
2010-03,2329.1063151776316
2010-04,2449.818601062572
2010-05,2492.8961098245227
2010-06,2603.793536883715
2010-07,2587.134906107989
2010-08,2757.002751751407
2010-09,2849.2100942793872
2010-10,2867.68314700214
2010-11,2935.3361158536545
2010-12,2984.9213579030475
2011-01,2759.270769176764
2011-02,2799.7901721870144
2011-03,2930.84604572239
2011-04,2922.8731132815324
2011-05,2981.648151606822
2011-06,2972.085732970646
2011-07,3153.621269928791
2011-08,2913.1888119632617
2011-09,2767.6774768838422
2011-10,2952.847210255165
2011-11,2915.253607996241
2011-12,3126.058999854691
2012-01,3271.650970252316
2012-02,3339.0397304473795
2012-03,3374.884306997722
2012-04,3414.6833851820616
2012-05,3360.1664625795206
2012-06,3381.0791304371246
2012-07,3611.80495675609
2012-08,3495.658930114179
2012-09,3573.5065149957304
2012-10,3605.220810289223
2012-11,3549.9651201570973
2012-12,3634.5332129384046
2013-01,3570.5489520606507
2013-02,3888.525898179513
2013-03,4022.00154879917
2013-04,4045.6168967675203
2013-05,4024.198445406765
2013-06,3850.8921941423177
2013-07,3641.2659533876863
2013-08,3308.6219045360754
2013-09,3333.075058201102
2013-10,3552.3956115070573
2013-11,3312.3839845888733
2013-12,3201.019527620595
2014-01,3211.680573442733
2014-02,3332.8837473792128
2014-03,3444.83453239813
2014-04,3497.4854812305643
2014-05,3558.422201170889
2014-06,3610.31894087462
2014-07,3790.742943741739
2014-08,3913.758547866394
2014-09,3983.314477991625
2014-10,4014.8161518767483
2014-11,3986.699919136547
2014-12,3937.4048810918816
2015-01,4241.607955495981
2015-02,4358.534557976768
2015-03,4520.379550686527
2015-04,4258.134837838346
2015-05,4230.795564573688
2015-06,4004.6981624150144
2015-07,3900.3659245865706
2015-08,3458.2752168266834
2015-09,3260.5790387692723
2015-10,3541.071187018934
2015-11,3661.1273052888123
2015-12,3555.9231359661194
2016-01,3621.970848855062
2016-02,3676.74582729995
2016-03,3814.126840742521
2016-04,3736.19889556886
2016-05,3731.000167885946
2016-06,3931.7804146290923
2016-07,4041.812887559447
2016-08,4128.219341977144
2016-09,4007.4877546258544
2016-10,4066.1658804923445
2016-11,3846.7806132834085
2016-12,3961.9614749297652
2017-01,3971.877991264115
2017-02,4089.4631859802275
2017-03,4206.347253126282
2017-04,4251.576451985258
2017-05,4192.4942321158005
2017-06,4167.47172018146
2017-07,4077.5534335590255
2017-08,4085.5029768180607
2017-09,4158.734916070318
2017-10,4253.262372592295
2017-11,4195.695428596321
2017-12,4429.898023034915
2018-01,4498.670625159711
2018-02,4539.739326670661
2018-03,4385.597617916325
2018-04,4388.746070232062
2018-05,4317.446872400535
2018-06,4028.6725412959804
2018-07,4240.045341350221
2018-08,4325.033063717819
2018-09,4287.079470087855
2018-10,4166.56458091904
2018-11,4309.0755175127515
2018-12,4269.444175577175
2019-01,4542.591514227322
2019-02,4518.148474181232
2019-03,4543.537467910838
2019-04,4585.191861902279
2019-05,4531.6121728832395
2019-06,4688.7619746598575
2019-07,4746.802892979463
2019-08,4642.621014422694
2019-09,4619.429158081697
2019-10,4563.498749893657
2019-11,4534.634649519081
2019-12,4603.878248141795
2020-01,4393.572355746824
2020-02,3994.45767266271
2020-03,3229.275289513603
2020-04,3594.2000782813975
2020-05,3677.7732627657324
2020-06,3792.603141044685
2020-07,3671.472468746499
2020-08,3589.267542023528
2020-09,3408.2932435379053
2020-10,3493.037518842506
2020-11,3899.308261603835
2020-12,3972.5125604632995
2021-01,3884.8806079628935
2021-02,3938.2593346106323
2021-03,3991.7415077802484
2021-04,3916.178031838445
2021-05,3867.1921702189843
2021-06,3847.2485349232634
2021-07,3633.6019540256566
2021-08,4004.5359631425235
2021-09,3964.1873611783117
2021-10,4143.275007311464
2021-11,4104.441422953442
2021-12,4188.535787921168
2022-01,4241.647726792405
2022-02,4431.419883869616
2022-03,4488.130504785864
2022-04,4633.298252788041
2022-05,4530.033550427012
2022-06,4210.1545336264135
2022-07,4369.62469268222
2022-08,4601.5077146748
2022-09,4405.65342005062
2022-10,4460.729603730513
2022-11,4589.653759572762
2022-12,4430.332470358986
2023-01,4509.485978904635
2023-02,4348.508058286599
2023-03,4377.208016570472
2023-04,4336.2482455747195
2023-05,4320.29981473705
2023-06,4179.877230937807
2023-07,4368.7209205225545
