Date,FRONTIER MARKETS 100
2007-11,1672.3730902455295
2007-12,1781.1060231429499
2008-01,1747.6437998265571
2008-02,1779.4151565769714
2008-03,1603.614679583699
2008-04,1712.045294448584
2008-05,1721.8870345820276
2008-06,1675.6601270799722
2008-07,1648.233001915014
2008-08,1604.5508031757179
2008-09,1457.899519300324
2008-10,1211.9878501467217
2008-11,1054.9762394275438
2008-12,856.3146299237907
2009-01,743.5872311419274
2009-02,705.2860754115312
2009-03,732.3904223542744
2009-04,817.0171306917894
2009-05,907.0882831626765
2009-06,936.4902891196701
2009-07,943.4977449203493
2009-08,988.0069505615834
2009-09,994.4978951984334
2009-10,947.51228081016
2009-11,872.7469667363508
2009-12,902.664548231347
2010-01,905.7826788751577
2010-02,983.9073207816809
2010-03,1076.291975410502
2010-04,1090.5803361703083
2010-05,1069.560029507294
2010-06,1060.2059955398117
2010-07,1060.5360133097179
2010-08,1096.889243165467
2010-09,1099.7978685523
2010-10,1126.6967102933309
2010-11,1191.6681175831766
2010-12,1216.637600364206
2011-01,1188.3764490715905
2011-02,1099.1242988470535
2011-03,1081.6826210254742
2011-04,1088.6416963971424
2011-05,1075.1328266892044
2011-06,1058.7742387504572
2011-07,1039.0527602185457
2011-08,985.0776905223645
2011-09,1007.6544381886043
2011-10,994.4204627933397
2011-11,1000.0
2011-12,1018.4619246382674
2012-01,1019.7464097379969
2012-02,1024.947074676065
2012-03,1051.2194673507372
2012-04,1039.7478174735124
2012-05,1055.3873860698136
2012-06,1021.6315642171256
2012-07,1063.0314550644864
2012-08,1058.5401947439111
2012-09,1079.5079411531763
2012-10,1062.5366146463527
2012-11,1078.969724444006
2012-12,1085.0578444451894
2013-01,1128.96481104728
2013-02,1170.7284416175044
2013-03,1202.2018352296438
2013-04,1212.5411429776614
2013-05,1293.911960188341
2013-06,1218.6590995125086
2013-07,1250.7794495258731
2013-08,1235.777330196035
2013-09,1244.9420791509524
2013-10,1271.6769354936757
2013-11,1294.0366011699161
2013-12,1307.1992820991645
2014-01,1340.5901348650295
2014-02,1355.5911023663407
2014-03,1407.574778646839
2014-04,1478.6067735791412
2014-05,1597.6002085197008
2014-06,1483.904935641223
2014-07,1594.28886366135
2014-08,1602.7041794062807
2014-09,1699.9522282763378
2014-10,1640.7649727235955
2014-11,1583.8817592354446
2014-12,1562.8276476836909
2015-01,1615.4227290036008
2015-02,1684.7995689431295
2015-03,1734.3436518169588
2015-04,1717.0774462794257
2015-05,1682.7481542723494
2015-06,1646.5944934520367
2015-07,1614.9479437900466
2015-08,1496.455632811503
2015-09,1467.0279625215671
2015-10,1550.0981017886254
2015-11,1553.296442312874
2015-12,1500.6922688006243
2016-01,1398.979704718846
2016-02,1445.4964817135242
2016-03,1417.5028614289276
2016-04,1456.8163887269238
2016-05,1528.1281478302537
2016-06,1492.9346618801985
2016-07,1500.942004374902
2016-08,1483.403555636351
2016-09,1519.6171601408357
2016-10,1553.3256024599434
2016-11,1594.9302342004512
2016-12,1651.266705491723
2017-01,1736.4180753054222
2017-02,1764.3706586534197
2017-03,1808.8583983626459
2017-04,1794.5283497162384
2017-05,1819.1440916438069
2017-06,1790.6153487725044
2017-07,1763.7958285362865
2017-08,1807.3527130759376
2017-09,1859.5751495906343
2017-10,1909.7221011871575
2017-11,1902.3625685246475
2017-12,1955.7616624507352
2018-01,1987.9732353631402
2018-02,1995.112617156631
2018-03,1991.444360123241
2018-04,1965.7702442491645
2018-05,1844.7655519161433
2018-06,1783.0816150740097
2018-07,1841.5908987831976
2018-08,1763.725226310454
2018-09,1766.9813204316224
2018-10,1742.8130098828287
2018-11,1781.8277833044522
2018-12,1705.5996238643106
2019-01,1792.9323859679253
2019-02,1822.2026626677996
2019-03,1872.8041087693462
2019-04,1881.1791086787853
2019-05,1924.1321786062854
2019-06,1956.2870589711397
2019-07,2045.8435972547409
2019-08,2001.9841301284341
2019-09,1990.7789689391604
2019-10,1959.096433303925
2019-11,2037.1732246369136
2019-12,2064.139925867333
2020-01,2104.732920253899
2020-02,1982.4977749227353
2020-03,1549.4047087933368
2020-04,1649.6409128488908
2020-05,1699.8312031164646
2020-06,1712.063096232195
2020-07,1623.2392400257388
2020-08,1747.3814103771506
2020-09,1789.744592471435
2020-10,1824.7549220973622
2020-11,1870.5170255617543
2020-12,1928.8438206890476
2021-01,1997.8287553601344
2021-02,1986.0499326196073
2021-03,2071.603428601314
2021-04,2144.8096292887703
2021-05,2191.551213907587
2021-06,2326.3362717432083
2021-07,2330.0393056904636
2021-08,2417.73814382517
2021-09,2513.1499420363402
2021-10,2624.3763261408576
2021-11,2595.7193164881205
2021-12,2607.9846987770243
2022-01,2536.9483390267874
2022-02,2481.0695094588664
2022-03,2500.908030915459
2022-04,2563.8606249408167
2022-05,2354.802410758363
2022-06,2273.315182943913
2022-07,2371.766212898487
2022-08,2441.3791259511604
2022-09,2277.680205495621
2022-10,2144.262950410766
2022-11,2171.0838185417792
2022-12,2053.9553402525526
2023-01,2106.0620665574024
2023-02,2095.4846757756927
2023-03,2071.042661753719
2023-04,2053.0520495953774
2023-05,2126.1164623718264
2023-06,2075.8849839276195
2023-07,2220.783420572374
