Date,GOLDEN DRAGON
2000-12,100.0
2001-01,114.3191150998199
2001-02,109.50091232560567
2001-03,104.41957852796239
2001-04,102.96324099963117
2001-05,104.97972909372416
2001-06,101.94836879806208
2001-07,92.40018662709599
2001-08,83.56761167734571
2001-09,70.10818266758955
2001-10,74.93305587997384
2001-11,85.01462379343631
2001-12,94.05061350454214
2002-01,96.78793887180643
2002-02,92.89429470067883
2002-03,98.70922222636013
2002-04,97.72044651672834
2002-05,91.24647336749861
2002-06,80.68746256734258
2002-07,77.2350925289945
2002-08,73.83947083069744
2002-09,65.8078938903617
2002-10,69.35350032785139
2002-11,72.06160834854316
2002-12,64.00806601452317
2003-01,66.02806904849768
2003-02,62.08040197009905
2003-03,59.112358969302115
2003-04,57.18207167765115
2003-05,59.70539785238775
2003-06,63.93295853514791
2003-07,71.24107229829525
2003-08,80.22480954280782
2003-09,77.71972592322784
2003-10,83.54106050467045
2003-11,79.21511878130593
2003-12,79.0339094304059
2004-01,85.7439073996857
2004-02,89.29873902540348
2004-03,85.44795305557518
2004-04,81.09434366501564
2004-05,80.14189524785473
2004-06,79.50238655286566
2004-07,78.70410303825517
2004-08,82.20217134010132
2004-09,82.51967069294248
2004-10,79.88033554400582
2004-11,82.93136595956855
2004-12,83.59480538283859
2005-01,84.3062009630175
2005-02,87.15968487760938
2005-03,84.76715118766398
2005-04,86.33257207706501
2005-05,91.936020613834
2005-06,96.92478368044436
2005-07,100.47000298831593
2005-08,96.23656428579288
2005-09,100.86464424336083
2005-10,93.960199952988
2005-11,101.60391906412637
2005-12,105.82604480087825
2006-01,109.39707496051224
2006-02,112.10550441625617
2006-03,111.90287467404579
2006-04,115.45225427871348
2006-05,106.4619795260699
2006-06,106.84995428261826
2006-07,106.40866724337313
2006-08,109.33552896974976
2006-09,113.84233061185643
2006-10,116.30700313109766
2006-11,122.29928221527653
2006-12,131.63870072076176
2007-01,130.83388223734704
2007-02,127.79789071868959
2007-03,127.95327142141856
2007-04,127.14121007495045
2007-05,134.93289367227808
2007-06,145.58469325724943
2007-07,153.49840540781014
2007-08,157.14432596337457
2007-09,171.95013104677264
2007-10,188.91001829925088
2007-11,166.72229084708277
2007-12,163.39994876101733
2008-01,135.83748834964942
2008-02,143.59515512763545
2008-03,129.25711802824026
2008-04,144.49794906176308
2008-05,139.9595128535098
2008-06,122.12878641092593
2008-07,121.44437702945179
2008-08,121.7848426962185
2008-09,103.13621392646006
2008-10,90.14591122054372
2008-11,88.56373816169472
2008-12,86.71548927115292
2009-01,87.71913422105148
2009-02,87.07463947517817
2009-03,93.46579430824218
2009-04,106.97878044197599
2009-05,117.00348187154313
2009-06,117.07115155353765
2009-07,129.4472991078021
2009-08,120.45022896740427
2009-09,127.50915895067874
2009-10,129.26263418606794
2009-11,129.6896961584302
2009-12,140.0215429497018
2010-01,133.60912005793656
2010-02,137.04024150088154
2010-03,146.28401034894657
2010-04,149.00376154665608
2010-05,150.18923849297465
2010-06,151.44750339307868
2010-07,150.94546738414155
2010-08,152.25187427288944
2010-09,156.73048129293494
2010-10,158.86601088271377
2010-11,169.07601762776923
2010-12,169.58093774838406
2011-01,167.803278148439
2011-02,159.31597867012653
2011-03,160.20835431256126
2011-04,158.30833015670515
2011-05,163.59060504292552
2011-06,155.78791678473752
2011-07,157.51360205808342
2011-08,143.71726753507207
2011-09,131.31983876774007
2011-10,141.41912226022498
2011-11,134.09122891024685
2011-12,142.53757195657755
2012-01,155.45764176072473
2012-02,163.1465923117499
2012-03,155.68164380527935
2012-04,157.58107901781332
2012-05,153.87913601236448
2012-06,152.6743927122742
2012-07,160.00414579648478
2012-08,155.4537964392195
2012-09,163.05603331216332
2012-10,163.80318121994415
2012-11,169.1691991046437
2012-12,171.48616040737784
2013-01,172.28290138035854
2013-02,175.37231793955772
2013-03,173.51729503545383
2013-04,172.9118284651649
2013-05,174.3979393967057
2013-06,164.76323885977507
2013-07,166.33149877983448
2013-08,168.61746366742997
2013-09,171.95798792682294
2013-10,176.25817075793458
2013-11,179.74929705909537
2013-12,175.38704822141614
2014-01,169.3963608763313
2014-02,170.12277022502516
2014-03,169.5554709313444
2014-04,168.3745918536392
2014-05,178.74679567893108
2014-06,183.63856634440245
2014-07,197.6772205502692
2014-08,202.63772079538302
2014-09,196.95748391318287
2014-10,207.24421138259373
2014-11,211.02561222846344
2014-12,215.134938976306
2015-01,236.8207299310329
2015-02,244.1881718690405
2015-03,258.03363645206315
2015-04,276.03566751580996
2015-05,276.23388268159005
2015-06,259.9470154918927
2015-07,241.58356165390794
2015-08,212.0244683526155
2015-09,208.19513251713533
2015-10,227.25696278035537
2015-11,229.81430017786138
2015-12,221.84080747389905
2016-01,200.48536544630477
2016-02,199.08878056704486
2016-03,209.74296170330388
2016-04,206.00349513339077
2016-05,211.63341978091702
2016-06,216.0441564180408
2016-07,225.36147807136868
2016-08,236.64743400702696
2016-09,241.20828689235756
2016-10,244.94476599930437
2016-11,249.15366458823073
2016-12,240.82538666298532
2017-01,250.3729162371594
2017-02,263.55277027390144
2017-03,267.7547463657435
2017-04,269.8286278497508
2017-05,272.1722775576917
2017-06,274.75593316719284
2017-07,282.62281934288103
2017-08,288.9176113621339
2017-09,289.80886470321866
2017-10,305.3085093562943
2017-11,300.58366259006186
2017-12,304.15640629022147
2018-01,322.14151138766965
2018-02,312.3228539337191
2018-03,303.06678402137373
2018-04,307.1448502854427
2018-05,321.5771236235304
2018-06,307.29888071261973
2018-07,306.2976704734055
2018-08,300.52221326463865
2018-09,298.6265493089967
2018-10,270.98748946208093
2018-11,286.02686680149867
2018-12,272.21311474761217
2019-01,293.88399739723496
2019-02,308.5356831560897
2019-03,319.7387793101128
2019-04,327.9667394409855
2019-05,294.3615038731326
2019-06,308.89069983019556
2019-07,314.96879410949396
2019-08,303.98924407622184
2019-09,309.39891518943915
2019-10,317.62599333760005
2019-11,325.12296740395857
2019-12,343.14015842758886
2020-01,331.1387040524583
2020-02,334.0473647279806
2020-03,304.7196781304871
2020-04,329.6915837912169
2020-05,318.0113335419624
2020-06,344.1627893456921
2020-07,357.9948556499709
2020-08,369.36498454172084
2020-09,368.90110529759403
2020-10,385.19766957930386
2020-11,394.438741907541
2020-12,403.47520836862043
2021-01,433.0180509534375
2021-02,437.0353967417071
2021-03,432.3565954889682
2021-04,435.1182424457405
2021-05,429.8858628915318
2021-06,443.2447005271681
2021-07,399.72657983004717
2021-08,405.8866583583968
2021-09,393.1133404350185
2021-10,402.63449519095417
2021-11,398.4587508070736
2021-12,392.99588596412764
2022-01,389.82212363560257
2022-02,375.93577385342815
2022-03,359.17118935216666
2022-04,356.26143516533045
2022-05,358.20725198382564
2022-06,366.1272471206066
2022-07,354.318719373571
2022-08,356.8912753408357
2022-09,313.42253426050064
