Date,AC AMERICAS
2000-12,100.0
2001-01,104.94025660802531
2001-02,96.27576864612293
2001-03,93.63369955655972
2001-04,100.55471903239435
2001-05,105.87951460785953
2001-06,103.53765906218946
2001-07,99.10410189496461
2001-08,89.19732260689783
2001-09,81.89585924428991
2001-10,83.99701553465805
2001-11,90.98379441947836
2001-12,92.22951355549031
2002-01,94.06282916576812
2002-02,91.8707632262733
2002-03,94.47564115971583
2002-04,85.79482147448176
2002-05,82.0749972411092
2002-06,71.69597742221002
2002-07,66.82420379873595
2002-08,67.17327857758002
2002-09,59.1374045911161
2002-10,64.2417866863787
2002-11,67.74792197481922
2002-12,60.494748196331095
2003-01,57.79714285213571
2003-02,56.771521384664595
2003-03,56.55620419590503
2003-04,59.915491548642734
2003-05,59.92833463062121
2003-06,62.15961881450194
2003-07,64.55510852933793
2003-08,67.50266549959832
2003-09,62.9960285607103
2003-10,66.72691251011135
2003-11,65.38963973229573
2003-12,65.39977707143674
2004-01,67.55140645523822
2004-02,68.39398567116861
2004-03,68.095160398774
2004-04,68.39581355964359
2004-05,68.02333787682751
2004-06,69.62115073625095
2004-07,68.11748211934906
2004-08,67.81840667650486
2004-09,67.33417015233162
2004-10,66.89856609047679
2004-11,66.67552539010549
2004-12,67.44664238950746
2005-01,68.52347565559974
2005-02,68.94501071814577
2005-03,69.27987658434212
2005-04,68.30917883555023
2005-05,73.73023953436889
2005-06,75.64669096121393
2005-07,78.3205645476492
2005-08,76.98976252172652
2005-09,79.68001019310141
2005-10,78.51640255632601
2005-11,83.07660150309991
2005-12,83.28322267144918
2006-01,83.68601188841005
2006-02,85.18406188978683
2006-03,84.89111293149539
2006-04,82.9407304823684
2006-05,78.63036324415839
2006-06,79.04135302775394
2006-07,79.49444386913304
2006-08,81.16717194660107
2006-09,83.72351607291358
2006-10,86.08660222899351
2006-11,84.61880348031323
2006-12,86.10531046607892
2007-01,88.81392164859673
2007-02,85.83366936816147
2007-03,86.32962617790655
2007-04,87.92306827775265
2007-05,92.76136610220654
2007-06,91.09661732785969
2007-07,87.41215808494904
2007-08,88.8002422720524
2007-09,88.97379290153602
2007-10,89.79338488291073
2007-11,84.17287603996729
2007-12,84.26991250648845
2008-01,78.11130983577185
2008-02,74.74889363757048
2008-03,70.89544003452406
2008-04,76.01266388941922
2008-05,78.01953638863121
2008-06,70.96938037630959
2008-07,70.12604899818625
2008-08,74.6793891980181
2008-09,70.30835540524457
2008-10,63.39949819820504
2008-11,58.7293850188928
2008-12,54.14219308881332
2009-01,54.292196649708195
2009-02,49.30080618550471
2009-03,51.25126227173697
2009-04,56.61039714935654
2009-05,56.90929747288578
2009-06,57.17017424511834
2009-07,61.05812346803282
2009-08,62.08112306529834
2009-09,63.72114358073577
2009-10,61.837963935269165
2009-11,64.51091845315511
2009-12,68.92657511186505
2010-01,68.1557385208332
2010-02,71.71652450754517
2010-03,76.82034087904597
2010-04,79.30166163817042
2010-05,79.01943020801906
2010-06,75.01616119243221
2010-07,75.65425296247344
2010-08,74.3412242800628
2010-09,75.45247194818542
2010-10,76.91683368784312
2010-11,82.04402143793857
2010-12,84.95206319945245
2011-01,84.57591550733959
2011-02,86.94662171491993
2011-03,84.85719255415056
2011-04,83.35219846254073
2011-05,84.79659602128206
2011-06,82.59884640564715
2011-07,81.60148743610495
2011-08,77.04264970216526
2011-09,75.64186320537259
2011-10,80.95269063266845
2011-11,83.13148416222496
2011-12,86.62132412986665
2012-01,90.37549282959827
2012-02,92.25219602735362
2012-03,94.75405187038362
2012-04,94.65124842668897
2012-05,94.26470562609798
2012-06,95.34781020899236
2012-07,99.6133400131003
2012-08,99.54571594519926
2012-09,100.1308279464552
2012-10,97.76634910522372
2012-11,97.76238482988792
2012-12,97.60616220576476
2013-01,99.44197775575086
2013-02,104.07241024615196
2013-03,109.43410574501291
2013-04,108.27048600106617
2013-05,111.70057338205714
2013-06,109.11532074145627
2013-07,112.14725638240688
2013-08,109.87550645182293
2013-09,110.79850726278919
2013-10,115.10796849001494
2013-11,117.48960652904013
2013-12,118.8361305172772
2014-01,116.93613373245981
2014-02,119.33236472983128
2014-03,120.75400661390327
2014-04,120.99423628208879
2014-05,125.55256477769304
2014-06,128.1728867087466
2014-07,129.51303977418036
2014-08,136.79473041035902
2014-09,139.18093584095828
2014-10,143.0456158755346
2014-11,146.87500043130458
2014-12,150.19494798993853
2015-01,155.75551448720634
2015-02,165.69232930034858
2015-03,169.9932388547814
2015-04,165.35494550998902
2015-05,170.13553797297754
2015-06,164.190326422129
2015-07,167.81042180880678
