Date,AC AMERICAS
2015-08,155.12003643011676
2015-09,151.1575574681868
2015-10,164.88792104067284
2015-11,172.5667146215103
2015-12,164.32654109324034
2016-01,156.3987910685852
2016-02,155.7451358562358
2016-03,159.24571072450433
2016-04,159.90217002432442
2016-05,166.4045041171953
2016-06,167.52110841940433
2016-07,172.71945006467038
2016-08,173.599583921093
2016-09,172.21812087976164
2016-10,173.76598236653436
2016-11,185.08290218812832
2016-12,189.4853096640143
2017-01,189.1265009663368
2017-02,199.16910789537025
2017-03,198.1223613262223
2017-04,196.23623207824355
2017-05,192.1511610830864
2017-06,190.8080972836571
2017-07,188.74037858580604
2017-08,187.84114809044414
2017-09,192.8442956399811
2017-10,199.53541311175152
2017-11,200.18904701980156
2017-12,201.32497214560414
2018-01,204.97939379002705
2018-02,201.16761908780737
2018-03,194.78297953626068
2018-04,199.13135809351664
2018-05,210.05780105127496
2018-06,211.13940856388484
2018-07,218.30834868157842
2018-08,225.53797863162484
2018-09,227.00709766337002
2018-10,216.8951603517636
2018-11,220.7396855927441
2018-12,199.3230923178803
2019-01,215.63478386467716
2019-02,223.95937721349887
2019-03,230.6859069412953
2019-04,240.01613669668845
2019-05,226.5026134996657
2019-06,236.95681451752796
2019-07,245.67953482195108
2019-08,243.60598879740255
2019-09,250.45668807212746
2019-10,249.8187420768284
2019-11,261.4948243467989
2019-12,264.6442810431122
2020-01,268.05078783627914
2020-02,248.11466442526506
2020-03,214.528277777388
2020-04,242.78434009421093
2020-05,251.1803751030396
2020-06,254.60229559495747
2020-07,256.2929957792731
2020-08,271.4878422080226
2020-09,266.260007718121
2020-10,260.96487698320226
2020-11,284.02869065143443
2020-12,289.2979466912503
2021-01,288.2657622677085
2021-02,296.0638295947034
2021-03,317.3595648980148
2021-04,326.40062544665017
2021-05,323.8769688488464
2021-06,342.6497284290391
2021-07,349.9349926412729
2021-08,361.2092771773771
2021-09,350.4705799249588
2021-10,374.88760556543497
2021-11,380.62762161897285
2021-12,391.72582541872964
2022-01,376.2526447125951
2022-02,365.2969928071611
2022-03,382.40518718999897
2022-04,366.7782386460064
2022-05,360.9745944060422
2022-06,338.23151376696603
2022-07,378.01996300279075
2022-08,368.4469653992955
2022-09,343.44063471843054
2022-10,367.20053388858946
2022-11,371.27805006013807
2022-12,337.2603794232319
2023-01,353.6767498540262
2023-02,352.8239847480664
2023-03,355.7659689759787
2023-04,354.8071928145175
2023-05,368.50231812783966
2023-06,384.22087602363763
2023-07,393.2429041752157
