Date,ACWI
2000-12,100.0
2001-01,103.49549102385494
2001-02,95.8338316294953
2001-03,92.94632223703034
2001-04,99.38914021389755
2001-05,102.73562333305712
2001-06,99.68205507781474
2001-07,94.90610405066396
2001-08,87.18470138765377
2001-09,78.99385138520836
2001-10,81.55586985347885
2001-11,87.06490136809815
2001-12,88.35037462001844
2002-01,88.85507158398917
2002-02,87.75838965985481
2002-03,90.91189681728734
2002-04,85.19525613493376
2002-05,82.23639572431257
2002-06,73.01761830006708
2002-07,67.36927862274973
2002-08,67.49837339402127
2002-09,59.61350769304715
2002-10,63.853718207023874
2002-11,67.02231354871174
2002-12,60.483290813546894
2003-01,57.38489687466073
2003-02,56.13093572630065
2003-03,55.202227954778785
2003-04,58.7594225503994
2003-05,58.960588856999706
2003-06,61.51807229411769
2003-07,64.13754677475083
2003-08,67.290281187973
2003-09,63.824404562437834
2003-10,67.79720012215908
2003-11,66.73479971938168
2003-12,67.42182450315937
2004-01,69.61238062348875
2004-02,70.86094577896654
2004-03,71.23574866361871
2004-04,71.31220609819768
2004-05,70.547663496793
2004-06,72.20946800079001
2004-07,70.6358922315062
2004-08,70.40262430409781
2004-09,70.31940731987768
2004-10,70.33641538303188
2004-11,70.98920746855913
2004-12,72.09706488122151
2005-01,73.58346390881007
2005-02,74.7679646120666
2005-03,74.678808833169
2005-04,73.52353734015826
2005-05,78.30555120423276
2005-06,80.67121852507184
2005-07,83.37932410372828
2005-08,82.97411215955702
2005-09,87.1861763999446
2005-10,85.39732994625837
2005-11,89.91828613638735
2005-12,92.08280356113141
2006-01,93.8508331254284
2006-02,95.44616707668452
2006-03,96.01248563566341
2006-04,95.30965232423668
2006-05,89.78465578354361
2006-06,90.15304792271336
2006-07,90.94615751967315
2006-08,93.0192210643454
2006-09,95.09122271871115
2006-10,97.91611520267746
2006-11,96.94724650393222
2006-12,99.6291176169909
2007-01,102.10705072910889
2007-02,99.91626353109038
2007-03,101.13922765283803
2007-04,103.0281817382199
2007-05,107.59725955625497
2007-06,106.89179681912914
2007-07,103.85222342089524
2007-08,103.99032656681247
2007-09,105.03457535637038
2007-10,107.27655375048914
2007-11,101.05953517899839
2007-12,100.3372991026203
2008-01,90.9649612688898
2008-02,88.968733462082
2008-03,83.98723986051162
2008-04,90.24732767186207
2008-05,91.8259937770253
2008-06,83.13588163659001
2008-07,81.7708896541634
2008-08,84.79052089702355
2008-09,77.76441769023393
2008-10,69.07228719406073
2008-11,64.49134773055872
2008-12,61.004218775917835
2009-01,60.51826049710036
2009-02,55.08442409493531
2009-03,57.03309945320354
2009-04,63.89050458784852
2009-05,65.7720286419881
2009-06,66.00054978602692
2009-07,71.04555722288941
2009-08,72.69918692797654
2009-09,74.64791961029829
