Date,ACWI
2009-10,72.8097353617227
2009-11,74.49632966172156
2009-12,79.56854152336092
2010-01,78.58420346391621
2010-02,81.05751038822349
2010-03,87.0113857049182
2010-04,88.69547473847301
2010-05,86.9993360023144
2010-06,84.46740855848613
2010-07,85.87842428560558
2010-08,84.95317344064354
2010-09,86.65438509158507
2010-10,88.19047370204994
2010-11,92.0674336085571
2010-12,95.87775407810574
2011-01,95.29055362934189
2011-02,97.34171767634521
2011-03,94.64692067084887
2011-04,94.23597930533704
2011-05,95.1613546589285
2011-06,92.87043135356633
2011-07,92.17548056435
2011-08,85.27583043366928
2011-09,82.87095778270961
2011-10,88.2574659563704
2011-11,88.70914260564358
2011-12,91.80363969403138
2012-01,96.33254246673025
2012-02,99.01240104172734
2012-03,100.11905339452137
2012-04,99.58386715153074
2012-05,97.04121583966815
2012-06,99.2182553420618
2012-07,103.63879288613973
2012-08,103.46058388472396
2012-09,104.56255652158434
2012-10,103.11969351708935
2012-11,104.05313741695245
2012-12,104.97339216631468
2013-01,106.65424788080128
2013-02,110.71986360127819
2013-03,114.7856104199864
2013-04,114.99314868710194
2013-05,116.66028066280597
2013-06,112.91485627326104
2013-07,115.82544201248795
2013-08,114.20762154392618
2013-09,116.99698433863982
2013-10,121.17530873750763
2013-11,122.70658146189173
2013-12,123.33816950438296
2014-01,120.98576775007555
2014-02,123.83687180672312
2014-03,124.64903361909897
2014-04,125.08206223999093
2014-05,129.8020445584824
2014-06,131.80181241525216
2014-07,133.23449979093022
2014-08,138.32816807793753
2014-09,139.558195660306
2014-10,141.70203223980207
2014-11,144.79480805073092
2014-12,146.2952266153312
2015-01,154.42201575608715
2015-02,164.0072165567536
2015-03,168.62915881824003
2015-04,166.31388178101864
2015-05,169.76319823775484
2015-06,163.11076912070132
2015-07,165.91967547709447
2015-08,152.387266278241
2015-09,147.42564113470962
2015-10,160.66548299910755
2015-11,166.65611039355767
2015-12,159.1087039442188
2016-01,150.0999903422811
2016-02,148.44944479881931
2016-03,152.0349840704984
2016-04,153.4979271557089
2016-05,158.1234949190163
2016-06,157.4910100880028
2016-07,163.20589530532817
2016-08,164.41636312727928
2016-09,163.9446449379769
2016-10,165.21977568012863
2016-11,172.03084082253196
2016-12,176.75507597765576
2017-01,177.22777406831088
2017-02,185.30276905738134
2017-03,186.35083983429627
2017-04,185.88341435233647
2017-05,183.98195249108443
2017-06,182.21780362891988
2017-07,181.2015536509335
2017-08,180.38110648065572
2017-09,184.90811479411582
2017-10,191.54267749609465
2017-11,190.76377682496408
2017-12,192.47517384483228
2018-01,195.99713572073858
2018-02,191.78369980765936
2018-03,186.12168965397896
2018-04,191.2660753863115
2018-05,198.21483956938712
2018-06,197.09921582137392
2018-07,202.6092512581786
2018-08,205.35059012265324
2018-09,206.5994527410597
2018-10,195.91591136026128
2018-11,198.92171377044653
2018-12,183.1476339108399
2019-01,196.86836610955328
2019-02,203.6872718326545
2019-03,209.16022481476045
2019-04,216.63746182550932
2019-05,204.94799400239145
2019-06,213.6795571379115
2019-07,219.1946272429396
2019-08,216.35581408032596
2019-09,223.1473482209702
2019-10,224.0248924185229
2019-11,232.20987625290246
2019-12,236.125545229549
2020-01,236.5305818221451
2020-02,219.35596276327584
2020-03,189.9496905668201
2020-04,210.67246384276257
2020-05,216.46521572576557
2020-06,221.23382167281628
2020-07,221.24318903702704
2020-08,232.14394919571666
2020-09,229.12274926762638
2020-10,225.050040288064
2020-11,246.16523882273918
2020-12,251.8365509981748
2021-01,252.4760898832063
2021-02,258.5584129012333
2021-03,274.1603104419146
2021-04,279.37274680784975
2021-05,279.34624876751474
2021-06,291.7985561203355
2021-07,293.8335438979998
2021-08,302.5530335688539
2021-09,295.43552642882065
2021-10,310.97174334864263
2021-11,312.01701126349866
2021-12,321.1876440359528
2022-01,309.82699267881566
2022-02,301.23383372415384
2022-03,310.67638524955265
2022-04,301.4414830006191
2022-05,297.20218705786
2022-06,278.8653208845893
2022-07,305.8880070211575
2022-08,298.75807989791195
2022-09,277.3006228935666
2022-10,291.4466376823094
2022-11,301.45536785853915
2022-12,279.39024266731695
2023-01,294.2330353998513
2023-02,292.6859341851697
2023-03,294.50380955583955
2023-04,293.98764654183867
2023-05,301.1782477532072
2023-06,311.39201861967433
2023-07,319.409972383105
