Date,ACFM AMERICA INDEX
2009-05,1000.0
2009-06,1004.6457537815622
2009-07,1072.9567656123056
2009-08,1090.9618524371426
2009-09,1119.7769418161977
2009-10,1086.720084766967
2009-11,1133.6460478118065
2009-12,1211.2521494040686
2010-01,1197.715946928868
2010-02,1260.2489602576002
2010-03,1349.9649544878805
2010-04,1393.562926123261
2010-05,1388.5980176075627
2010-06,1318.3068237063305
2010-07,1329.5532849534695
2010-08,1306.528689080954
2010-09,1326.0855080947922
2010-10,1351.886455157185
2010-11,1442.0275507769588
2010-12,1493.1258868104453
2011-01,1486.5026270884143
2011-02,1528.089937064716
2011-03,1491.3456730929763
2011-04,1464.8460367760154
2011-05,1490.2622338791098
2011-06,1451.6951685043814
2011-07,1434.1527221189608
2011-08,1353.9733797316735
2011-09,1329.2613453577803
2011-10,1422.5272776641093
2011-11,1460.8170037372324
2011-12,1522.1109635535565
2012-01,1588.1326701417347
2012-02,1620.9500611128412
2012-03,1664.8975324738183
2012-04,1662.9099574903635
2012-05,1656.0808011935303
2012-06,1675.083149676211
2012-07,1750.0113594088293
2012-08,1748.8156998169686
2012-09,1759.0931082509437
2012-10,1717.5349233467768
2012-11,1717.4811014257962
2012-12,1714.792976375644
2013-01,1747.088910989427
2013-02,1828.3442179261842
2013-03,1922.5668649923932
2013-04,1902.1371302924147
2013-05,1962.3775679981493
2013-06,1916.9539550275617
2013-07,1970.236357848644
2013-08,1930.3908759149333
2013-09,1946.6507651203005
2013-10,2022.383736614886
2013-11,2064.334979605645
2013-12,2087.912246524772
2014-01,2054.3833681185024
2014-02,2096.562089713524
2014-03,2121.63920159552
2014-04,2125.870082626501
2014-05,2205.9737388248786
2014-06,2252.0882186527097
2014-07,2275.7047869727835
2014-08,2403.483778394379
2014-09,2445.536518769457
2014-10,2513.4550870340922
2014-11,2580.706013415237
2014-12,2638.9431274557846
2015-01,2736.6232164496114
2015-02,2911.3559428950925
2015-03,2987.068549027079
2015-04,2905.529858738021
2015-05,2989.4098513117124
2015-06,2884.9104810626914
2015-07,2948.346014241886
2015-08,2725.4483296580597
2015-09,2655.6355987480447
2015-10,2897.2706016937295
2015-11,3032.0279952124206
2015-12,2887.2189645929616
2016-01,2748.064421530775
2016-02,2736.712586768666
2016-03,2798.0366300588566
2016-04,2809.622267264886
2016-05,2923.8581803672655
2016-06,2943.529244072008
2016-07,3034.7863349401523
2016-08,3050.202676587164
2016-09,3026.0345317730435
2016-10,3053.248323231346
2016-11,3251.8291592032224
2016-12,3329.0743256839487
2017-01,3323.1257419719545
2017-02,3499.5130236877426
2017-03,3481.456183519619
2017-04,3448.364652366388
2017-05,3376.7213123746933
2017-06,3352.987507986047
2017-07,3316.3711025594775
2017-08,3300.884108163179
2017-09,3389.072050756989
2017-10,3506.7965342495554
2017-11,3518.0001702439777
2017-12,3538.175163268407
2018-01,3602.2565169867457
2018-02,3535.216526212787
2018-03,3423.004760828142
2018-04,3499.214474750594
2018-05,3690.267251765131
2018-06,3708.466774061704
2018-07,3834.6763968311993
2018-08,3960.819171454098
2018-09,3986.7140875817104
2018-10,3809.25744747413
2018-11,3876.879360129985
2018-12,3500.8512307590995
2019-01,3787.641484189504
2019-02,3933.424315945893
2019-03,4051.2679536372357
2019-04,4214.808211367691
2019-05,3977.9698269239316
2019-06,4161.572548195467
2019-07,4314.76600430428
2019-08,4278.3491904187995
2019-09,4398.665131092152
2019-10,4387.461154761387
2019-11,4592.52326088447
2019-12,4647.835839911978
2020-01,4707.662881326886
2020-02,4357.533158011517
2020-03,3767.669621267589
2020-04,4263.918920943639
2020-05,4411.3749410525015
2020-06,4471.4726867546815
2020-07,4501.165740691971
2020-08,4768.026416974621
2020-09,4676.212165740779
2020-10,4583.2160189517035
2020-11,4988.276046509218
2020-12,5080.817766946165
2021-01,5062.689947451153
2021-02,5199.644113479585
2021-03,5573.652126763975
2021-04,5732.436458256544
2021-05,5688.114542299508
2021-06,6017.812597541658
2021-07,6145.760618845515
2021-08,6343.766120909376
2021-09,6155.166912315019
2021-10,6583.992830746134
2021-11,6684.802310664415
2021-12,6879.715381054
2022-01,6607.9664373022515
2022-02,6415.5569456821395
2022-03,6716.020944735197
2022-04,6441.571441330294
2022-05,6339.644486422056
2022-06,5940.21735772062
2022-07,6639.005102703701
2022-08,6470.878585170272
2022-09,6031.702950975173
2022-10,6448.988034486084
2022-11,6520.59973047757
2022-12,5923.161735016869
2023-01,6211.475521918942
2023-02,6196.498768191697
2023-03,6248.16759580078
2023-04,6231.329014637687
2023-05,6471.850721785306
2023-06,6747.9091215809185
2023-07,6906.359195114786
