Date,EURO
2017-07,1824.3220960393126
2017-08,1812.8894662551766
2017-09,1895.0132969177444
2017-10,1939.2672852539397
2017-11,1895.9538939661409
2017-12,1873.865476092282
2018-01,1935.9900198300159
2018-02,1859.5235127208957
2018-03,1821.8561205938538
2018-04,1916.039108173031
2018-05,1878.5948857564981
2018-06,1865.0573066375857
2018-07,1928.3008714314828
2018-08,1866.2207999593898
2018-09,1866.7849256919424
2018-10,1752.5837475606868
2018-11,1746.6121520008194
2018-12,1646.305010104503
2019-01,1744.452433626245
2019-02,1814.4968089262984
2019-03,1840.365147716962
2019-04,1937.6207623185878
2019-05,1824.4641745802267
2019-06,1920.7544115911553
2019-07,1920.4063584183846
2019-08,1893.9121374709514
2019-09,1966.402579127028
2019-10,1986.7277334914602
2019-11,2037.5624223431034
2019-12,2060.4426575539815
2020-01,2021.206810281017
2020-02,1855.4763159403137
2020-03,1538.1292237221319
2020-04,1629.0601575726653
2020-05,1707.9946724189215
2020-06,1797.1124667986182
2020-07,1770.1353404315173
2020-08,1828.6780095263985
2020-09,1793.8117090244466
2020-10,1686.825269517924
2020-11,1982.491542820339
2020-12,2015.289027799675
2021-01,1984.6242952169605
2021-02,2066.9406948316846
2021-03,2216.593283003177
2021-04,2263.607398937863
2021-05,2323.1613413063224
2021-06,2344.814307544875
2021-07,2371.3180360156275
2021-08,2428.853304134407
2021-09,2350.9874958212977
2021-10,2458.8433785878797
2021-11,2366.0894119573113
2021-12,2490.4965361833392
2022-01,2415.526952087004
2022-02,2279.2087562447464
2022-03,2261.6657412338973
2022-04,2211.722740793741
2022-05,2229.762883915281
2022-06,2026.5292579269567
2022-07,2177.963595799098
2022-08,2069.7662401057732
2022-09,1946.0024768115884
2022-10,2099.635429378506
2022-11,2288.194533177721
2022-12,2196.6744245660775
2023-01,2413.9363921236754
2023-02,2455.667484686486
2023-03,2494.689210708239
2023-04,2534.612230724322
2023-05,2477.900641602139
2023-06,2577.476484468148
2023-07,2619.1241296484327
