Date,EURO
1998-12,1000.0
1999-01,1033.596420426071
1999-02,1016.7052533579437
1999-03,1038.0002365428982
1999-04,1087.652669540498
1999-05,1051.3388456119765
1999-06,1094.4786135056975
1999-07,1050.3066424249357
1999-08,1088.5351862623986
1999-09,1074.8313311362538
1999-10,1140.242297277993
1999-11,1242.7643625091778
1999-12,1426.5543598628358
2000-01,1370.5596558401896
2000-02,1527.4858441966564
2000-03,1530.803931044011
2000-04,1530.1268284413586
2000-05,1498.9771749963832
2000-06,1491.6313405457574
2000-07,1495.042474134531
2000-08,1519.696724392558
2000-09,1452.5040174788303
2000-10,1497.7996096852323
2000-11,1402.7025293345462
2000-12,1391.0565198281208
2001-01,1410.553437869787
2001-02,1272.494565426764
2001-03,1226.2592955033294
2001-04,1330.4531231421995
2001-05,1296.2137814910236
2001-06,1248.9792332527866
2001-07,1211.5562549242195
2001-08,1116.4568741477974
2001-09,975.6953498029136
2001-10,1028.873429551842
2001-11,1085.5742965181182
2001-12,1123.7787614082188
2002-01,1092.2482438409231
2002-02,1080.4097290409331
2002-03,1132.3097476288956
2002-04,1075.1015266151342
2002-05,1032.3653317034803
2002-06,947.1286830329747
2002-07,816.2510504150829
2002-08,824.1076717505224
2002-09,676.1498054055738
2002-10,767.2902834996681
2002-11,813.3761932444568
2002-12,731.8832517379215
2003-01,690.1158286482785
2003-02,658.8447642147516
2003-03,629.2832132735542
2003-04,717.6768381384353
2003-05,727.1325669201389
2003-06,754.8211631640318
2003-07,787.1341186806908
2003-08,805.1842202026804
2003-09,757.2782467322535
2003-10,814.5837465467857
2003-11,830.3861123548699
2003-12,862.4085195685179
2004-01,888.6805401491704
2004-02,903.5801447777218
2004-03,875.3769208159881
2004-04,882.1273302009812
2004-05,877.844311015285
2004-06,901.3237613912632
2004-07,874.1684554754895
2004-08,863.1703994748101
2004-09,882.6231386937841
2004-10,906.9045979804613
2004-11,931.4795073672632
2004-12,956.5901152475286
2005-01,973.2928602631199
2005-02,999.2056518564444
2005-03,996.8417156048079
2005-04,962.7383506746621
2005-05,1016.7028367047432
2005-06,1053.9397480716934
2005-07,1100.073803558759
2005-08,1087.2445610035466
2005-09,1137.8316247595506
2005-10,1102.4156289439672
2005-11,1147.2146284993212
2005-12,1191.9359654768743
2006-01,1237.739386295365
2006-02,1269.8216732933975
2006-03,1305.3480210089974
2006-04,1306.0736648773407
2006-05,1245.0551500779252
2006-06,1252.3105320865336
2006-07,1265.8670558507033
2006-08,1310.0128153135927
2006-09,1344.2120848936413
2006-10,1383.5806282175524
2006-11,1386.6346580637423
2006-12,1439.37830048267
2007-01,1469.1085219792662
2007-02,1443.7156610307347
2007-03,1484.1853739849973
2007-04,1558.4017072078846
2007-05,1623.8399999549392
2007-06,1615.102717039495
2007-07,1558.870310292524
2007-08,1553.837948904853
2007-09,1581.9121278993096
2007-10,1631.2049565387158
2007-11,1582.1272099069456
2007-12,1578.1620686050724
2008-01,1372.3491384773934
2008-02,1352.2362129151884
2008-03,1315.2299384261876
2008-04,1394.8807079959665
2008-05,1406.8523263968118
2008-06,1242.3484066043166
2008-07,1234.4290904111538
2008-08,1242.3379372863164
2008-09,1109.9257558466456
2008-10,940.607589543176
2008-11,877.3571352854841
2008-12,882.4263588930178
2009-01,815.0980587141779
2009-02,725.7828962973718
2009-03,757.6189217721475
2009-04,875.0610839026236
2009-05,913.9210382396517
2009-06,901.147791563366
2009-07,988.9133070478598
2009-08,1041.7609825891527
2009-09,1083.662521377369
2009-10,1039.0608437261567
2009-11,1058.0047385811417
2009-12,1119.5176553156034
2010-01,1059.5129953614958
2010-02,1038.7466524852425
2010-03,1117.836573364663
2010-04,1086.7350512162323
2010-05,1026.3025960502869
2010-06,1015.5993314454369
2010-07,1079.2075574404334
2010-08,1038.9813601185886
2010-09,1091.4170294484086
2010-10,1132.3255976356795
2010-11,1072.6102021382053
2010-12,1127.1646291940435
2011-01,1183.3873590670362
2011-02,1205.4721020931506
2011-03,1169.8661499885025
2011-04,1216.0973650967956
2011-05,1184.3582566911823
2011-06,1177.4316435245555
2011-07,1113.2523923249769
2011-08,965.4137176384934
2011-09,914.8768325288011
2011-10,998.0660588680088
2011-11,976.4378409122875
2011-12,972.3732581910979
2012-01,1021.5772370526951
2012-02,1064.1296841696544
2012-03,1060.5040009738932
2012-04,1003.5628822815294
2012-05,937.2885964539564
2012-06,998.9480921624476
2012-07,1030.075843162605
2012-08,1075.1160670054926
2012-09,1086.3301604762032
2012-10,1106.288140562621
2012-11,1137.1595811288687
2012-12,1164.2959291221669
2013-01,1198.1967496649575
2013-02,1181.454531373611
2013-03,1183.4653931296355
2013-04,1220.547329314131
2013-05,1261.646635713699
2013-06,1189.1316173923794
2013-07,1263.6182283010098
2013-08,1244.3891205005436
2013-09,1324.0282306220186
2013-10,1399.1074292418643
2013-11,1418.3523112092062
2013-12,1428.948449220669
2014-01,1390.885303719663
2014-02,1452.9310279868707
2014-03,1457.9425170375162
2014-04,1477.8849445221292
2014-05,1516.8487723921323
2014-06,1509.3140563866127
2014-07,1460.0547785616823
2014-08,1485.9158958583089
2014-09,1505.9175738238573
2014-10,1465.2485854923805
2014-11,1533.825318641079
2014-12,1492.141543512614
2015-01,1599.751282808276
2015-02,1717.3040610375845
2015-03,1768.5972698323108
2015-04,1739.2817890588187
2015-05,1742.5299179263754
2015-06,1672.6672223475703
2015-07,1753.4196116842718
2015-08,1599.2535064446934
2015-09,1520.3486100283408
2015-10,1674.195455120725
2015-11,1721.4586806909447
2015-12,1615.3395898201384
2016-01,1513.8964934362652
2016-02,1465.8718641593216
2016-03,1501.3487796094794
2016-04,1518.6761118487166
2016-05,1557.1116228090882
2016-06,1462.7831677297513
2016-07,1533.223318589081
2016-08,1555.1549007762876
2016-09,1552.2628343164079
2016-10,1577.5095152655417
2016-11,1572.5896936203937
2016-12,1686.7527195103532
2017-01,1665.515790666017
2017-02,1709.7270256447187
2017-03,1804.0984230243657
2017-04,1843.0773304200293
2017-05,1867.1427422415513
2017-06,1818.8550231214085
