Date,WORLD ex ISRAEL
2010-05,1021.6382167572737
2010-06,988.258615964798
2010-07,1004.8299551025173
2010-08,991.3224718123145
2010-09,1008.9240157593474
2010-10,1028.0908697800614
2010-11,1073.9959739615604
2010-12,1118.7718232541877
2011-01,1119.673961401231
2011-02,1150.5460076830789
2011-03,1108.6373247417287
2011-04,1105.7488193791899
2011-05,1117.3017023647542
2011-06,1090.443570432647
2011-07,1080.256229873209
2011-08,1002.3796796420403
2011-09,982.9059814274966
2011-10,1043.2099105587586
2011-11,1054.670179102793
2011-12,1093.065735118366
2012-01,1138.2388583533889
2012-02,1168.500438570804
2012-03,1188.8369660476678
2012-04,1182.495812501051
2012-05,1156.6505618844333
2012-06,1184.6003610754833
2012-07,1236.2798138423732
2012-08,1238.6492903269186
2012-09,1246.9135666196696
2012-10,1229.551994495008
2012-11,1240.6932987507241
2012-12,1247.2097696277597
2013-01,1273.2100547012994
2013-02,1324.0742924081328
2013-03,1379.5735664083973
2013-04,1386.138744994434
2013-05,1410.6724254119006
2013-06,1371.810721119549
2013-07,1413.6923721374021
2013-08,1393.327045622024
2013-09,1425.159712580834
2013-10,1474.6705567470806
2013-11,1498.4994631948557
2013-12,1512.0619911233807
2014-01,1487.5811546546263
2014-02,1525.11722392362
2014-03,1530.3472091752408
2014-04,1536.871705598204
2014-05,1592.410641992129
2014-06,1615.4009506393427
2014-07,1626.5382316883642
2014-08,1688.8088412428704
2014-09,1712.9664455075138
2014-10,1738.3566481770258
2014-11,1782.0605984477502
2014-12,1806.3037327623222
2015-01,1901.7965087968225
2015-02,2025.6722571695911
2015-03,2081.9100173485945
2015-04,2042.37306001642
2015-05,2094.6554475354624
2015-06,2013.096051620765
2015-07,2066.0388100615037
2015-08,1902.440843396343
2015-09,1839.5206364891865
2015-10,2006.1742244842621
2015-11,2087.879950238402
2015-12,1994.0168919297903
2016-01,1882.1878198634954
2016-02,1860.5356450496186
2016-03,1894.7365006508244
2016-04,1914.9253813587745
2016-05,1981.485356024761
2016-06,1963.359022858599
2016-07,2032.8634406439799
2016-08,2042.9866498525162
2016-09,2035.7220813615902
2016-10,2046.8627126679933
2016-11,2145.9055810736086
2016-12,2210.0017454844865
2017-01,2209.075795110679
2017-02,2308.960544379921
2017-03,2318.4256239532183
2017-04,2310.891210302735
2017-05,2285.3204246276855
2017-06,2261.4996467466763
2017-07,2240.3452684596195
2017-08,2225.6053592936314
2017-09,2288.3835615022654
2017-10,2366.357644578977
2017-11,2362.215110443627
2017-12,2377.0335752700967
2018-01,2412.283484896673
2018-02,2361.823031096432
2018-03,2291.3161417537312
2018-04,2359.1867782076943
2018-05,2456.8747577616055
2018-06,2455.065612852419
2018-07,2526.2921132432884
2018-08,2571.858585745028
2018-09,2590.761760946792
2018-10,2460.736793014163
2018-11,2490.3009683871305
2018-12,2279.2572805942355
2019-01,2447.2066046227224
2019-02,2540.3473512690425
2019-03,2610.1575738136753
2019-04,2707.9249401933703
2019-05,2566.4361329070193
2019-06,2676.9435989613376
2019-07,2751.50580461153
2019-08,2725.1912952401417
2019-09,2811.465873863779
2019-10,2817.1744366316734
2019-11,2929.776044574585
2019-12,2964.322979488759
2020-01,2983.9971654247042
2020-02,2755.911847252673
2020-03,2393.9706828568787
2020-04,2660.2450798929817
2020-05,2745.7994460614404
2020-06,2791.4870946826354
2020-07,2778.1363461021974
2020-08,2930.7412497432015
2020-09,2886.161874396666
2020-10,2816.2060841728467
2020-11,3093.2022777993498
2020-12,3152.0219013511055
2021-01,3142.7547612353383
2021-02,3226.3738097819523
2021-03,3443.249047968029
2021-04,3518.085272334014
2021-05,3513.9904546549537
2021-06,3676.9019692751194
2021-07,3742.873839181206
2021-08,3853.5387531474903
2021-09,3761.953058917729
2021-10,3980.9076728138434
2021-11,4003.1818774790286
2021-12,4131.688875957361
2022-01,3969.896783941611
2022-02,3861.58910511352
2022-03,4005.396585218573
2022-04,3873.5060294044683
2022-05,3817.8658631106164
2022-06,3573.174498152565
2022-07,3954.597097124398
2022-08,3841.632767018326
2022-09,3576.888512655692
2022-10,3799.8840579786397
2022-11,3901.8702920830915
2022-12,3604.6214327688695
2023-01,3793.0573300675483
2023-02,3791.2217838936904
2023-03,3815.1612727084494
2023-04,3820.59060151729
2023-05,3917.1330840082546
2023-06,4059.504975332888
2023-07,4151.597225638225
