Date,WORLD ex CANADA
1998-12,100.0
1999-01,105.53162611807633
1999-02,106.32065920922612
1999-03,112.5942367508826
1999-04,119.27465768586345
1999-05,116.54133102701664
1999-06,123.34436714774924
1999-07,118.45201577813924
1999-08,119.82786974427817
1999-09,117.59015922542831
1999-10,125.2848534400963
1999-11,134.40770254333216
1999-12,145.75215245097928
2000-01,140.56300869815115
2000-02,143.02377275002698
2000-03,153.75562982185525
2000-04,154.58963779088938
2000-05,148.0115005107331
2000-06,147.6810939860292
2000-07,148.21667947188314
2000-08,159.23901556064814
2000-09,152.10400932669813
2000-10,155.9974803515363
2000-11,142.7663321094718
2000-12,134.47066971483216
2001-01,138.2748009406918
2001-02,128.25907031016965
2001-03,124.71669002084161
2001-04,133.53163173738022
2001-05,137.7517731334953
2001-06,133.6035356654173
2001-07,127.51402043305197
2001-08,116.92910819336582
2001-09,106.34837018295836
2001-10,109.62467523845166
2001-11,116.70985223154801
2001-12,118.060480742509
2002-01,118.33191727112418
2002-02,116.74016322849715
2002-03,120.87074826494454
2002-04,112.97547730431447
2002-05,109.0990580318574
2002-06,96.91649937467018
2002-07,89.45372584811696
2002-08,89.55807715603376
2002-09,79.03011739938074
2002-10,84.75757237516696
2002-11,88.90630621470117
2002-12,80.10496672997313
2003-01,75.8130877861505
2003-02,74.09057308740805
2003-03,72.95822470142127
2003-04,77.70519201606814
2003-05,77.87582147789735
2003-06,81.112622602624
2003-07,84.46355338239114
2003-08,88.38299980311415
2003-09,83.80166301204245
2003-10,88.90476884093239
2003-11,87.48946746192362
2003-12,88.37313752562929
2004-01,91.1817364573244
2004-02,92.68152937399049
2004-03,93.08102082289594
2004-04,93.632312420509
2004-05,92.71005821790588
2004-06,94.909118859803
2004-07,92.69152320012702
2004-08,92.24039969663313
2004-09,91.82056297788789
2004-10,91.74227403962011
2004-11,92.45253663383895
2004-12,93.90385318724299
2005-01,95.76312812647758
2005-02,96.93478589901021
2005-03,96.9779369746629
2005-04,95.60510114000994
2005-05,101.72010764405474
2005-06,104.47565134513583
2005-07,107.7015334214432
2005-08,106.98948979385872
2005-09,111.84192454214501
2005-10,110.04364006468441
2005-11,115.44499831457848
2005-12,117.85456885351192
2006-01,119.41916263303457
2006-02,121.52190177071728
2006-03,122.38638232101577
2006-04,121.06979757830034
2006-05,114.64417635814732
2006-06,115.20328070247557
2006-07,116.16490654652446
2006-08,118.75363848101038
2006-09,121.62915193183167
2006-10,125.09589569125951
2006-11,123.38450224916257
2006-12,126.67848552375715
2007-01,130.136754329339
2007-02,127.29623028111118
2007-03,128.59141255048462
2007-04,130.88192275362107
2007-05,136.1761091761313
2007-06,134.60354092864458
2007-07,129.75900395394757
2007-08,130.1888153314529
2007-09,130.4778604300769
2007-10,131.85327800032073
2007-11,125.0482952482781
2007-12,123.71668761205115
2008-01,112.76575332992823
2008-02,109.02061526052458
2008-03,103.67121597249704
2008-04,110.97309576611988
2008-05,112.5645076755753
2008-06,101.93630958561222
2008-07,100.66178848953211
2008-08,105.21004564142264
2008-09,97.28340495028688
2008-10,87.7434940736654
2008-11,81.97857459456489
2008-12,77.42901235402046
2009-01,76.45390256877594
2009-02,69.19274878309321
2009-03,71.12723333681703
2009-04,79.17663260479857
2009-05,80.42558722525537
2009-06,81.00453918321868
2009-07,86.79105780537924
2009-08,89.52587216529957
2009-09,91.26073456909245
2009-10,88.95508443452009
2009-11,90.85326230613656
2009-12,96.71524301863276
2010-01,95.87346343065222
2010-02,98.81555537004961
2010-03,105.72842348958247
2010-04,107.52826722103414
2010-05,105.18917397368641
2010-06,101.86553648912461
2010-07,103.59004707301283
2010-08,102.11946068651592
2010-09,104.01569260663281
2010-10,106.00986103371184
2010-11,110.55079536643214
2010-12,115.13918691991476
2011-01,115.32939238428871
2011-02,118.24651042934146
2011-03,113.88993288553796
2011-04,113.76466186845563
2011-05,115.03497044918076
2011-06,112.34186594471248
2011-07,111.31277615171749
2011-08,103.05136732947825
2011-09,101.39323877324877
2011-10,107.61737508972283
2011-11,108.80073163206279
2011-12,112.89889866730027
2012-01,117.52191782872255
2012-02,120.70722156658364
2012-03,123.09533100886199
2012-04,122.34081848776144
2012-05,119.8022977047022
2012-06,122.80959641517784
2012-07,128.11839202002113
2012-08,128.23875470097173
2012-09,129.03783154695677
2012-10,127.2254242492355
2012-11,128.49738488436097
2012-12,129.16981926388362
2013-01,132.0608328108165
2013-02,137.4516162503607
2013-03,143.3413507205833
2013-04,144.31456878912024
2013-05,146.90204509865595
2013-06,143.06546008929462
2013-07,147.39237780699563
2013-08,145.1902089390357
2013-09,148.57335245066878
2013-10,153.7658725335382
2013-11,156.4445927810046
2013-12,157.8870885899546
2014-01,155.38383951970368
2014-02,159.34891010493112
2014-03,159.82592677132814
2014-04,160.36888587618304
2014-05,166.24547286394278
2014-06,168.3520592205781
2014-07,169.40373377470218
2014-08,175.867664338839
2014-09,178.72059617250355
2014-10,181.64332544423607
2014-11,186.36871010246713
2014-12,188.94009480510235
2015-01,199.4795320135661
2015-02,212.4410157233776
2015-03,218.53722932629668
2015-04,214.00480141717557
2015-05,219.90633230084012
2015-06,211.40242343567888
2015-07,217.45648001039615
2015-08,200.21797443152863
2015-09,193.63975016514354
2015-10,211.4333750525513
2015-11,220.15460263968137
2015-12,210.659893744451
2016-01,198.60495495905747
2016-02,196.01626669339922
2016-03,199.37758503037225
2016-04,201.1461940194135
2016-05,208.41940095799225
2016-06,206.3982219890599
2016-07,213.777772702979
2016-08,214.80161291573654
2016-09,213.96698568798178
2016-10,215.02400142975833
2016-11,225.315812743159
2016-12,232.08477833348687
2017-01,231.86660390768043
2017-02,242.75111674186044
2017-03,243.80223942499745
2017-04,243.32710494571026
2017-05,240.81917928086918
2017-06,238.11911682432452
2017-07,235.73603852523823
2017-08,234.10357003888697
2017-09,240.58756411191376
2017-10,248.95754926198913
2017-11,248.64551437179833
2017-12,250.01313204184092
2018-01,254.1036167671577
2018-02,249.08121184289956
2018-03,241.52596057352412
2018-04,248.5693008966008
2018-05,258.7691048398521
2018-06,258.56657970517887
2018-07,266.1390633278607
2018-08,271.2091700006021
2018-09,273.2508025871878
2018-10,259.58948311003365
2018-11,262.80112983479785
2018-12,240.57247194381554
2019-01,257.883513314336
2019-02,267.7011509383728
2019-03,275.24306049905266
2019-04,285.5990428913904
2019-05,270.47413138781144
2019-06,282.15947745529206
2019-07,290.1375215215128
2019-08,287.2472877425755
2019-09,296.3223062741952
2019-10,297.21978950140533
2019-11,309.1479800083904
2019-12,312.8076754522382
2020-01,314.8948631389104
2020-02,290.70910800687926
2020-03,253.367965085895
2020-04,281.4315731166751
2020-05,290.647360292591
2020-06,295.3771764178902
2020-07,293.8654984753043
2020-08,310.1014154725438
2020-09,305.5018756353036
2020-10,298.1383464822601
2020-11,327.3536334043405
2020-12,333.6755873683251
2021-01,332.71992490354415
2021-02,341.2334046902142
2021-03,363.94780204890975
2021-04,371.8974312994158
2021-05,370.9456612324313
2021-06,388.348474513765
2021-07,395.59351666504597
2021-08,407.5852062115419
2021-09,397.6982806835445
2021-10,420.5811698734107
2021-11,423.330254032506
2021-12,436.85599768094363
2022-01,419.0580251704202
2022-02,407.26043078848045
2022-03,422.0219397792893
2022-04,407.96169433751317
2022-05,401.85032970306605
2022-06,376.37250914556864
2022-07,416.9743985073264
2022-08,405.12730337893055
2022-09,377.06300709174633
2022-10,400.6720674706738
2022-11,411.46798202798664
2022-12,380.21017176238894
2023-01,399.80691808061516
2023-02,399.88931749167705
2023-03,402.81845604249975
2023-04,403.196924487065
2023-05,414.01034984890634
2023-06,428.9652317046274
2023-07,438.74774168019775
