Date,WORLD ex UK
1998-12,100.0
1999-01,106.02785659946326
1999-02,106.15331077976617
1999-03,112.54798821291352
1999-04,119.36422676902345
1999-05,116.92094096024344
1999-06,124.33693793912215
1999-07,119.18200100287434
1999-08,120.55894797395484
1999-09,118.48312505103034
1999-10,126.57245227667094
1999-11,136.04528547248117
1999-12,148.05321918671288
2000-01,143.51831906664495
2000-02,146.69301452563482
2000-03,157.70749705126428
2000-04,158.57546396502548
2000-05,151.9914674614199
2000-06,152.36910381407264
2000-07,152.5992911925706
2000-08,164.56885682512825
2000-09,156.5289685483916
2000-10,159.8085761171437
2000-11,146.1041126434779
2000-12,136.89222519242287
2001-01,141.41414567499663
2001-02,130.62059585342726
2001-03,126.62570398302358
2001-04,135.72206788795222
2001-05,140.4237734708985
2001-06,136.21286146673393
2001-07,129.82567245818024
2001-08,118.5029734666828
2001-09,107.46013971642653
2001-10,110.72520025489004
2001-11,118.44740332406776
2001-12,119.6008492755223
2002-01,120.11050073071837
2002-02,118.43416088985043
2002-03,122.57250221236731
2002-04,114.12249683971866
2002-05,110.49597725694139
2002-06,97.92461984615305
2002-07,90.1050140579275
2002-08,90.37407957302966
2002-09,79.73425601899206
2002-10,85.38410531913537
2002-11,89.8317487349941
2002-12,80.72713714628591
2003-01,76.92024659442748
2003-02,75.25940086964678
2003-03,74.06876695128993
2003-04,78.7020544361956
2003-05,78.88696447818218
2003-06,82.27051063655365
2003-07,85.7746537525004
2003-08,90.12036633763277
2003-09,85.18602735521125
2003-10,90.30329448434166
2003-11,88.74640776012774
2003-12,89.49753022661821
2004-01,92.54136923613082
2004-02,93.75266103359074
2004-03,94.35777997385561
2004-04,94.59417462704819
2004-05,93.56119716841248
2004-06,96.06564069292712
2004-07,93.64935265307683
2004-08,93.16732081637903
2004-09,92.74394453459188
2004-10,92.77000745028369
2004-11,93.32441696240572
2004-12,94.79883180065286
2005-01,96.43520111473659
2005-02,97.50376648465242
2005-03,97.7377361504693
2005-04,96.11217642753367
2005-05,102.62261973592689
2005-06,105.47939415751497
2005-07,109.07001531961428
2005-08,108.2301346341069
2005-09,113.38748256337573
2005-10,111.4561923897807
2005-11,117.41954644726036
2005-12,119.86458858030305
2006-01,121.4211971742105
2006-02,123.56109213020028
2006-03,124.30957039432805
2006-04,122.62552757657042
2006-05,115.92450148012632
2006-06,116.26524974539429
2006-07,116.97276744502751
2006-08,119.66909020550452
2006-09,122.62861106298594
2006-10,125.97116337962537
2006-11,124.26838350442185
2006-12,127.37806716884796
2007-01,131.0068341900744
2007-02,128.1424424257489
2007-03,129.25139817738508
2007-04,131.62549008702666
2007-05,137.41709857268893
2007-06,135.51209936895023
2007-07,130.78830910257142
2007-08,131.35320944162737
2007-09,132.07782449147538
2007-10,133.346226791602
2007-11,126.27170735835195
2007-12,125.35698325727277
2008-01,114.51990101452226
2008-02,110.91261949286641
2008-03,105.39321076164363
2008-04,112.74927235094243
2008-05,114.96125567694112
2008-06,104.12581145443973
2008-07,102.78253932339365
2008-08,107.62455473185184
2008-09,99.76262135955508
2008-10,89.5538378137505
2008-11,83.69766295924245
2008-12,79.35896697702549
2009-01,78.31654039486844
2009-02,70.76584276958276
2009-03,73.07279603221941
2009-04,81.32400847476951
2009-05,82.64727901531487
2009-06,83.10021910759515
2009-07,89.10712422896627
2009-08,91.52929264057035
2009-09,93.56093657946846
2009-10,90.72791281612685
2009-11,92.92703555940147
2009-12,98.89564351873221
2010-01,97.94241005750838
2010-02,101.4792507476853
2010-03,108.71270276676177
2010-04,110.77946737108029
2010-05,108.70765899717289
2010-06,105.02933295574591
2010-07,106.33576886563738
2010-08,104.72202634062906
2010-09,106.62136623410547
2010-10,108.60491272005717
2010-11,113.8110143098308
2010-12,118.56059595317224
2011-01,118.67037510179755
2011-02,121.81609536329915
2011-03,117.57805978314414
2011-04,116.90768870423257
2011-05,118.15969291612511
2011-06,115.47176968251985
2011-07,114.1588369994719
2011-08,105.94209449646546
2011-09,103.88727300086828
2011-10,110.08538429801222
2011-11,111.31192366867018
2011-12,115.34737976402197
2012-01,120.3126194004141
2012-02,123.44548798484921
2012-03,125.92457774416921
2012-04,124.94232870454229
2012-05,122.6032642535739
2012-06,125.2937141005846
2012-07,130.78451079449636
2012-08,130.9073076410632
2012-09,131.83824108148505
2012-10,129.82713772926766
2012-11,130.98518182842307
2012-12,131.62132824484902
2013-01,134.51832251509438
2013-02,140.28922135756545
2013-03,146.34272466987775
2013-04,147.0337765089002
2013-05,149.61877487714307
2013-06,145.9097388821623
2013-07,150.16806253246622
2013-08,147.74964406393406
2013-09,151.03923137086116
2013-10,156.33895549585685
2013-11,158.99929013430855
2013-12,160.33441490069498
2014-01,157.85886550555506
2014-02,161.53855975626203
2014-03,162.64166924377818
2014-04,162.78728816219845
2014-05,168.85436186816352
2014-06,171.48605868188443
2014-07,172.6219654821084
2014-08,179.5201472347248
2014-09,182.54628484941452
2014-10,185.74875374619847
2014-11,190.6244942271251
2014-12,193.4077581192037
2015-01,203.4927694834973
2015-02,216.64835074598648
2015-03,223.56177483358672
2015-04,218.48731410261234
2015-05,224.16855613855617
2015-06,215.68524391739595
2015-07,221.426421443302
2015-08,204.0373689834501
2015-09,197.39209276019915
2015-10,215.37816956341618
2015-11,224.48271192795724
2015-12,214.80286644789143
2016-01,202.75352686973758
2016-02,200.43023320492125
2016-03,204.37158069633784
2016-04,206.25752378790384
2016-05,213.57253302263993
2016-06,212.03428713308188
2016-07,219.78670663484965
2016-08,220.84451893937737
2016-09,219.94782014479196
2016-10,221.65171129494624
2016-11,232.5210350381951
2016-12,239.16517505622105
2017-01,239.24257152249538
2017-02,250.200160635949
2017-03,251.1181138699164
2017-04,250.1935042833483
2017-05,246.9819202329838
2017-06,244.8505597972009
2017-07,242.50138660646275
2017-08,240.97575230736203
2017-09,247.597061600681
2017-10,256.24238585619156
2017-11,256.1417569784607
2017-12,257.15099694428795
2018-01,261.3530113287609
2018-02,256.3013885524325
2018-03,248.3229504155539
2018-04,255.0399052104634
2018-05,265.9058310918769
2018-06,265.89221940121433
2018-07,274.02248565428596
2018-08,279.97825002031567
2018-09,281.8076818995615
2018-10,267.5604939337356
2018-11,271.27249103336686
2018-12,247.6118529166872
2019-01,265.9849704343899
2019-02,276.0246071533849
2019-03,283.6418471649746
2019-04,294.4900572945131
2019-05,279.1216082744868
2019-06,291.3939898618703
2019-07,299.93010961667886
2019-08,297.5057414036519
2019-09,306.5692259656491
2019-10,307.15464106510444
2019-11,319.6385678023253
2019-12,322.9938441462609
2020-01,325.77419608526344
2020-02,301.5260019656151
2020-03,262.3481079014531
2020-04,292.3137971161118
2020-05,302.27081348486735
2020-06,307.4506336121455
2020-07,306.4451119231905
2020-08,323.66412236049007
2020-09,318.92396417243185
2020-10,311.47916573213405
2020-11,341.60430377303686
2020-12,347.94429039087925
2021-01,346.8194500574072
2021-02,355.86493774524223
2021-03,379.8447232404499
2021-04,388.1568391549048
2021-05,387.2353720769581
2021-06,405.89795153172093
2021-07,413.35513622972337
2021-08,425.85991621620343
2021-09,415.3564742187758
2021-10,439.8261508380376
2021-11,442.8973787915734
2021-12,456.572285468635
2022-01,437.44307499503924
2022-02,424.91058130016916
2022-03,441.2158551579105
2022-04,425.7531244459709
2022-05,419.2760814228678
2022-06,392.39900302330165
2022-07,435.05303015084536
2022-08,422.9943324649267
2022-09,393.73100302733366
2022-10,418.4855020174255
2022-11,428.97301891719525
2022-12,395.58782530371735
2023-01,416.3447355929399
2023-02,415.6154178767929
2023-03,418.91848773097115
2023-04,418.8353983164834
2023-05,430.497859519755
2023-06,446.51046499477684
2023-07,456.6603057108457
