Date,EM LATIN AMERICA
2000-12,100.0
2001-01,115.61568223766486
2001-02,106.50308476000825
2001-03,103.86097064099548
2001-04,110.18788600606423
2001-05,118.64106838859881
2001-06,117.56591680795746
2001-07,107.32521367667185
2001-08,99.77018888195249
2001-09,83.62455876077166
2001-10,87.90111456454446
2001-11,93.73355892279959
2001-12,104.77180631604473
2002-01,108.25368038786704
2002-02,111.43770424331353
2002-03,115.5998466789273
2002-04,110.38808533696985
2002-05,98.29982292689634
2002-06,80.46029063732595
2002-07,68.51825020830357
2002-08,74.7566985693617
2002-09,60.7311607828347
2002-10,68.99549182795025
2002-11,71.13977660643812
2002-12,68.89219199755387
2003-01,64.92015653937905
2003-02,63.29849421694242
2003-03,66.37068545926803
2003-04,76.19243678069803
2003-05,74.5423524972266
2003-06,78.21223525787964
2003-07,83.68251685305914
2003-08,89.33081093582574
2003-09,86.97600865131942
2003-10,93.81739839863653
2003-11,94.31187229984724
2003-12,99.45208144140824
2004-01,101.77330232978528
2004-02,106.61191377525654
2004-03,109.33487948618428
2004-04,100.30432127637339
2004-05,97.80571882314354
2004-06,101.49785504646435
2004-07,106.37179752099841
2004-08,110.14272448110765
2004-09,116.41699325097122
2004-10,117.22413056975886
2004-11,121.77667983651868
2004-12,128.68727094683655
2005-01,131.80308992376203
2005-02,146.36226138212675
2005-03,137.6112275807571
2005-04,134.3190459965132
2005-05,150.61941391362285
2005-06,160.89557261764134
2005-07,170.94422314322424
2005-08,178.25150180303575
2005-09,210.34326348952948
2005-10,200.5845306793396
2005-11,220.30727132660863
2005-12,222.44077252718503
2006-01,253.47681886150264
2006-02,260.543163721912
2006-03,250.66995598600948
2006-04,259.97658268670244
2006-05,219.50626954850708
2006-06,229.85959011002504
2006-07,237.08971274304946
2006-08,238.69345660382785
2006-09,243.10121074385125
2006-10,260.1501056184489
2006-11,264.84757453438056
2006-12,284.8389355873575
2007-01,293.970530101268
2007-02,281.39779127675564
2007-03,299.1532460407881
2007-04,307.5959103625533
2007-05,345.01880530048055
2007-06,353.1169072826123
2007-07,353.4167371755391
2007-08,344.46269713358714
2007-09,371.39754184124405
2007-10,408.7049228498452
2007-11,379.8356810308105
2007-12,386.38744246895635
2008-01,357.77845508464117
2008-02,379.66570861105583
2008-03,351.422152493735
2008-04,392.8062338467114
2008-05,430.349933033769
2008-06,391.96584425372055
2008-07,361.77076362940414
2008-08,351.6438643958586
2008-09,296.3821594843863
2008-10,224.51369042473033
2008-11,209.82946850623892
2008-12,197.4615033819395
2009-01,213.67611903233103
2009-02,204.32817505995143
2009-03,216.86434398865214
2009-04,255.18723428974747
2009-05,288.19487784720553
2009-06,284.3763687838243
2009-07,306.68817656925074
2009-08,309.44629933587066
2009-09,340.3449543204742
2009-10,342.6863170331634
2009-11,365.1839671762635
2009-12,389.8344259400112
2010-01,366.67727045930724
2010-02,389.11730378791424
2010-03,420.1433503165558
2010-04,425.98587409025413
2010-05,421.81229426903644
2010-06,408.4070877335295
2010-07,429.768610561341
2010-08,430.82747699222074
2010-09,443.2303771428355
2010-10,449.29481821175057
2010-11,463.3380563751174
