Date,EM LATIN AMERICA
2010-12,478.0197492190133
2011-01,446.9173097120848
2011-02,452.3339378998217
2011-03,455.8837925593917
2011-04,438.19001004773446
2011-05,440.0462138114691
2011-06,434.8116224058782
2011-07,423.7956149632559
2011-08,400.21409458235036
2011-09,354.5510254038163
2011-10,400.69108395601063
2011-11,390.4027282754894
2011-12,398.392614396458
2012-01,444.8971100454715
2012-02,457.8001811559139
2012-03,445.0428496406633
2012-04,430.9537822669791
2012-05,400.71645680187424
2012-06,405.5565714620323
2012-07,423.49854903112885
2012-08,411.5814620589121
2012-09,418.82548926876854
2012-10,414.1309685549384
2012-11,405.81247268142
2012-12,426.23389512120036
2013-01,429.4914893772609
2013-02,433.65290364725286
2013-03,441.51126174885036
2013-04,428.6591361941486
2013-05,405.9856668069454
2013-06,368.34663509668553
2013-07,356.9396079569658
2013-08,348.1891425580611
2013-09,368.27940842238036
2013-10,384.2136253525179
2013-11,366.5761958248133
2013-12,353.3391849675336
2014-01,326.8797483153948
2014-02,325.0250210884821
2014-03,354.4411229788575
2014-04,361.7099981720721
2014-05,367.2558712805635
2014-06,381.19560999693977
2014-07,394.127280826524
2014-08,432.16433686612226
2014-09,390.5260417085282
2014-10,393.24191617730634
2014-11,377.02617276876254
2014-12,352.881958590972
2015-01,354.95675233560183
2015-02,372.1504071450775
2015-03,359.602599641865
2015-04,380.09239463932596
2015-05,361.0754798562633
2015-06,358.78009480230105
2015-07,331.57961420854616
2015-08,292.546989839508
2015-09,271.1207567789973
2015-10,290.686711982845
2015-11,291.2954476255597
2015-12,271.08345106939464
2016-01,259.6290807309637
2016-02,268.2814830044682
2016-03,307.887635647879
2016-04,324.5975687529836
2016-05,297.80878599468156
2016-06,332.58306470325994
2016-07,348.6375537545231
2016-08,352.45824482709764
2016-09,346.4414132851772
2016-10,390.4074386970333
2016-11,360.6409849430686
2016-12,365.8560097114501
2017-01,384.2315199581649
2017-02,404.7211366175659
2017-03,404.3140560151342
2017-04,397.09708193726385
2017-05,375.42107571263074
2017-06,372.5637899017071
2017-07,390.2592994713289
2017-08,404.89460817003584
2017-09,413.61276393873663
2017-10,404.6256363682101
2017-11,383.4392578947316
2017-12,397.66109962531146
2018-01,433.727816775142
2018-02,427.01322571214826
2018-03,419.4248551208687
2018-04,421.52346881347387
2018-05,374.94678668810553
2018-06,363.37985496353156
2018-07,396.046844919235
2018-08,364.92668069201596
2018-09,382.7104166920171
2018-10,405.8948985015704
2018-11,397.2709431379813
2018-12,390.25380467852324
2019-01,446.9007745754874
2019-02,433.5330551364457
2019-03,428.5105192491887
2019-04,431.1707239837089
2019-05,424.79693830197914
2019-06,441.27165242175425
2019-07,451.8901900510963
2019-08,419.7157657566755
2019-09,435.0783675008372
2019-10,444.07919368206393
2019-11,430.78235858413535
2019-12,466.84426489256197
2020-01,446.36970681903944
2020-02,396.00480910627715
2020-03,259.72990043555603
2020-04,276.58660841569866
2020-05,289.90177557305196
2020-06,302.20404784725946
2020-07,318.45379040517145
2020-08,295.3218929920715
2020-09,285.7300036838331
2020-10,284.38293970620214
2020-11,337.47943697077045
2020-12,369.20229672904077
2021-01,346.8348492027627
2021-02,336.7796372088654
2021-03,363.90470976889037
2021-04,368.4160057244568
2021-05,391.7237550248066
2021-06,414.7866968282666
2021-07,397.9313237411974
2021-08,403.0974869313156
2021-09,368.13590978326397
2021-10,349.0289373117757
2021-11,348.1632510044988
2021-12,365.0837577449074
2022-01,397.6747515823342
2022-02,416.06973561887287
2022-03,474.86827079063903
2022-04,435.82434505306435
2022-05,464.2897449451033
2022-06,394.8559678350326
2022-07,422.0988809366968
2022-08,439.6586331168351
2022-09,436.5778416710962
2022-10,474.5431477522241
2022-11,457.69081404775324
2022-12,423.7235568805943
2023-01,457.49565224176104
2023-02,439.46205855158746
2023-03,432.5804588109655
2023-04,437.1499855114591
2023-05,448.82584732917996
2023-06,491.2750847387347
2023-07,511.15525556760457
