Date,AC FAR EAST ex JAPAN
2007-10,237.64688571227717
2007-11,212.3844849025625
2007-12,210.2206058984971
2008-01,178.90768689879062
2008-02,186.58975472396435
2008-03,169.31333015168332
2008-04,185.80163098644164
2008-05,181.61820719262724
2008-06,159.3380028144293
2008-07,158.23284400801907
2008-08,155.08921654653423
2008-09,135.95333259025722
2008-10,115.06474032156478
2008-11,108.75098065252304
2008-12,109.31045330818716
2009-01,111.68600882748996
2009-02,105.80300722108731
2009-03,115.3447510718665
2009-04,134.60932763372344
2009-05,143.6003104685361
2009-06,144.53068373389465
2009-07,162.30396878014693
2009-08,154.7136511816819
2009-09,164.92063927027473
2009-10,163.22051620458055
2009-11,163.63415463521528
2009-12,178.8564807288266
2010-01,173.2992980685036
2010-02,177.20560408722187
2010-03,191.21156173775867
2010-04,198.64083780488568
2010-05,197.08537248021733
2010-06,200.1253893832256
2010-07,200.2995939800001
2010-08,203.0462823669214
2010-09,209.248411652788
2010-10,211.20229584845515
2010-11,223.67505589430746
2010-12,228.47484756714414
2011-01,224.8074082848883
2011-02,213.9863147513176
2011-03,220.22335789753905
2011-04,219.80560567285454
2011-05,224.52668486744957
2011-06,216.46094476316483
2011-07,221.76017002189855
2011-08,200.04086996615695
2011-09,184.843887858167
2011-10,199.86672035759972
2011-11,191.6451854066674
2011-12,201.21494726321953
2012-01,219.0987492985948
2012-02,227.5236883217334
2012-03,221.86969081973822
2012-04,224.3755923178299
2012-05,217.6392629163548
2012-06,217.58547675629003
2012-07,230.71220572057848
2012-08,223.90131684534177
2012-09,233.21287932421757
2012-10,231.75490525239996
2012-11,236.88939774916875
2012-12,241.74818383822128
2013-01,237.9365671883707
2013-02,248.57923010786325
2013-03,247.55976724437505
2013-04,244.79971618415166
2013-05,246.26846646064953
2013-06,231.70357615401153
2013-07,231.95209481832703
2013-08,231.98335451791513
2013-09,237.56090222466116
2013-10,245.69210210889236
2013-11,246.50077244127743
2013-12,240.00245109913783
2014-01,232.6938262783146
2014-02,235.06402572889354
2014-03,236.33555688939953
2014-04,237.01635612543808
2014-05,249.33141077398585
2014-06,253.88536139390777
2014-07,270.2343299054431
2014-08,275.88279007914787
2014-09,269.55040123958366
2014-10,276.543062602849
2014-11,278.4286212856065
2014-12,281.94141183479553
2015-01,308.32928959273414
2015-02,316.077998794993
2015-03,333.0232534073326
2015-04,346.59085178104414
2015-05,343.3591664211412
2015-06,324.02304798552376
2015-07,303.3643668508907
2015-08,269.40005098186066
2015-09,264.9564418429906
2015-10,291.0624304947196
2015-11,294.6118520791609
2015-12,284.17857060694627
2016-01,263.26016864801085
2016-02,261.6194975482537
2016-03,276.986651458899
2016-04,272.71660581366723
2016-05,275.87527934171635
2016-06,284.24198094093566
2016-07,295.8170342548203
2016-08,307.7451261354715
2016-09,310.83503539386237
2016-10,313.47316785413057
2016-11,316.242109955454
2016-12,310.8630094920259
2017-01,322.8261286867573
2017-02,338.54822164616945
2017-03,346.3301145472052
2017-04,347.65880673362614
2017-05,352.3054576165131
2017-06,353.87376260185766
2017-07,359.798147645375
2017-08,362.4910955977352
2017-09,365.56847174234457
2017-10,387.4758939133605
2017-11,381.53043501147016
2017-12,388.16898118784076
2018-01,404.1983732504806
2018-02,393.0420087659463
2018-03,384.7399832566748
2018-04,393.0509982856707
2018-05,402.46889897619474
2018-06,381.50825843416555
2018-07,381.5449778454994
2018-08,378.9115777875013
2018-09,377.7535359445001
2018-10,343.6093888569049
2018-11,360.19209580026654
2018-12,346.0244614665974
2019-01,373.7698357111176
2019-02,385.36022947925994
2019-03,394.3736085354626
2019-04,403.26676463537
2019-05,366.86222601349766
2019-06,385.7237655742861
2019-07,389.1476312029576
2019-08,375.5727535921365
2019-09,385.0748331588395
2019-10,393.49680736044695
2019-11,399.48696931229046
2019-12,420.9194905170694
2020-01,405.6001001246959
2020-02,399.59500790384664
2020-03,357.67992592444654
2020-04,387.98195058852383
2020-05,378.2253137957187
2020-06,406.5429674367976
2020-07,418.2230871824531
2020-08,428.2198005708683
2020-09,429.2541992731578
2020-10,444.9331541369319
2020-11,467.8425342800369
2020-12,486.72006941856546
2021-01,513.8769317013221
2021-02,518.5053241419328
2021-03,518.9208858269683
2021-04,521.2989861035031
2021-05,515.0274709024486
2021-06,530.7495303068764
2021-07,485.33879497469866
2021-08,492.75137759018514
2021-09,477.26661648134603
2021-10,486.1188759029908
2021-11,479.79668804613493
2021-12,479.5811831702693
2022-01,470.01642423203003
2022-02,459.40999015641006
2022-03,446.07493570965676
2022-04,443.2851401024867
2022-05,443.5973620756633
2022-06,435.8649360381534
2022-07,433.6926605706387
2022-08,436.36281024228674
2022-09,385.17855136746016
2022-10,351.48088139561173
2022-11,411.6859132407145
2022-12,400.78803961721457
2023-01,434.7846919528259
2023-02,413.1844575213093
2023-03,418.9893968829177
2023-04,399.3544185704959
2023-05,402.3671417908685
2023-06,402.32548463181115
2023-07,425.03050610466363
