Date,AC FAR EAST ex JAPAN
2000-12,100.0
2001-01,114.51798195689017
2001-02,110.17614356175909
2001-03,102.37378417750199
2001-04,102.47334108194644
2001-05,106.56992809778659
2001-06,104.43619639004899
2001-07,97.16652545545807
2001-08,92.09295378492972
2001-09,77.24221653339676
2001-10,82.10742064692825
2001-11,93.99158959625403
2001-12,103.07683402634653
2002-01,110.9754585636343
2002-02,110.73067649409121
2002-03,117.78260957819745
2002-04,115.64873769599347
2002-05,109.37663122619712
2002-06,97.88302387544513
2002-07,94.96989284348427
2002-08,92.8377807479038
2002-09,81.65485243500991
2002-10,85.8551083989206
2002-11,89.78551760425884
2002-12,79.26102074878821
2003-01,78.39827447387776
2003-02,74.55160585640125
2003-03,70.26029153172543
2003-04,71.20698142321481
2003-05,73.42212637622008
2003-06,79.55711911664397
2003-07,88.11534788911383
2003-08,96.9442408183132
2003-09,91.81659471533209
2003-10,99.76848386523106
2003-11,95.29777573869836
2003-12,95.29843556331149
2004-01,103.23812872742141
2004-02,107.03653433026085
2004-03,106.05183010297111
2004-04,102.39093662245921
2004-05,98.1703451726088
2004-06,97.56414941523394
2004-07,95.90399235159848
2004-08,99.96122412813273
2004-09,101.25246581650366
2004-10,99.27719918595588
2004-11,103.19414842581243
2004-12,103.64007919752814
2005-01,108.94639505506923
2005-02,113.20117559200287
2005-03,110.18093043816926
2005-04,109.83043127787926
2005-05,117.5572696096667
2005-06,122.64215022167464
2005-07,130.21766001993234
2005-08,124.43658278480649
2005-09,133.35520431420377
2005-10,125.81933237421815
2005-11,136.96696233901386
2005-12,144.90358774527542
2006-01,150.88585963521433
2006-02,153.26519124429348
2006-03,152.62639973240155
2006-04,157.11247217353403
2006-05,143.70059657158643
2006-06,143.44755082175686
2006-07,143.8709640605318
2006-08,147.61200416882625
2006-09,153.65802644919162
2006-10,156.49925963723138
2006-11,162.67534417460288
2006-12,170.76247344299267
2007-01,170.52480419124396
2007-02,169.05849652973572
2007-03,171.41392103507522
2007-04,173.31478131481495
2007-05,185.70320351779537
2007-06,195.17191907299753
2007-07,206.69184695917414
2007-08,205.25816661559185
2007-09,219.80923501729936
