Date,AC ASIA ex JAPAN
2014-06,258.3141792762663
2014-07,274.3027794233858
2014-08,280.52864753256284
2014-09,275.32473912621975
2014-10,283.01976853926647
2014-11,285.3220113469718
2014-12,287.7842828654444
2015-01,316.325907743413
2015-02,324.26478675459475
2015-03,340.06098904302036
2015-04,349.51086859238836
2015-05,347.8942248934484
2015-06,329.6119018111339
2015-07,311.30792076586033
2015-08,276.8051162300545
2015-09,272.94873552375486
2015-10,297.770882513779
2015-11,300.92395926913815
2015-12,291.1803611924725
2016-01,269.99203804433796
2016-02,266.3785241276121
2016-03,282.51083949402255
2016-04,278.56190820581213
2016-05,282.774992833766
2016-06,290.92938646289525
2016-07,303.0397237522433
2016-08,314.5147202118952
2016-09,316.778280383482
2016-10,319.83088868935874
2016-11,320.98397974347074
2016-12,316.2081867688206
2017-01,327.749522021025
2017-02,344.6163708853688
2017-03,353.5741417786155
2017-04,354.83172729727914
2017-05,358.55037083056294
2017-06,359.12998774180653
2017-07,365.99460033593857
2017-08,367.77738691005806
2017-09,369.42537186943906
2017-10,392.5841282670091
2017-11,385.99519460557934
2017-12,393.62092180639627
2018-01,408.11724390377276
2018-02,396.0980821114706
2018-03,386.8800378207054
2018-04,396.6050965951814
2018-05,405.0704932975808
2018-06,385.56490893850906
2018-07,387.97022068906773
2018-08,386.16897267841955
2018-09,381.47959342166985
2018-10,348.6361447861453
2018-11,367.4127918199631
2018-12,354.0467337466028
2019-01,378.50599766327
2019-02,389.3734249126141
2019-03,401.6449705507792
2019-04,410.07444941984636
2019-05,377.23094881688684
2019-06,393.41920971826966
2019-07,395.2881620807387
2019-08,382.14871374221605
2019-09,392.4547439751547
2019-10,400.9514073722967
2019-11,406.6959941428682
2019-12,426.0716499098644
2020-01,412.37144914978813
2020-02,404.08438978033234
2020-03,355.76130742593864
2020-04,388.3335017691965
2020-05,377.9412472773677
2020-06,405.6373944056556
2020-07,418.01315080747895
2020-08,427.9801638165086
2020-09,429.9263432266486
2020-10,444.8961219008158
2020-11,468.05149569099814
2020-12,488.6836405610203
2021-01,512.244823487095
2021-02,519.0959966324208
2021-03,522.4896620389012
2021-04,522.7684590339439
2021-05,520.9860269345186
2021-06,536.4796041091281
2021-07,496.3012631787905
2021-08,509.95060280910945
2021-09,497.7202106218535
2021-10,505.21852631519704
2021-11,499.3288782777436
2021-12,500.98844785759707
2022-01,492.45649119207445
2022-02,479.96238772598116
2022-03,471.11188925940417
2022-04,471.22262259895217
2022-05,466.18706201481297
2022-06,456.2458215094739
2022-07,462.11802680292016
2022-08,468.560963277001
2022-09,419.5342580552337
2022-10,390.4789387046646
2022-11,445.31034516004354
2022-12,428.8125379913957
2023-01,455.9931543119205
2023-02,435.13478587519893
2023-03,439.520337517322
2023-04,423.54110222538884
2023-05,430.5666560697358
2023-06,432.1695022233668
2023-07,453.8374969883424
