Date,AC ASIA ex JAPAN
2000-12,100.0
2001-01,113.95232730163926
2001-02,109.77725228617733
2001-03,101.21481502135485
2001-04,101.07149741801297
2001-05,105.54036252172817
2001-06,103.10304177816684
2001-07,95.93851861211705
2001-08,90.95247211060133
2001-09,76.45587123191454
2001-10,81.47113679393937
2001-11,92.91514596602363
2001-12,101.19721751320475
2002-01,108.83180750415713
2002-02,109.09097136943217
2002-03,115.38972545953729
2002-04,112.84228805663493
2002-05,106.36960911649201
2002-06,95.59600463252396
2002-07,92.60020760394413
2002-08,90.92124243142267
2002-09,80.28947426043469
2002-10,84.19876860434847
2002-11,88.27515705709075
2002-12,78.57581431863365
2003-01,77.44013831384974
2003-02,73.91411506650425
2003-03,69.56992399123698
2003-04,70.16589362134594
2003-05,72.31857147908639
2003-06,78.71297332106263
2003-07,87.10836136415236
2003-08,96.13660398655637
2003-09,91.31823636176445
2003-10,99.31512574936009
2003-11,95.12848995314556
2003-12,95.80644309951892
2004-01,103.12715829761771
2004-02,106.56612134936645
2004-03,105.90551156369862
2004-04,102.60126940453938
2004-05,97.33610447122568
2004-06,96.81432858484118
2004-07,95.80679773048948
2004-08,99.48794665961907
2004-09,101.0922426716913
2004-10,99.34779147742672
2004-11,103.52175126806105
2004-12,104.32797125858814
2005-01,109.47679304184472
2005-02,113.54445112099769
2005-03,110.63374883946044
2005-04,109.9105414414216
2005-05,118.16607199134707
2005-06,123.88473354231222
2005-07,131.3937308734924
2005-08,125.98160182014745
2005-09,135.50044198404365
2005-10,127.43940291888626
2005-11,139.01394737299884
2005-12,147.50067693377522
2006-01,153.64464468190607
2006-02,156.54272498666748
2006-03,157.08290204423264
2006-04,161.10399818789392
2006-05,146.20095392195412
2006-06,146.29363164122148
2006-07,146.74911684063125
2006-08,151.38163040330284
2006-09,158.30154713609107
2006-10,161.87451583077316
2006-11,167.8410450342073
2006-12,175.90397446282824
2007-01,176.46893495320782
2007-02,173.2968117702735
2007-03,175.8744681800869
2007-04,179.19696505191905
2007-05,192.23181153380136
2007-06,201.14892226381863
2007-07,212.7488542180076
2007-08,210.770484830392
2007-09,226.68187900629454
2007-10,246.61361234291047
2007-11,222.30590103473165
2007-12,222.31362532744467
2008-01,189.11901270157222
2008-02,195.16028508972502
2008-03,175.52845230739405
2008-04,193.1843270986066
2008-05,187.09033091102282
2008-06,162.578866099019
2008-07,162.6659032578174
2008-08,160.49398890894156
2008-09,140.3669097205204
2008-10,118.06830355840698
2008-11,111.00213654058459
2008-12,111.35479107870776
2009-01,114.20584431631929
2009-02,107.71237723566767
2009-03,117.25394111237371
2009-04,137.16615147381455
2009-05,149.0620461705603
2009-06,149.71575433761038
2009-07,167.40177397695587
2009-08,159.98733170136822
2009-09,170.9558821141146
2009-10,168.46838471412116
2009-11,170.01722592734427
2009-12,185.64424912944077
2010-01,180.05317276822734
2010-02,184.3063324978549
2010-03,199.34446750938653
2010-04,207.04209787822333
2010-05,205.5339963015925
2010-06,209.38717242133623
2010-07,208.25637536078062
2010-08,211.03262922055697
2010-09,218.69904690538934
2010-10,220.45584873347318
2010-11,231.93065781243763
2010-12,237.48918429047137
2011-01,230.10594358313122
2011-02,219.56043518069055
2011-03,227.12347632549546
2011-04,225.45375059771126
2011-05,229.54959695506037
2011-06,222.32617676233556
2011-07,226.88201864990577
2011-08,204.04239038939974
2011-09,190.1043607279126
2011-10,204.82220150387437
2011-11,194.57535663633678
2011-12,202.95251537929747
2012-01,222.91404885154105
2012-02,231.22060600109472
2012-03,224.95990224389828
2012-04,226.43016680645002
2012-05,219.17133741432167
2012-06,219.97752269131794
2012-07,232.58849316092798
2012-08,226.0698187645636
2012-09,237.08556796620448
2012-10,234.7455380346902
2012-11,240.34189631048747
2012-12,244.5189127994733
2013-01,241.43819638123654
2013-02,250.4027449810579
2013-03,249.87971821023797
2013-04,247.65507468674633
2013-05,248.72822897074093
2013-06,233.7973201441857
2013-07,233.05625335881888
2013-08,231.14281518445895
2013-09,237.3673025249085
2013-10,246.68607519004064
2013-11,246.73585776951987
2013-12,241.13320232472515
2014-01,234.0582772762821
2014-02,236.4362140146117
2014-03,239.30997239101777
2014-04,239.58823764139288
2014-05,253.28945154191538
