Date,AC ASIA
2000-12,100.0
2001-01,103.52848246780552
2001-02,99.91153521934874
2001-03,98.3103600472662
2001-04,102.90519418585441
2001-05,107.39538937166647
2001-06,102.10959490060438
2001-07,92.38790219692522
2001-08,86.98870984526053
2001-09,77.13494283512019
2001-10,78.9685129068763
2001-11,82.95028124103398
2001-12,81.17209192562234
2002-01,80.36581392099845
2002-02,82.40639301068735
2002-03,86.63921023515535
2002-04,87.46371641468028
2002-05,87.38784299955422
2002-06,78.40623888504604
2002-07,74.12961446730002
2002-08,73.17819621239722
2002-09,68.10794867405757
2002-10,65.30581349437209
2002-11,67.87101964128411
2002-12,62.046197120188346
2003-01,59.00240965993766
2003-02,58.31898912731141
2003-03,54.96768504393204
2003-04,53.902843621210835
2003-05,54.16429633758135
2003-06,59.394013227985205
2003-07,63.79938770436829
2003-08,71.75749406929533
2003-09,70.67192903503779
2003-10,74.80895625452276
2003-11,70.68805521942214
2003-12,71.65068821540005
2004-01,74.93840091846724
2004-02,75.50796211866448
2004-03,83.10417097670896
2004-04,80.55820772046829
2004-05,76.34024622006861
2004-06,79.44634780115705
2004-07,76.32366392633025
2004-08,76.98293422431578
2004-09,74.83424461553334
2004-10,74.56615872483509
2004-11,75.62400294666845
2004-12,77.27790664237537
2005-01,79.41610418672124
2005-02,80.43702233938197
2005-03,79.81047864666446
2005-04,78.58814591890264
2005-05,82.35799762891872
2005-06,84.70086740471405
2005-07,86.77256907673566
2005-08,88.7717681513256
2005-09,98.4861304003833
2005-10,96.28798150239675
2005-11,102.90941947436107
2005-12,110.91319698375017
2006-01,113.88756319778237
2006-02,115.32507416422477
2006-03,116.25286781028696
2006-04,116.24499298215305
2006-05,106.46654924749534
2006-06,106.0049077091949
2006-07,105.85224441676743
2006-08,107.77485513564494
2006-09,108.91661902529009
2006-10,110.44434228022244
2006-11,109.59321943312088
2006-12,113.59733589280708
2007-01,115.42808796955529
2007-02,116.42903712962804
2007-03,115.44790762828771
2007-04,112.9771002131279
2007-05,118.20553984075582
2007-06,119.85001465268397
2007-07,121.5257126162665
2007-08,119.24884841821367
2007-09,121.7028906018185
2007-10,125.05036076877592
2007-11,117.10436066597016
2007-12,114.85786716860527
2008-01,103.25658720389038
2008-02,103.70809105257979
2008-03,94.38234968701605
2008-04,103.42311112430734
2008-05,103.42698170745369
2008-06,92.7248500479584
2008-07,91.4581289822213
2008-08,91.82049424386801
2008-09,83.22253168077711
2008-10,74.96898266942782
2008-11,72.6144880274195
2008-12,72.11822030357311
2009-01,73.31232062590537
2009-02,66.48126159083932
2009-03,67.93198602312405
2009-04,76.70577983039139
2009-05,81.05526966820487
2009-06,82.3812714759085
2009-07,88.25879862035734
2009-08,87.62867877830237
2009-09,88.74586644611614
2009-10,86.56631340246403
2009-11,85.75748874144118
2009-12,92.04002992669422
2010-01,92.95583150322008
2010-02,95.44967896592424
2010-03,102.13036960838492
2010-04,104.91284532402562
2010-05,104.33038997287048
2010-06,104.35669804555796
2010-07,102.72441400297275
2010-08,103.50980226619413
2010-09,104.13437563021314
2010-10,104.69118632507328
2010-11,111.9751794142802
2010-12,115.71182919449642
2011-01,112.70331183555074
2011-02,111.99739630885472
2011-03,107.5700607652584
2011-04,105.20074418173586
2011-05,106.97211688311052
2011-06,105.36442599832964
2011-07,108.66386288449432
2011-08,98.59311861878943
2011-09,97.45888067316116
2011-10,99.40099394882223
2011-11,96.27086402795975
2011-12,100.52839331964721
2012-01,107.51204384028762
2012-02,111.06573018468414
2012-03,110.31334874446456
2012-04,109.38534436266599
2012-05,106.2227842124571
2012-06,107.60954355242579
2012-07,111.24070428772916
2012-08,108.02208857210817
2012-09,111.07102430180306
2012-10,109.21131203117349
2012-11,111.63377722541506
2012-12,114.59089234197128
2013-01,114.11325211953684
2013-02,119.78538617297914
2013-03,123.24111016528634
2013-04,125.99664213758942
2013-05,123.86823290105862
2013-06,120.70638255309476
2013-07,119.61342526703389
2013-08,118.25792378008947
2013-09,123.06865600001505
2013-10,125.28736960988107
2013-11,126.1000887070283
2013-12,124.36391415766673
2014-01,121.41945497083252
2014-02,120.34596532392416
2014-03,120.48972833326096
2014-04,118.77188845811149
2014-05,125.56633927937968
2014-06,129.7311344593436
2014-07,135.7690743260518
2014-08,137.03037670336067
2014-09,137.84847593464409
2014-10,139.58427095714546
2014-11,140.72147256551148
2014-12,142.37804830966493
2015-01,156.37974882624133
2015-02,163.31746518570665
2015-03,172.17102266960646
2015-04,174.09454024127768
2015-05,176.50153387875866
2015-06,168.84067768598976
2015-07,164.93661861824705
2015-08,149.85027865749774
2015-09,143.98183137183747
2015-10,158.58247311987313
2015-11,162.19917361011724
2015-12,157.56105484464288
2016-01,145.64251829858614
2016-02,142.41047961397638
2016-03,146.80102959506044
2016-04,148.51322306476416
2016-05,150.9745931134018
2016-06,151.65213473213626
2016-07,159.10331093264944
2016-08,162.90557867681167
2016-09,164.0569846266321
2016-10,167.8159944416311
2016-11,168.79637215358886
2016-12,168.65565500223192
2017-01,172.89045029577696
2017-02,179.93459585396312
2017-03,181.63958875022507
2017-04,181.38638553790992
2017-05,182.24203634312715
2017-06,182.11542995001952
2017-07,183.0149805624815
2017-08,182.8161479788639
2017-09,185.2810234021875
2017-10,196.80732853612233
2017-11,195.47810765713731
2017-12,197.63348379228495
2018-01,202.44345060834843
2018-02,199.55192618081352
2018-03,194.39133770530842
2018-04,199.24114653431522
2018-05,203.79481108863482
2018-06,195.93244816950204
2018-07,196.78827938990844
2018-08,196.92302446412285
2018-09,198.2675933913461
2018-10,183.32632882598642
2018-11,189.19128307212492
2018-12,179.09953068140774
2019-01,190.54444759365708
2019-02,194.29537121816887
2019-03,199.48843647384746
2019-04,203.25136448694323
2019-05,190.80873582155425
2019-06,196.78241795389593
2019-07,199.29840308655767
2019-08,195.5060180399973
2019-09,202.76818489266768
2019-10,207.41367009627984
2019-11,210.66144322216536
2019-12,216.7380663225077
2020-01,212.53257832241022
2020-02,202.67082796087004
2020-03,182.4113619267278
2020-04,196.4475541634088
2020-05,196.66689508185513
2020-06,204.37541625138348
2020-07,202.9462099300775
2020-08,210.7938625338387
2020-09,213.77009621887646
2020-10,217.6068357222913
2020-11,232.43081397313276
2020-12,240.43008204142777
2021-01,247.52754490690035
2021-02,251.07352537115293
2021-03,256.0219055800928
2021-04,252.54594311452541
2021-05,251.99146380881274
2021-06,259.3307791709891
2021-07,245.4472001766883
2021-08,252.88909548436433
2021-09,253.19815966603423
2021-10,252.5541777182715
2021-11,250.92970484536397
2021-12,252.23481319743368
2022-01,246.1199152003103
2022-02,240.9496785856872
2022-03,238.47024412030723
2022-04,235.2234659717739
2022-05,233.66591175181514
2022-06,225.84057181270722
2022-07,234.22202479685305
2022-08,235.3216777857593
2022-09,212.75045879861588
2022-10,204.80682992093483
2022-11,226.8066804781668
2022-12,218.7605042385276
2023-01,231.0882540184314
2023-02,223.01514840773388
2023-03,225.64024624433463
2023-04,219.39789808456348
2023-05,226.11609032224922
2023-06,228.08700340103735
