Date,ANDEAN
2022-04,4693.593449508226
2022-05,5221.753229841351
2022-06,4265.666462632342
2022-07,4705.842769382049
2022-08,4782.004097790084
2022-09,4476.816013192303
2022-10,4720.1043040186005
2022-11,4867.035057110824
2022-12,4569.784630655985
2023-01,4892.662752112279
2023-02,4739.92914410816
2023-03,4676.695297960744
2023-04,4577.950153922123
2023-05,4591.830286225086
2023-06,4920.408328102132
2023-07,5278.1421308726385
