Date,ANDEAN
2002-05,1000.0
2002-06,853.2018517240034
2002-07,831.3672977737899
2002-08,835.561703479868
2002-09,728.587457131919
2002-10,761.7476885102917
2002-11,802.3599753076165
2002-12,791.841054612533
2003-01,765.4844237977811
2003-02,763.0514847647331
2003-03,777.1996574901701
2003-04,873.0402651885399
2003-05,863.2884819228601
2003-06,902.2447284026222
2003-07,986.27471063551
2003-08,1066.6533826172147
2003-09,1095.7153144120216
2003-10,1209.0645349134645
2003-11,1180.4786512326123
2003-12,1203.9767222674589
2004-01,1160.8956284154715
2004-02,1254.4139256623262
2004-03,1233.0960311464378
2004-04,1190.383230462507
2004-05,1161.5607489906542
2004-06,1190.3542961826784
2004-07,1228.2592881783692
2004-08,1285.8028428260561
2004-09,1306.5671641867496
2004-10,1317.8989451176021
2004-11,1327.9619844439885
2004-12,1358.4219313197593
2005-01,1368.8871520751368
2005-02,1467.6866188300826
2005-03,1466.368358172964
2005-04,1474.5862943090945
2005-05,1573.0242687852735
2005-06,1704.2313594770922
2005-07,1817.864521798478
2005-08,1829.6058128107159
2005-09,2051.347503306797
2005-10,1930.7591614129353
2005-11,2062.8712358031435
2005-12,2067.8984203118466
2006-01,2149.485272066926
2006-02,2252.8987003367884
2006-03,2201.394078272485
2006-04,2201.8763764969135
2006-05,1954.9258976267067
2006-06,1939.371308330049
2006-07,2021.8372208687413
2006-08,2081.0866307316373
2006-09,2170.6849014992335
2006-10,2301.462446240497
2006-11,2319.2031033325648
2006-12,2442.0951383789493
2007-01,2581.9502621398046
2007-02,2551.017166937156
2007-03,2625.526982523051
2007-04,2851.864031457449
2007-05,2986.766772177024
2007-06,3147.8983088073114
2007-07,3205.085902465378
2007-08,3068.762820060787
2007-09,3097.3813144545024
2007-10,3358.129019137177
2007-11,3008.9786273512354
2007-12,2964.5396745264534
2008-01,2825.468480338014
2008-02,2947.4634930483394
2008-03,2914.214481004187
2008-04,3091.1778627645867
2008-05,3111.965427539608
2008-06,2799.0652448959245
2008-07,2804.598379720604
2008-08,2808.7669052783276
2008-09,2589.857202587466
2008-10,2043.9852460867578
2008-11,2091.6439534286314
2008-12,2051.7186939832177
2009-01,2247.0405133813692
2009-02,2203.363206353668
2009-03,2282.122583093699
2009-04,2476.0432602358806
2009-05,2767.540123179003
2009-06,2864.9408195111564
2009-07,3049.0107818463885
2009-08,3004.479314163333
2009-09,3304.3141239788315
2009-10,3178.9221932081136
2009-11,3344.468732817166
2009-12,3626.4861650181324
2010-01,3748.2555928284337
2010-02,3896.7783826667946
2010-03,3954.3767304782377
2010-04,4117.384292739052
2010-05,4427.487065022593
2010-06,4514.630834291741
2010-07,4733.552957465459
2010-08,5198.049505206473
2010-09,5301.299230656654
2010-10,5506.170539142193
2010-11,5656.233786346831
2010-12,5672.095012058259
2011-01,5107.28230363874
2011-02,4985.746848747528
2011-03,4981.407720822715
2011-04,5007.700806765499
2011-05,5196.567534632873
2011-06,5036.355092660194
2011-07,4952.774757846936
2011-08,4880.831473520916
2011-09,4404.631668433177
2011-10,4837.303124599048
2011-11,4662.206696180969
2011-12,4876.008956503891
2012-01,5249.067769777023
2012-02,5478.855069510924
2012-03,5555.476928289246
2012-04,5710.023417392081
2012-05,5514.291721333908
2012-06,5531.870128695643
2012-07,5688.980517078001
2012-08,5471.591177163378
2012-09,5558.724752192215
2012-10,5582.085461566932
2012-11,5460.371677593618
2012-12,5699.518013771362
2013-01,5767.744783199938
2013-02,5793.6123545241835
2013-03,5822.646102197558
2013-04,5405.045808849275
2013-05,5086.513731389994
2013-06,4825.04426812346
2013-07,4541.234135527027
2013-08,4537.552315527901
2013-09,4615.014820748694
2013-10,4663.555891335805
2013-11,4297.205404542251
2013-12,4209.827426951967
2014-01,3842.3699033279354
2014-02,3973.9772818744027
2014-03,4260.727784814048
2014-04,4353.299777393285
2014-05,4469.10513127998
2014-06,4513.199782508794
2014-07,4501.548152712445
2014-08,4635.949913778779
2014-09,4547.872434738835
2014-10,4507.0970613166555
2014-11,4331.393817539489
2014-12,4240.703312031929
2015-01,4289.289425034925
2015-02,4438.5113082782045
2015-03,4460.131715028302
2015-04,4655.879863818598
2015-05,4519.3074826374395
2015-06,4270.856984457959
2015-07,4003.7595628260756
2015-08,3657.8169855611827
2015-09,3513.5550705320193
2015-10,3773.8715998112198
2015-11,3555.7082281807097
2015-12,3454.886435143361
2016-01,3480.8772028787416
2016-02,3590.608070915524
2016-03,3873.130451958681
2016-04,4066.8179017570105
2016-05,3874.949499906142
2016-06,4189.99743489121
2016-07,4222.631433415995
2016-08,4185.336614997949
2016-09,4134.960136079006
2016-10,4410.752427325802
2016-11,4371.008162506382
2016-12,4463.43145016762
2017-01,4586.626120691881
2017-02,4699.102879766716
2017-03,4919.3978638577155
2017-04,4768.115487233134
2017-05,4745.265635049019
2017-06,4653.429224246888
2017-07,4812.124032777999
2017-08,5028.358423258704
2017-09,5119.345991851268
2017-10,5290.28427330634
2017-11,4839.203417148273
2017-12,5340.283323648001
2018-01,5587.295649708437
2018-02,5463.411860242923
2018-03,5418.827321799356
2018-04,5724.399286301956
2018-05,5539.984276724505
2018-06,5383.415639053204
2018-07,5507.47647258893
2018-08,5144.105292359369
2018-09,5298.171614176313
2018-10,4987.602224577989
2018-11,5024.477065928938
2018-12,4852.045452026538
2019-01,5391.2666876993335
2019-02,5434.191500011282
2019-03,5442.204427556204
2019-04,5362.30819859923
2019-05,4919.759758639115
2019-06,5275.028194598116
2019-07,5186.145074713172
2019-08,4559.06030472552
2019-09,4746.675079598756
2019-10,4558.673741692004
2019-11,4341.427910229993
2019-12,4669.582890844294
2020-01,4411.3287960337775
2020-02,3966.004921307847
2020-03,2953.495323427492
2020-04,3339.543383159942
2020-05,3262.2618617203293
2020-06,3372.7322241783604
2020-07,3473.5173082661076
2020-08,3324.697371614046
2020-09,3203.878023054722
2020-10,3215.028383245221
2020-11,3644.67473543594
2020-12,4031.4998134463813
2021-01,3839.535628561645
2021-02,4115.652040309457
2021-03,4270.821313553744
2021-04,3902.3377536865123
2021-05,3842.275885278251
2021-06,3852.7115148603175
2021-07,3684.1117117108693
2021-08,4026.6582336023043
2021-09,3892.2985820755425
2021-10,3973.4052290254144
2021-11,3947.8219200821513
2021-12,3789.825626954205
2022-01,4300.217309195936
2022-02,4522.481100183512
2022-03,5114.575038421961
