Date,AC EUROPE
2005-11,127.82357663382234
2005-12,132.2654154767813
2006-01,137.16836034045457
2006-02,140.02396771534725
2006-03,143.10839467447397
2006-04,144.86382506970753
2006-05,137.93360933372173
2006-06,139.080412504742
2006-07,141.69732283166204
2006-08,145.7069088787412
2006-09,148.12753734164193
2006-10,153.3831937166978
2006-11,153.2730129418165
2006-12,159.04442561564247
2007-01,162.13516658715787
2007-02,158.82712434706906
2007-03,163.51267462359218
2007-04,169.65190774546377
2007-05,175.04635136920928
2007-06,174.96409432113526
2007-07,169.47084879611904
2007-08,168.0514923978517
2007-09,169.5370069308961
2007-10,174.85073514677282
2007-11,167.0445951108348
2007-12,165.20004255727028
2008-01,145.62262415899363
2008-02,144.65759014757114
2008-03,139.00723380581752
2008-04,148.02779269604267
2008-05,150.19480602300936
2008-06,135.40532144628528
2008-07,132.47078303116217
2008-08,134.1438619703366
2008-09,119.03226995925706
2008-10,102.97056308754058
2008-11,95.5547635637135
2008-12,91.56217538737575
2009-01,88.23771432269143
2009-02,80.1178264558535
2009-03,82.26648072477526
2009-04,94.40518271777587
2009-05,99.77817540887885
2009-06,98.47805700483877
2009-07,107.78442060159526
2009-08,113.11899131588477
2009-09,116.4581256225916
2009-10,114.25033661532267
2009-11,115.5280441030601
2009-12,122.86705527927636
2010-01,119.79161869240028
2010-02,119.33608093440971
2010-03,128.5066544359212
2010-04,127.60674716854241
2010-05,121.72025156445382
2010-06,120.85012010469715
2010-07,126.97426173422149
2010-08,125.40392965666567
2010-09,129.50545362089957
2010-10,132.75692657588056
2010-11,131.25629969883093
2010-12,138.06324820633986
2011-01,140.3068889307417
2011-02,143.93060518483233
2011-03,139.44853720737592
2011-04,143.94740621239978
2011-05,143.69409203197102
2011-06,139.91593303939652
2011-07,136.6677234658558
2011-08,122.50056693641761
2011-09,116.50452740772856
2011-10,125.7700750140701
2011-11,124.59893625315783
2011-12,126.67129458311064
2012-01,132.17073030039307
2012-02,137.71711298510485
2012-03,137.3301209244352
2012-04,135.21292640913177
2012-05,126.86246067071369
2012-06,133.7105542484262
2012-07,139.42848829327204
2012-08,142.1209467575594
2012-09,143.52113826489912
2012-10,144.43823595984563
2012-11,147.51210276929513
2012-12,149.89355386525258
2013-01,153.97247720300288
2013-02,155.3523642771317
2013-03,157.81815588399874
2013-04,160.28749561314433
2013-05,163.49902121073129
2013-06,155.03511825656295
2013-07,162.62323481615107
2013-08,161.62229717700492
2013-09,168.94407374836265
2013-10,175.476571414905
2013-11,176.94820742891866
2013-12,178.401235760021
2014-01,174.86373663466136
2014-02,182.89664718390864
2014-03,181.65217879127997
2014-04,184.90075978439205
2014-05,190.4322225695993
2014-06,189.83824292452604
2014-07,186.76455533635016
2014-08,190.41332376728536
2014-09,190.95382738532862
2014-10,187.56247148579712
2014-11,193.02221384325043
2014-12,189.49738727063885
2015-01,202.9784626968122
2015-02,217.26785943210157
2015-03,221.02238658901535
2015-04,221.846490989227
2015-05,225.0602528709328
2015-06,214.76707289888898
2015-07,222.83182155974515
2015-08,204.07713878936298
2015-09,195.34287509863105
2015-10,211.45049146483075
2015-11,217.0042457474916
2015-12,205.32851051788376
2016-01,192.8021107945744
2016-02,188.83723133557947
2016-03,192.05198910095407
2016-04,196.14275228689792
2016-05,200.55793974786496
2016-06,192.3837959954114
2016-07,198.97641396239052
2016-08,200.4926446495448
2016-09,200.50158018577764
2016-10,199.19389337627564
2016-11,201.47406421795023
2016-12,213.57594856743367
2017-01,212.7702994901611
2017-02,218.76143633818077
2017-03,226.15444250912736
2017-04,230.2967741091608
2017-05,233.78196230664614
2017-06,228.10095729329876
2017-07,227.43316665407178
2017-08,226.2078011197049
2017-09,234.6505166989094
2017-10,239.22480699696953
2017-11,234.27044598349184
2017-12,236.47887026018336
2018-01,240.6743122091432
2018-02,231.71024874197585
2018-03,226.93042408896255
2018-04,237.12011135017383
2018-05,237.6984770705972
2018-06,236.1515830320288
2018-07,243.55935423174117
2018-08,237.72832966082754
2018-09,239.52450525991947
2018-10,227.00226673245902
2018-11,225.3562374193071
2018-12,213.09876686648144
2019-01,226.72684654253248
2019-02,235.6819911347082
2019-03,240.53706935690903
2019-04,249.88142376325973
2019-05,238.70483950695484
2019-06,249.4473534848103
2019-07,250.48362373337207
2019-08,246.57436896465924
2019-09,255.95572145987418
2019-10,258.497253670316
2019-11,265.3293604116215
2019-12,271.10631434414523
2020-01,267.62557441496995
2020-02,244.44842613149942
2020-03,208.84486521208177
2020-04,222.18659380569946
2020-05,229.21732944711567
2020-06,236.00560034841308
2020-07,232.75904373829823
2020-08,239.35304797592295
2020-09,235.67721741289304
2020-10,223.610993916813
2020-11,255.21648835427436
2020-12,261.76661009640566
2021-01,259.7691767082673
2021-02,266.2990931594927
2021-03,283.6610615962708
2021-04,289.6257553513819
2021-05,297.99729308776557
2021-06,303.4787233676035
2021-07,309.0075440761558
2021-08,315.4636969210763
2021-09,307.0498199707591
2021-10,321.3733396058205
2021-11,312.73005892384566
2021-12,329.2126740941305
2022-01,318.61619706397624
2022-02,305.12500172770785
2022-03,304.7102735863157
2022-04,303.17337957152506
2022-05,301.3644775309291
2022-06,278.12126554532296
2022-07,299.1881280327619
2022-08,284.625836113649
2022-09,266.7451485491066
2022-10,283.62172799772577
2022-11,303.36839825710445
2022-12,293.0310946682677
2023-01,312.78185170950354
2023-02,318.498818836428
2023-03,318.38343378701774
2023-04,326.87326804962964
2023-05,319.48232016516704
2023-06,327.3472572781461
2023-07,334.2318719094028
