Date,AC EUROPE
1998-12,100.0
1999-01,102.88592453408756
1999-02,103.85571326469949
1999-03,106.83099711613578
1999-04,112.41240740424392
1999-05,108.77962274568642
1999-06,111.88098723101315
1999-07,108.98287472914409
1999-08,111.59531701696476
1999-09,109.89820396982293
1999-10,115.3772089474542
1999-11,123.80552425399237
1999-12,137.47020038558898
2000-01,130.9900402356646
2000-02,139.9681567302553
2000-03,144.20781402948396
2000-04,144.8220950975064
2000-05,141.0697109882019
2000-06,139.11142845305267
2000-07,141.63762743478264
2000-08,145.76107837001612
2000-09,139.99206482103114
2000-10,144.5731241185563
2000-11,134.78449145604284
2000-12,133.75314822260003
2001-01,135.24125611789916
2001-02,124.55288267637209
2001-03,119.9471963677752
2001-04,128.3473380531954
2001-05,127.90517416727155
2001-06,123.26154626510252
2001-07,119.40484959284542
2001-08,112.08014713813797
2001-09,100.55266337927706
2001-10,105.04337096280236
2001-11,110.01667762540256
2001-12,113.54816857943256
2002-01,111.5073920098114
2002-02,110.81819627553016
2002-03,115.936817475045
2002-04,111.58267937430838
2002-05,107.40472877384607
2002-06,98.0256641665494
2002-07,87.81008628292822
2002-08,87.81947847137178
2002-09,75.78104146790656
2002-10,82.93418259667453
2002-11,86.64867414859893
2002-12,79.14657533909431
2003-01,73.73679501307443
2003-02,71.13212934296928
2003-03,69.19219275704049
2003-04,76.9405106918288
2003-05,77.87772130563287
2003-06,80.59141910110745
2003-07,83.85824355895092
2003-08,85.97410284034794
2003-09,82.73746186949147
2003-10,88.34487176835044
2003-11,89.29459207710325
2003-12,91.87307600731664
2004-01,94.41135816145743
2004-02,97.24806753285728
2004-03,95.48387081425398
2004-04,96.99295667919961
2004-05,96.8131865764304
2004-06,98.52796416799845
2004-07,96.8506621632532
2004-08,96.10271875923281
2004-09,97.87035074242374
2004-10,99.05099774335555
2004-11,101.69457861263562
2004-12,103.67628065470987
2005-01,106.1859726248698
2005-02,109.68455137215429
2005-03,109.07152849709851
2005-04,107.14195994509498
2005-05,112.61664145624361
2005-06,116.59547695019374
2005-07,120.6106576228564
2005-08,121.13407361627607
2005-09,126.84672903955023
2005-10,123.50404497997533
