Date,AC PACIFIC ex JAPAN
2018-04,549.5415206613922
2018-05,565.5858349942663
2018-06,543.3029711309181
2018-07,545.7922838064352
2018-08,541.8178907218395
2018-09,539.3230284314463
2018-10,494.57538545433306
2018-11,514.4261478164453
2018-12,494.312591032391
2019-01,532.7654511850266
2019-02,550.4045319043006
2019-03,563.1455986613
2019-04,574.9383080601768
2019-05,534.2102875419276
2019-06,559.8300032876213
2019-07,567.5132057551715
2019-08,548.0245163406474
2019-09,562.9434135351236
2019-10,572.2006609042892
2019-11,581.943741202943
2019-12,607.4077453462038
2020-01,590.8063749603788
2020-02,572.6382210013203
2020-03,498.86241992960714
2020-04,546.2706754068846
2020-05,537.3502132216096
2020-06,576.6695822894083
2020-07,590.2019942543623
2020-08,606.1416526393108
2020-09,602.6633813573114
2020-10,621.9697382260734
2020-11,661.0363936237308
2020-12,687.3450192874109
2021-01,720.6902890336851
2021-02,728.6239012327877
2021-03,733.6135171392013
2021-04,739.2718269216776
2021-05,733.351174431172
2021-06,754.4387447587505
2021-07,698.9007001214276
2021-08,710.3824775923486
2021-09,690.4201743355434
2021-10,705.7645556853968
2021-11,693.4757732029243
2021-12,697.977808326053
2022-01,677.2846859294717
2022-02,671.1505800559896
2022-03,669.3985449666171
2022-04,664.9785813073022
2022-05,661.9765731762321
2022-06,640.8460747425739
2022-07,649.3500580354852
2022-08,653.1263220326349
2022-09,579.7761759297007
2022-10,543.831813553674
2022-11,625.9280424989388
2022-12,606.2335189237888
2023-01,657.9565741352607
2023-02,626.252268449731
2023-03,629.9175723702003
2023-04,604.4222707951186
2023-05,606.3901326159814
2023-06,609.8643510601146
2023-07,641.3607775802043
