Date,AC PACIFIC ex JAPAN
1998-12,100.0
1999-01,103.46593813024671
1999-02,104.94932544973224
1999-03,115.743361289158
1999-04,140.122234401038
1999-05,133.76701969101805
1999-06,153.5036139997986
1999-07,143.9771965430291
1999-08,145.20573099897737
1999-09,135.72409709404812
1999-10,141.35075621308465
1999-11,160.2811075508748
1999-12,172.07943167171385
2000-01,171.5960429835352
2000-02,166.5483583461268
2000-03,173.07250050118475
2000-04,169.6681400563944
2000-05,155.1756371074622
2000-06,160.62479681161588
2000-07,159.28520261116233
2000-08,164.73189730977293
2000-09,149.6785906781
2000-10,144.2410723807522
2000-11,136.185298702143
2000-12,127.26772068216334
2001-01,142.49058861089915
2001-02,137.22340873333576
2001-03,127.80944223940202
2001-04,131.69231969814257
2001-05,137.26373745500393
2001-06,136.65942456699543
2001-07,126.7862666722596
2001-08,121.01228114016692
2001-09,102.6833011866347
2001-10,110.31356886691667
2001-11,124.2543240687996
2001-12,132.86223071190165
2002-01,141.4259488304404
2002-02,141.27118208386366
2002-03,148.6792901421088
2002-04,144.85447566436957
2002-05,140.55432083834472
2002-06,126.1709666895571
2002-07,120.6203020521885
2002-08,120.04804749018332
2002-09,108.32326011602241
2002-10,113.9414692384604
2002-11,118.1062249801237
2002-12,106.52576339409322
2003-01,105.65980309569356
2003-02,101.93635617011383
2003-03,99.46456506461911
2003-04,102.53732643525998
2003-05,103.59651286478022
2003-06,111.54390333502893
2003-07,119.26054282336513
2003-08,128.85955324811394
2003-09,123.76347320363217
2003-10,134.36592731946288
2003-11,129.1698702586333
2003-12,130.7435565864687
2004-01,138.14072393664003
2004-02,143.74334639523545
2004-03,144.49056284729875
2004-04,139.47598369697758
2004-05,135.29634805045717
2004-06,135.11878297452736
2004-07,134.61139719011175
2004-08,138.62283579124812
2004-09,142.0941015201413
2004-10,142.28768068952442
2004-11,147.97144116482767
2004-12,149.4681668251571
2005-01,157.0879971783037
2005-02,163.22860307971814
2005-03,159.28249802597284
2005-04,158.47182572992912
2005-05,167.99075056208162
2005-06,177.48829388451279
2005-07,185.86003199197782
2005-08,180.45525223698937
2005-09,194.85728918486058
2005-10,183.968957067608
2005-11,197.83764550459102
2005-12,206.75768250794152
2006-01,215.12224118153904
2006-02,217.71614122573757
2006-03,216.40914785165046
2006-04,224.15865826827581
2006-05,205.90271834080852
2006-06,206.49064854454224
2006-07,207.9909951471688
2006-08,213.64471376830187
2006-09,219.28191497498003
2006-10,227.44823875543656
2006-11,233.52111861420312
2006-12,244.3959825449473
2007-01,245.6520278858128
2007-02,245.73417029154925
2007-03,252.00411202473393
2007-04,256.8267846890643
2007-05,271.44675138033546
2007-06,282.80357624496685
2007-07,291.53448676029063
2007-08,288.8565548730432
2007-09,312.1007821395564
2007-10,334.8910523756002
2007-11,301.3498789460676
2007-12,296.4136578886871
2008-01,256.37698700629267
2008-02,264.53736158823506
2008-03,239.94530231868234
2008-04,263.7058652290666
2008-05,261.6366295172441
2008-06,233.29462825977475
2008-07,227.97498280891082
2008-08,226.04910673915182
2008-09,197.5392230612518
2008-10,165.92972686377425
2008-11,155.86177074793832
2008-12,155.03433969595477
2009-01,154.76893070377656
2009-02,147.67009589819946
2009-03,162.55034618351533
2009-04,187.2045454656472
2009-05,197.71496169266868
2009-06,201.9538643614115
2009-07,225.01366314300503
2009-08,221.97004152092504
2009-09,238.6622454558961
2009-10,236.3394137205197
2009-11,237.65804489727043
2009-12,257.65163215810344
2010-01,248.99411120657112
2010-02,256.9478436928335
2010-03,278.322938977167
2010-04,286.8713180348619
2010-05,276.880452198203
2010-06,278.42439308606015
2010-07,282.9840721611478
2010-08,285.33237635530327
2010-09,296.3157932356807
2010-10,299.21883251735863
2010-11,314.4990322213196
2010-12,325.69419731794665
2011-01,317.9686456119818
2011-02,310.35913381651454
2011-03,316.31443957032224
2011-04,317.0078749421571
2011-05,320.2156374328863
2011-06,310.35943662492014
2011-07,314.9672015655045
2011-08,288.76182830387154
2011-09,266.32220534056273
2011-10,291.13886806000835
2011-11,279.82930156438687
2011-12,291.55676860253214
2012-01,316.701890106959
2012-02,326.31560807015086
2012-03,318.4352225613103
2012-04,323.2765007660318
2012-05,310.34666040197465
2012-06,313.82067755851705
2012-07,336.9927191797879
2012-08,327.9861590365235
2012-09,338.4003795675637
2012-10,338.63096763274973
2012-11,344.7736463557948
2012-12,351.3799450989076
2013-01,349.8403287150958
2013-02,368.8492781918377
2013-03,369.1946450291334
2013-04,368.39462687841035
2013-05,358.50083734071654
2013-06,336.7309047259743
2013-07,337.7594627728144
2013-08,339.94829377920155
2013-09,350.20480657099097
2013-10,363.79176132175076
2013-11,360.0267149544254
2013-12,350.2942783831639
2014-01,339.49885084942736
2014-02,346.851277473946
2014-03,352.28721268489767
2014-04,354.3436039477373
2014-05,370.1924493772534
2014-06,374.7325681502843
2014-07,397.778245809383
2014-08,406.7855766937782
2014-09,391.7132238459616
2014-10,405.4136384513183
2014-11,401.2952412633806
2014-12,406.0334782480644
2015-01,439.9175522963827
2015-02,457.18483198964304
2015-03,477.65179212271954
2015-04,488.77591414230983
2015-05,484.5457581220463
2015-06,456.9577251525368
2015-07,435.451479590188
2015-08,385.42245804166095
2015-09,377.1653301448472
2015-10,411.9195332857013
2015-11,420.86590403637797
2015-12,409.91940041154913
2016-01,378.9657180277443
2016-02,376.1427698965396
2016-03,399.724429145736
2016-04,397.27856464234816
2016-05,401.261144120317
2016-06,411.2807766865
2016-07,431.4960976326033
2016-08,442.7225787708904
2016-09,447.7302506997208
2016-10,450.9231729808649
2016-11,457.700579424081
2016-12,455.09934470117753
2017-01,470.48737667686504
2017-02,494.05252816864106
2017-03,504.80303083267563
2017-04,503.472002408704
2017-05,500.9976506921895
2017-06,504.6431584518821
2017-07,512.6847089366037
2017-08,514.7103192123948
2017-09,517.7453511535342
2017-10,545.3150848526592
2017-11,536.6781559053351
2017-12,548.7661069917709
2018-01,566.0595841726736
2018-02,551.8975632630862
2018-03,535.8672066823563
