Date,EU
2009-06,96.00790948587796
2009-07,105.03405620638954
2009-08,110.3553579218096
2009-09,113.40407289749244
2009-10,110.7979329738842
2009-11,112.27074300501003
2009-12,119.14251506227993
2010-01,115.42829625926032
2010-02,114.62947675527629
2010-03,123.34001891935073
2010-04,122.61825797543554
2010-05,116.76047777606092
2010-06,115.26596068567903
2010-07,122.08066336280311
2010-08,119.53606195690202
2010-09,124.41581143766932
2010-10,127.85706058365612
2010-11,125.41394714801172
2010-12,131.66632151368594
2011-01,134.8612850264241
2011-02,138.0853642628347
2011-03,133.53205628256555
2011-04,137.92684705348506
2011-05,136.93385163306684
2011-06,133.75411211706555
2011-07,129.74260907414077
2011-08,115.76823942679455
2011-09,110.61046965320905
2011-10,119.81018540239637
2011-11,118.72735361325583
2011-12,120.55292787969225
2012-01,125.74892026670688
2012-02,130.87246156470266
2012-03,130.26180684713617
2012-04,128.03810871018936
2012-05,120.15637365956026
2012-06,126.82748249505512
2012-07,131.8767059056178
2012-08,134.95473209325834
2012-09,136.21274001153657
2012-10,136.99600496350007
2012-11,139.80984556489724
2012-12,142.24896830749216
2013-01,145.53048702263976
2013-02,146.08039618924929
2013-03,147.98298204781065
2013-04,150.59631622578289
2013-05,154.5424703408317
2013-06,146.00906267226844
2013-07,154.29031242607667
2013-08,153.47787428726573
2013-09,160.44436840688482
2013-10,167.034365767915
2013-11,169.02544674500268
2013-12,170.96191876025503
2014-01,167.50035367366763
2014-02,175.68385086198674
2014-03,174.00398429780782
2014-04,177.53828578821808
2014-05,182.21289268078834
2014-06,181.57611459534715
2014-07,178.77068966818916
2014-08,181.8552941025637
2014-09,182.28681385820965
2014-10,178.4766266534253
2014-11,184.22308550292163
2014-12,181.67226419297495
2015-01,194.35019178728726
2015-02,208.3524586929022
2015-03,211.24012328956837
2015-04,211.5440155237867
2015-05,214.16063463896663
2015-06,204.71942193127845
2015-07,212.49464188680895
2015-08,194.58333725331448
2015-09,186.18662637135287
2015-10,202.3681910514468
2015-11,208.10268906374668
2015-12,196.09429133439477
2016-01,184.15951743597472
2016-02,180.1673307857152
2016-03,183.5008017371941
2016-04,186.94460316775329
2016-05,191.43200335442737
2016-06,182.08398097619806
2016-07,189.13735242824913
2016-08,190.74847845157768
2016-09,190.6075788090938
2016-10,189.8709597514216
2016-11,191.97185992833738
2016-12,203.60924800126026
2017-01,202.22367430303098
2017-02,208.20398985002598
2017-03,215.8738756532863
2017-04,219.94849592914503
2017-05,223.574899304351
2017-06,217.88506443494802
2017-07,217.64317489514406
2017-08,216.39048605413123
2017-09,224.97063355093908
2017-10,230.17204173950552
2017-11,224.8329814616433
2017-12,226.7898412379875
2018-01,230.89546998676337
2018-02,221.966050940719
2018-03,217.7439068943037
2018-04,229.04949291059094
2018-05,229.48164399194266
2018-06,227.41166680598866
2018-07,233.68356443677666
2018-08,227.2971321205937
2018-09,228.37213698130975
2018-10,214.93922326445733
2018-11,213.05199963482679
2018-12,201.74444042962622
2019-01,214.39240196088898
2019-02,222.91070331373325
2019-03,226.9971572590428
2019-04,236.57898585096552
2019-05,223.50465625147518
2019-06,233.3723567911456
2019-07,233.61560932459494
2019-08,229.01803886620357
2019-09,238.45933532467075
2019-10,241.31403582897642
2019-11,247.97391106010406
2019-12,252.83901770303538
2020-01,248.22556090995886
2020-02,229.11513287064002
2020-03,191.79209016147254
2020-04,204.9600834333172
2020-05,215.2903978060014
2020-06,224.9027611802176
2020-07,223.6288876848689
2020-08,231.52594679119628
2020-09,228.48904168907148
2020-10,216.45150155848384
2020-11,251.43891643849224
2020-12,256.7549173256405
2021-01,254.10343545499708
2021-02,262.3555162336239
2021-03,279.89181134619986
2021-04,286.5679498104086
2021-05,294.50818342644357
2021-06,298.2945110677254
2021-07,303.9497426341876
2021-08,311.0587424445988
2021-09,300.758955564947
2021-10,314.1911813191312
2021-11,303.73893502641215
2021-12,318.84628539528615
2022-01,305.01079610118313
2022-02,289.10588883768696
2022-03,289.7473726512786
2022-04,284.89187635320764
2022-05,285.4094616846273
2022-06,259.66360229057653
2022-07,280.8300478788642
2022-08,265.3519643849617
2022-09,247.8063588985407
2022-10,267.3202518123175
2022-11,289.2363024823012
2022-12,280.48348515230015
2023-01,304.3939333710383
2023-02,311.05121654607774
2023-03,313.36228932530656
2023-04,319.2128594786738
2023-05,312.21371489695144
2023-06,322.85420122963836
2023-07,328.4512734109168
