Date,EU
1998-12,100.0
1999-01,103.04112585013483
1999-02,104.06819473105392
1999-03,107.15965755770189
1999-04,113.0496681863273
1999-05,109.37108251388044
1999-06,112.89438739213483
1999-07,109.53508628891146
1999-08,112.44582132697798
1999-09,110.72079754357283
1999-10,116.48008933849019
1999-11,125.32145206852132
1999-12,139.6679138988071
2000-01,133.41942128720888
2000-02,143.6266864872877
2000-03,147.23150708380703
2000-04,147.52831044965816
2000-05,143.116418185289
2000-06,141.09601461952468
2000-07,143.39217575184264
2000-08,147.59793367170056
2000-09,142.04455231401508
2000-10,146.31779643138037
2000-11,135.67433380382576
2000-12,134.26491480263633
2001-01,135.899713087694
2001-02,125.03652880962963
2001-03,120.69835694661214
2001-04,129.5876606125428
2001-05,128.49884371689734
2001-06,123.91331069408771
2001-07,120.33740842928046
2001-08,112.63487921338513
2001-09,100.43114291337005
2001-10,105.17918734383268
2001-11,110.28885298153436
2001-12,113.80154087887242
2002-01,111.5989233781717
2002-02,110.65712148055277
2002-03,115.53903931007252
2002-04,110.61472301318018
2002-05,105.93136959125493
2002-06,96.83617196535792
2002-07,86.80754633274609
2002-08,86.8139379658704
2002-09,74.09800368117817
2002-10,81.75834719819217
2002-11,85.62409512936071
2002-12,78.11476002785703
2003-01,72.6330085124679
2003-02,70.2139322230951
2003-03,68.2529844387109
2003-04,75.99095169011053
2003-05,76.87925634370292
2003-06,79.66128343535364
2003-07,82.73732499739303
2003-08,84.73638170972596
2003-09,81.31102886996419
2003-10,87.31738191667974
2003-11,88.17839180497437
2003-12,90.71456165484189
2004-01,93.0399965996768
2004-02,95.9632246752206
2004-03,93.94781233820325
2004-04,95.37855565758156
2004-05,95.34629451695162
2004-06,97.16638693328952
2004-07,95.591364565681
2004-08,94.91130403241901
2004-09,96.71844059598735
2004-10,98.06706827124357
2004-11,100.74593350191005
2004-12,102.72509568086215
2005-01,105.30108711473076
2005-02,108.59511516433719
2005-03,108.06597283813554
2005-04,105.89675412087615
2005-05,111.26479945061942
2005-06,115.33031135643006
2005-07,118.95115045441291
2005-08,119.3359541363843
2005-09,124.64379082660085
2005-10,120.86836172330244
2005-11,124.68348114063622
2005-12,129.19866645677843
2006-01,133.75903378515477
2006-02,136.5760137420564
2006-03,139.86191008985912
2006-04,141.19541151501025
2006-05,134.87666787488274
2006-06,136.14004974115213
2006-07,138.37297725390513
2006-08,142.3999356553239
2006-09,145.156504550608
2006-10,150.51468166896794
2006-11,150.15321961421046
2006-12,155.9826034272969
2007-01,158.9177033538054
2007-02,156.04931344523894
2007-03,160.7388871275347
2007-04,167.00568989950304
2007-05,173.18728617088996
2007-06,173.02448651278894
2007-07,167.03499199576643
2007-08,165.8093882282318
2007-09,167.03138177568874
2007-10,172.44826082345676
2007-11,164.01081847955692
2007-12,162.10809962004342
2008-01,142.81807283382375
2008-02,141.21320599410666
2008-03,135.81999893176436
2008-04,145.1319161792734
2008-05,146.44817310352073
2008-06,131.37526601674026
2008-07,128.89274188621
2008-08,130.9307329801384
2008-09,116.08916868196951
2008-10,99.7412404678249
2008-11,93.28364759602523
2008-12,89.20985207084296
2009-01,85.96217868051312
2009-02,77.93206568069715
2009-03,79.65157255420908
2009-04,91.96362044000463
2009-05,96.98661314789219
