Date,EUROPE ex UK
2007-08,173.77506955896766
2007-09,176.19487446195743
2007-10,180.17375583358316
2007-11,173.87082383408224
2007-12,172.28164695881568
2008-01,151.21209475597456
2008-02,150.72298947219457
2008-03,146.78780576609591
2008-04,155.2530665157162
2008-05,157.5490596540074
2008-06,140.21593282962073
2008-07,138.36215505904588
2008-08,140.40442017828065
2008-09,124.83934306145761
2008-10,107.44549045463651
2008-11,99.87052702781239
2008-12,99.58322971464241
2009-01,93.84310241495608
2009-02,84.25647398926694
2009-03,87.47483311656191
2009-04,100.72320674949191
2009-05,105.35304346515025
2009-06,103.94880029656143
2009-07,114.28506110847226
2009-08,120.46884917942393
2009-09,124.80235737474372
2009-10,120.84549973954283
2009-11,122.26815929059543
2009-12,129.22657388964942
2010-01,124.83147540252689
2010-02,124.29472907095906
2010-03,133.93197689237277
2010-04,131.83026722265942
2010-05,125.00930336053129
2010-06,125.30116534548314
2010-07,131.26371653288618
2010-08,128.48886043718997
2010-09,134.0190055853848
2010-10,137.60672885391097
2010-11,133.90441231074144
2010-12,141.57826589414452
2011-01,145.40884667841277
2011-02,148.40896620876794
2011-03,144.4789748583982
2011-04,150.18554170900367
2011-05,149.54384964718201
2011-06,146.19574278872537
2011-07,140.13513286996277
2011-08,123.97785850275585
2011-09,116.973215350833
2011-10,126.17983510060269
2011-11,123.6419783931517
2011-12,125.11476052983662
2012-01,130.74985870218893
2012-02,136.91634331211736
2012-03,137.31111685612274
2012-04,132.73394039701608
2012-05,124.45934632735111
2012-06,131.55817431863593
2012-07,137.09790652721756
2012-08,140.65534810340532
2012-09,142.39846456035542
2012-10,144.09597645163507
2012-11,148.23368383391139
2012-12,150.96196219093312
2013-01,156.7823704049464
2013-02,158.1320890842277
2013-03,159.66674436080802
2013-04,163.7217347108396
2013-05,167.3415513395145
2013-06,159.18261609039854
2013-07,167.9453337702067
2013-08,166.27021311925745
2013-09,174.9799964044448
2013-10,182.37607355152096
2013-11,184.4647916391924
2013-12,185.94542489453795
2014-01,183.09256534742212
2014-02,192.13765835938378
2014-03,192.6982612484584
2014-04,194.8909195103447
2014-05,200.42615046900391
2014-06,198.9566924171195
2014-07,193.50916543365372
2014-08,197.45253273221923
2014-09,199.64873924145
2014-10,195.7243057897048
2014-11,203.72604317464717
2014-12,199.383546500246
2015-01,214.84908483351165
2015-02,229.7487241703033
2015-03,237.41377556428208
2015-04,235.2676833999666
2015-05,238.48279334062076
2015-06,228.0964351354687
2015-07,238.68937867687612
2015-08,218.94712360977982
2015-09,209.35640918306038
2015-10,226.6053122574067
2015-11,233.18036567960132
2015-12,222.26351496086357
2016-01,207.93346980882967
2016-02,202.66143307634658
2016-03,206.7777903836732
2016-04,210.35558778471457
2016-05,215.63798844722893
2016-06,205.80451553108523
2016-07,214.33890742491968
2016-08,215.99434014543283
2016-09,215.8325790800223
2016-10,215.82346111067815
2016-11,215.9676240756234
2016-12,229.6271269830765
2017-01,229.5155331621089
2017-02,235.4985601264114
2017-03,246.01239485474025
2017-04,251.93454091323036
2017-05,256.70913987001325
2017-06,251.25925912976453
2017-07,250.72339892932771
2017-08,249.6124356977189
2017-09,259.3500828019058
2017-10,264.33157977500156
2017-11,258.985311287483
2017-12,257.794173077227
2018-01,264.2278319226998
2018-02,254.5982182293085
2018-03,248.9877708656027
2018-04,259.0909255107489
2018-05,257.57475963967016
2018-06,256.21117855604933
2018-07,266.6942502432495
2018-08,262.1753483663445
2018-09,262.24684043721396
2018-10,247.44116493617824
2018-11,246.065004344357
2018-12,231.7520476403884
2019-01,245.74099659564365
2019-02,255.94498257061593
2019-03,261.085477200545
2019-04,272.7900053886371
2019-05,260.66861778703174
2019-06,273.9577177824025
2019-07,274.70616346681567
2019-08,272.96943763538263
2019-09,281.91859236627386
2019-10,284.77761995243077
2019-11,292.3127985734079
2019-12,297.14119620418097
2020-01,294.8171792564967
2020-02,272.6388272462591
2020-03,235.21893089329438
2020-04,250.62636669676385
2020-05,261.1155481710474
2020-06,271.31900969077145
2020-07,269.5515834456221
2020-08,277.96722696906096
2020-09,275.4001192276196
2020-10,261.22004889212036
2020-11,297.88709656256674
2020-12,304.34969555013936
2021-01,301.0510166672846
2021-02,307.72405166877456
2021-03,328.3487111508718
2021-04,335.84828758558984
2021-05,345.2171495366689
2021-06,352.291598718485
2021-07,359.8486546365009
2021-08,367.6477789017285
2021-09,354.0183024393726
2021-10,371.18621832362663
2021-11,362.24543180542065
2021-12,381.54003844590676
2022-01,363.29464971616267
2022-02,348.4733849935446
2022-03,351.6971698294004
2022-04,347.86364490883795
2022-05,345.04607146275305
2022-06,316.9597997260469
2022-07,342.43314322281515
2022-08,324.98239501353277
2022-09,304.80251926609077
2022-10,324.9331274457296
2022-11,347.9649329704512
2022-12,336.3013341997
2023-01,361.43388624059435
2023-02,366.94436837331796
2023-03,370.5163431191511
2023-04,379.2820672903861
2023-05,371.4959039258792
2023-06,381.54269963840244
2023-07,388.79993311274154
