Date,EM EUROPE
1998-12,100.0
1999-01,110.6840095486735
1999-02,117.39940687631226
1999-03,123.89698521846998
1999-04,137.30323348812968
1999-05,143.18371503080542
1999-06,147.34303247927994
1999-07,152.44405493306795
1999-08,157.26180836414915
1999-09,157.26161056311125
1999-10,159.2471396993238
1999-11,176.38848591519
1999-12,215.53366680258634
2000-01,214.20229685317634
2000-02,221.88056438957875
2000-03,225.66019181460265
2000-04,228.68011913908717
2000-05,216.11746934916857
2000-06,193.5353075487743
2000-07,196.93151261041362
2000-08,193.96132296327903
2000-09,185.56517036066302
2000-10,186.39770066607727
2000-11,144.3489865392306
2000-12,150.3939790556707
2001-01,159.39661750287988
2001-02,135.57911042237114
2001-03,130.65365483612976
2001-04,147.14159009009532
2001-05,149.53286280507618
2001-06,142.36811274954067
2001-07,123.5873697196034
2001-08,118.69564242177553
2001-09,99.13101714382174
2001-10,116.69377511168219
2001-11,131.1432050372474
2001-12,144.63448776285398
2002-01,163.00605380253901
2002-02,146.6489520637442
2002-03,160.83708750444242
2002-04,165.79884655331603
2002-05,157.3996795608222
2002-06,131.67458574810047
2002-07,123.38844446573246
2002-08,127.4276726202683
2002-09,122.26270627242764
2002-10,133.3714247684206
2002-11,143.15963083944362
2002-12,128.25126195132069
2003-01,122.00362142403422
2003-02,128.64109184525122
2003-03,117.8697868629313
2003-04,137.79601828467327
2003-05,145.94417539170757
2003-06,152.13020756050915
2003-07,151.37710856495073
2003-08,175.33455164306562
2003-09,174.49713312608986
2003-10,174.25394332948488
2003-11,170.6153252662115
2003-12,181.48668491495096
2004-01,190.48977622378982
2004-02,206.2638653768972
2004-03,228.09886582277036
2004-04,205.3723455765407
2004-05,195.32188647710208
2004-06,200.23038650538257
2004-07,197.8848123812733
2004-08,207.53475819642404
2004-09,219.21740309218654
2004-10,226.92714676697935
2004-11,221.8616489940756
2004-12,229.68594190988682
2005-01,244.4611282807562
2005-02,274.44034644170506
2005-03,252.1038044949827
2005-04,240.68387250431866
2005-05,258.28682021158363
2005-06,279.8135669026678
2005-07,307.43026359128595
2005-08,332.749249741196
2005-09,379.8658122663624
2005-10,350.6807029948412
2005-11,385.70973413035273
2005-12,400.1156801084454
2006-01,445.5859525078904
2006-02,476.03926887094605
2006-03,457.32373463880157
2006-04,485.2269469302773
2006-05,412.77597300851147
2006-06,416.53711068639495
2006-07,441.75363518780165
2006-08,449.9803678284283
2006-09,429.89821515809325
2006-10,448.8070865602969
2006-11,469.80332052940275
2006-12,488.82721110312724
2007-01,481.53648304510943
2007-02,464.2090829736328
2007-03,486.1896160437358
2007-04,480.79959648232364
2007-05,472.60054274599264
2007-06,506.94682405840206
2007-07,523.4567305903037
2007-08,502.12135760551826
2007-09,525.0280551848623
2007-10,567.7334517380757
2007-11,554.2420119721016
2007-12,574.7179477905189
2008-01,475.3159107078581
2008-02,492.04694328971067
2008-03,459.96722952531854
2008-04,483.3465351959383
2008-05,542.3833058001047
2008-06,496.1550730822
2008-07,464.7839365526744
2008-08,427.06925934545797
2008-09,356.24255973125696
2008-10,256.40531922994523
2008-11,217.5523491604478
2008-12,193.56968310305464
2009-01,179.37445580151953
2009-02,168.28959699207618
2009-03,189.2754274007547
2009-04,234.00551811893598
2009-05,272.7560516413169
2009-06,252.5763053311236
2009-07,282.821243194604
2009-08,290.66097551446035
2009-09,313.5243790806288
2009-10,320.2326495787893
2009-11,320.74572456817367
2009-12,349.18152639934965
