Date,EM EUROPE
2010-01,367.0063793192032
2010-02,350.48030263781067
2010-03,392.7326463562257
2010-04,402.2728815534519
2010-05,382.35963896802537
2010-06,367.3901055448846
2010-07,391.8270400373434
2010-08,387.88686314107963
2010-09,395.91708430473756
2010-10,407.69170816316637
2010-11,415.5257216744867
2010-12,437.2441843012769
2011-01,436.3627003326133
2011-02,450.1214969588724
2011-03,461.98357106897555
2011-04,459.5115016948299
2011-05,442.9169787886589
2011-06,438.05849408223577
2011-07,441.7866545259986
2011-08,382.13802061905454
2011-09,333.6380430068644
2011-10,367.16757692746427
2011-11,370.09018867557455
2011-12,346.4054508436411
2012-01,395.6350950614286
2012-02,419.40343718757424
2012-03,402.99483426679427
2012-04,394.45076403408905
2012-05,347.8553644924116
2012-06,379.5454665252103
2012-07,399.5183390807538
2012-08,400.36971535380485
2012-09,410.9346701465201
2012-10,405.9823415229736
2012-11,406.5783493770476
2012-12,426.7680450515632
2013-01,429.816729250307
2013-02,426.0396473279834
2013-03,426.6123406355616
2013-04,413.6169590861446
2013-05,414.5192498249955
2013-06,384.82736153236107
2013-07,385.9738829113802
2013-08,379.9575994513235
2013-09,405.78059561570717
2013-10,424.1001999693695
2013-11,408.0506993710658
2013-12,392.5754260771301
2014-01,364.6123522621041
2014-02,363.2915923454057
2014-03,366.9076064291479
2014-04,354.41250364983364
2014-05,390.0579599290177
2014-06,397.20452330329874
2014-07,382.9646212019327
2014-08,384.990284628263
2014-09,378.1811189215792
2014-10,376.167666021248
2014-11,362.3597038211188
2014-12,314.923562322475
2015-01,325.7645537439256
2015-02,359.11413144154255
2015-03,361.5593161634072
2015-04,389.1982515775483
2015-05,379.5512604771872
2015-06,364.3821179882427
2015-07,352.1152740358055
2015-08,321.5049202154171
2015-09,308.82772842945974
2015-10,329.5996348332535
2015-11,331.47456677007165
2015-12,301.05130286214745
2016-01,293.56222307688887
2016-02,296.331489563979
2016-03,328.0819843826284
2016-04,338.63188482369037
2016-05,325.2205384789092
2016-06,324.16491380691497
2016-07,326.7095311483963
2016-08,333.82228545828997
2016-09,335.6711387357757
2016-10,348.6592562574133
2016-11,356.0411734151377
2016-12,391.62109793518636
2017-01,388.9814908358132
2017-02,387.6378515639205
2017-03,391.58818148227056
2017-04,402.01596795301333
2017-05,383.5501839806947
2017-06,377.0560972657621
2017-07,383.8271499923875
2017-08,405.6720872682683
2017-09,402.5916796288848
2017-10,408.1459096378881
2017-11,398.98935118817127
2017-12,417.4329404505694
2018-01,443.2724529098148
2018-02,440.3580614292221
2018-03,416.11509246683266
2018-04,403.7239927985498
2018-05,396.29839838253315
2018-06,394.6065948684779
2018-07,409.1070120486707
2018-08,380.30903879702004
2018-09,406.834006304593
2018-10,394.13984473013807
2018-11,403.58881234493737
2018-12,389.30813469560087
2019-01,432.4922711132848
2019-02,426.4777308436226
2019-03,426.63004995358955
2019-04,438.1649001842231
2019-05,446.8424522697917
2019-06,471.44504052288437
2019-07,485.0901388295588
2019-08,461.12370433626694
2019-09,481.48520585784996
2019-10,501.5899797093584
2019-11,505.3370050446957
2019-12,529.7062578967182
2020-01,517.4653559347671
2020-02,445.8036646757842
2020-03,344.3532875511006
2020-04,380.13162716745353
2020-05,404.4236728106333
2020-06,399.52620196719704
2020-07,389.4918118271725
2020-08,385.65463369497417
2020-09,364.0144868818048
2020-10,331.4063925409354
2020-11,395.96815907034437
2020-12,428.2273764046164
2021-01,421.4405275913553
2021-02,427.1780159340725
2021-03,448.9218471849236
2021-04,445.92766644352815
2021-05,483.300420086372
2021-06,507.07766709857293
2021-07,509.4482038199811
2021-08,535.5583740700416
2021-09,560.5342099221143
2021-10,582.3149813470498
2021-11,535.208774191516
2021-12,528.4368011741988
2022-01,506.4379685600764
2022-02,309.24551062051563
2022-03,156.6220574624463
2022-04,149.27031992990234
2022-05,144.71902049422076
2022-06,132.4151031230626
2022-07,136.80452007680634
2022-08,135.11719330332912
2022-09,124.23073714866675
2022-10,142.53518490524908
2022-11,159.68206656168294
2022-12,163.33653729925317
2023-01,166.09567125910675
2023-02,174.12070948349404
2023-03,162.9793034871495
2023-04,169.04652689801443
2023-05,172.982794249865
2023-06,181.22363607171764
2023-07,197.29375577228674
