Date,EURO
2011-05,1295.0812412195094
2011-06,1288.288570300756
2011-07,1218.7677543493198
2011-08,1057.1143572520045
2011-09,1002.4275436991139
2011-10,1093.7575939584492
2011-11,1070.9063335654687
2011-12,1066.7341296102938
2012-01,1121.5024760131423
2012-02,1168.280279372124
2012-03,1164.6063315866847
2012-04,1104.9432126279007
2012-05,1036.7134127062905
2012-06,1106.120562915762
2012-07,1141.1016339615235
2012-08,1191.093913687213
2012-09,1204.3329709670563
2012-10,1226.8046262077078
2012-11,1261.3136583957544
2012-12,1291.7788765749322
2013-01,1330.2226985417365
2013-02,1311.7296412771334
2013-03,1314.250314867866
2013-04,1358.5739400490363
2013-05,1409.1987296045806
2013-06,1329.0393559958213
2013-07,1412.5287701204775
2013-08,1391.2383916359706
2013-09,1480.7182090856104
2013-10,1564.7177271499977
2013-11,1587.0157846970542
2013-12,1599.373092176495
2014-01,1557.2217249273683
2014-02,1626.794745173962
2014-03,1632.707118669618
2014-04,1656.9841324783679
2014-05,1706.8134477611554
2014-06,1699.4563444429532
2014-07,1644.1852293357945
2014-08,1673.4057834178684
2014-09,1696.4549380542599
2014-10,1650.798400229652
2014-11,1728.476731412976
2014-12,1682.7599641590562
2015-01,1804.6291590673454
2015-02,1937.3951965500753
2015-03,1995.663291563287
2015-04,1964.842423608947
2015-05,1975.3588981923863
2015-06,1897.3409282614982
2015-07,1989.1361629423675
2015-08,1814.499094996522
2015-09,1725.4490102285572
2015-10,1900.2603693285755
2015-11,1954.3443209929655
2015-12,1834.4982011182262
2016-01,1719.9121072866997
2016-02,1665.7594727865064
2016-03,1706.489394184737
2016-04,1729.1672892936267
2016-05,1779.7385513089407
2016-06,1673.795952249631
2016-07,1754.7385854718266
2016-08,1780.0495590026508
2016-09,1777.2417044418835
2016-10,1806.4502827435415
2016-11,1801.3127821592557
2016-12,1932.563146853585
2017-01,1908.5622710520681
2017-02,1959.7985289580204
2017-03,2069.061611911887
2017-04,2115.741642724907
2017-05,2151.4105188252024
2017-06,2096.9294468928797
2017-07,2103.4662436951003
2017-08,2090.628097060289
2017-09,2185.8505208893926
2017-10,2237.2297233654745
2017-11,2187.800545342735
2017-12,2163.028473193562
2018-01,2235.106091153077
2018-02,2147.4799760200044
2018-03,2104.5081451505494
2018-04,2217.1285761300737
2018-05,2182.534224015242
2018-06,2167.987001158719
2018-07,2241.918104911352
2018-08,2170.007788848533
2018-09,2171.195514687211
2018-10,2038.653190007621
2018-11,2032.154663945548
2018-12,1916.1679043799145
2019-01,2031.3981317149203
2019-02,2113.2826457643605
2019-03,2144.075291980476
2019-04,2260.774013715884
2019-05,2137.7411790887077
2019-06,2251.873150465968
2019-07,2252.0175327027696
2019-08,2221.2266553076583
2019-09,2306.817709538457
2019-10,2331.147429488793
2019-11,2391.2395549615644
2019-12,2418.5321549257824
2020-01,2373.129613533509
2020-02,2179.2211848283923
2020-03,1807.1225988489948
2020-04,1915.3621133032016
2020-05,2011.830576357329
2020-06,2118.393586362972
2020-07,2087.995448872525
2020-08,2157.4838052516707
2020-09,2116.866599034529
2020-10,1991.0346423249218
2020-11,2340.104474479647
2020-12,2379.259766159479
2021-01,2343.6936299576037
2021-02,2441.4939333696543
2021-03,2619.0429340715273
2021-04,2677.344239427068
2021-05,2754.072918757049
2021-06,2780.6816592785462
2021-07,2812.7299280976504
2021-08,2881.0784072863294
2021-09,2793.003570507371
2021-10,2922.0928731110826
2021-11,2812.472833962594
2021-12,2960.5056833414174
2022-01,2872.0578510978985
2022-02,2710.654669837166
2022-03,2690.603913626297
2022-04,2634.301106636817
2022-05,2667.4297131539397
2022-06,2425.0510506401415
2022-07,2606.6749842516433
2022-08,2477.418133036768
2022-09,2329.765489594041
2022-10,2514.098165583389
2022-11,2740.5629105491253
2022-12,2632.6800334353616
2023-01,2893.900670678652
2023-02,2944.7944114949987
2023-03,2992.4517503727557
2023-04,3044.745688746608
2023-05,2987.5059695925092
2023-06,3108.7585597706557
2023-07,3159.59890117208
