Date,EURO
1998-12,1000.0
1999-01,1033.9179160202937
1999-02,1017.3689646853918
1999-03,1039.043022144551
1999-04,1089.1160142139643
1999-05,1053.1299028452345
1999-06,1096.7198355012047
1999-07,1052.8331822813168
1999-08,1091.530416141347
1999-09,1078.1629556255557
1999-10,1144.1536150681518
1999-11,1247.4062097461326
1999-12,1432.2502759416302
2000-01,1376.3975951520542
2000-02,1534.3807998851587
2000-03,1538.1267676213372
2000-04,1537.8715930467858
2000-05,1506.9975246204892
2000-06,1500.0584922125613
2000-07,1503.9342540705738
2000-08,1529.2032903670586
2000-09,1462.0443198600533
2000-10,1508.0923558734983
2000-11,1412.800724432885
2000-12,1401.5266703897064
2001-01,1421.3197195477635
2001-02,1282.3662024719251
2001-03,1236.0914567194686
2001-04,1342.0695973808288
2001-05,1310.15407349675
2001-06,1263.5370489572047
2001-07,1225.922188257006
2001-08,1130.0799567516779
2001-09,987.6179444552473
2001-10,1041.501990767056
2001-11,1098.9411367315656
2001-12,1137.6256976056504
2002-01,1105.9412423855078
2002-02,1093.9543137365226
2002-03,1146.7987018151657
2002-04,1089.877921986515
2002-05,1048.8829564070365
2002-06,963.1823740163934
2002-07,830.2898718671573
2002-08,838.7783459894607
2002-09,688.1900809871524
2002-10,781.0338133239096
2002-11,827.9851414926534
2002-12,745.2063776657631
2003-01,702.843876461737
2003-02,671.0339399436675
2003-03,641.3031860129425
2003-04,732.461788904818
2003-05,743.6911628930703
2003-06,773.0625085470685
2003-07,806.5166330690724
2003-08,825.2786859988414
2003-09,776.1809078628377
2003-10,835.0401753478467
2003-11,851.276364117393
2003-12,884.1112558352543
2004-01,911.251014679241
2004-02,926.5544837818342
2004-03,898.0187352655166
2004-04,906.1278000990958
2004-05,904.1160087178865
2004-06,929.221016790443
2004-07,901.5329972295568
2004-08,890.4970079094426
2004-09,910.576118199775
2004-10,935.7104969464352
2004-11,961.5217884937288
2004-12,987.4849890714584
2005-01,1004.9546555219656
2005-02,1032.0157279120056
2005-03,1029.6320124388244
2005-04,996.5096033535813
2005-05,1054.9813487882102
2005-06,1094.5704037394796
2005-07,1142.6651138632474
2005-08,1129.8103311186517
2005-09,1182.3892369726902
2005-10,1145.7956149344006
2005-11,1192.927270264967
2005-12,1239.4719501149652
2006-01,1287.379998554275
2006-02,1320.7920497623738
2006-03,1358.2940906965146
2006-04,1360.3225532408003
2006-05,1301.100941259328
2006-06,1310.0424445034928
2006-07,1324.5851057999457
2006-08,1371.320500701513
2006-09,1407.1706678603362
2006-10,1448.6635846197053
2006-11,1452.577715261469
2006-12,1507.8628770267608
2007-01,1539.364272432991
2007-02,1512.8464000591503
2007-03,1555.5926622850884
2007-04,1635.3690387460103
2007-05,1709.3061006640037
2007-06,1701.3287757483654
2007-07,1642.541340159173
2007-08,1637.6659095770142
2007-09,1667.2664164645867
2007-10,1719.555490791728
2007-11,1668.619127990048
2007-12,1664.5012226123627
2008-01,1447.8399798177704
2008-02,1426.7418452303466
2008-03,1387.8861825804083
2008-04,1474.6020196991901
2008-05,1493.9419362103365
2008-06,1319.778184026005
2008-07,1311.6169275242714
2008-08,1320.3624659606505
2008-09,1180.0653848383295
2008-10,1000.1634416608182
2008-11,933.9521531382203
2008-12,939.4617306041721
2009-01,868.2430134471169
2009-02,773.2684948488654
2009-03,807.2801888285894
2009-04,934.9311204091275
2009-05,980.9367933068942
2009-06,967.8905451326084
2009-07,1062.4804097758085
2009-08,1119.615588330401
2009-09,1164.8776301764212
2009-10,1117.1024781436818
2009-11,1138.274537975018
2009-12,1204.794956768878
2010-01,1140.466285893126
2010-02,1118.265455633498
2010-03,1203.5834629992473
2010-04,1171.4105363384715
2010-05,1111.8151513668245
2010-06,1100.8993686322608
2010-07,1170.1167577623914
2010-08,1126.8553895680902
2010-09,1183.9653802124699
2010-10,1228.54363519267
2010-11,1164.7996716241778
2010-12,1224.1883133510792
2011-01,1285.871780970644
2011-02,1309.9379549407506
2011-03,1271.3144375219251
2011-04,1323.5660950498689
