Date,ACWI ex SOUTH AFRICA
2015-12,2329.0702532024816
2016-01,2197.3971795380457
2016-02,2174.3116727662964
2016-03,2226.7543606888644
2016-04,2249.0355396621467
2016-05,2320.4865842107793
2016-06,2311.0709458723322
2016-07,2394.822921751453
2016-08,2415.3313305504134
2016-09,2408.505579329508
2016-10,2427.694595480003
2016-11,2530.7640524525596
2016-12,2600.6845157530543
2017-01,2608.1700116684146
2017-02,2728.402723577505
2017-03,2745.916700883931
2017-04,2739.503667587762
2017-05,2713.8831667297277
2017-06,2689.852617307177
2017-07,2675.0181133573683
2017-08,2663.4799525385615
2017-09,2733.1277968478676
2017-10,2831.763299433736
2017-11,2820.0758426300845
2017-12,2844.7239849177413
2018-01,2898.0186965291396
2018-02,2835.903905055957
2018-03,2754.9174593919593
2018-04,2833.149106541287
2018-05,2940.2557098192437
2018-06,2925.713987068084
2018-07,3007.998758458101
2018-08,3052.607074601231
2018-09,3072.9433771955887
2018-10,2915.461495443369
2018-11,2960.1807502764555
2018-12,2725.3360261163953
2019-01,2929.4655427548105
2019-02,3034.117752956717
2019-03,3118.207559099139
2019-04,3230.3236894430556
2019-05,3059.032297513646
2019-06,3190.8107554084495
2019-07,3274.995146428586
2019-08,3235.5638279962154
2019-09,3339.0630532815526
2019-10,3352.957992529753
2019-11,3477.3708786004863
2019-12,3536.2767757352794
2020-01,3544.8604100410703
2020-02,3289.7917559685584
2020-03,2852.6802899408954
2020-04,3165.0332549190534
2020-05,3254.2871206235172
2020-06,3326.384901098788
2020-07,3327.700358360314
2020-08,3494.024557474312
2020-09,3449.516940704608
2020-10,3388.5957833588595
2020-11,3708.005273454146
2020-12,3793.9434299268023
2021-01,3803.9413767417664
2021-02,3896.6120689698932
2021-03,4133.19793590936
2021-04,4214.353666074627
2021-05,4215.086543283862
2021-06,4406.429306815334
2021-07,4438.924460770768
2021-08,4572.454648616863
2021-09,4466.977476202263
2021-10,4703.909912571651
2021-11,4721.5570957935115
2021-12,4861.779605900261
2022-01,4688.684035622326
2022-02,4558.6954069143985
2022-03,4703.2100058875785
2022-04,4566.299939705509
2022-05,4505.087348263164
2022-06,4229.897603023209
2022-07,4642.51874040166
2022-08,4536.20942377202
2022-09,4212.200522477753
2022-10,4428.618016447284
2022-11,4580.77506221247
2022-12,4247.246122208302
2023-01,4474.36734987526
2023-02,4453.425451777946
2023-03,4484.0524376085195
2023-04,4478.358567665914
2023-05,4593.496120723616
2023-06,4750.7136927518495
2023-07,4873.004298990591
