Date,AC FAR EAST
1998-12,100.0
1999-01,103.34400085101649
1999-02,104.66829514682358
1999-03,120.66306045315262
1999-04,132.686974789227
1999-05,127.3660216559832
1999-06,143.31493146784427
1999-07,147.2906611389452
1999-08,148.974057599789
1999-09,152.43464887574387
1999-10,161.2388528972427
1999-11,177.3119067767613
1999-12,189.55416741089834
2000-01,186.64144283846238
2000-02,183.73507550304785
2000-03,198.83705050859817
2000-04,192.86177167453224
2000-05,178.77265786156153
2000-06,183.97170667097086
2000-07,172.07354898628105
2000-08,187.40750606009652
2000-09,176.42993692375705
2000-10,172.20767581580793
2000-11,160.39840709255247
2000-12,141.73573013914557
2001-01,146.4986069924367
2001-02,141.34551119494174
2001-03,139.73373351094227
2001-04,146.54056785930263
2001-05,152.78595448426512
2001-06,145.28759602261522
2001-07,131.36526425092617
2001-08,123.66024762341485
2001-09,109.81334892939606
2001-10,112.23202173778641
2001-11,117.72577762325038
2001-12,115.13703311556755
2002-01,113.81273667081966
2002-02,116.61749423993695
2002-03,122.8870194219121
2002-04,124.30040471138581
2002-05,124.46506522030586
2002-06,111.56470219106649
2002-07,105.50053051109415
2002-08,104.04237982890112
2002-09,96.86465924914113
2002-10,92.8154229647533
2002-11,96.3917647287461
2002-12,87.96535121937303
2003-01,83.67679183063784
2003-02,82.71460842486319
2003-03,78.06151339988475
2003-04,76.61123278481301
2003-05,76.96399070482441
2003-06,84.31354060796177
2003-07,90.55266918829122
2003-08,101.80398438064569
2003-09,100.28115290470487
2003-10,106.07302255694889
2003-11,100.12944877329492
2003-12,101.31770299974771
2004-01,106.1097730875689
2004-02,106.97199393846232
2004-03,117.92316156950488
2004-04,114.2131755453107
2004-05,108.532305022904
2004-06,113.02862979764558
2004-07,108.3669266370089
2004-08,109.35751998452727
2004-09,106.13667774640007
2004-10,105.7284628887316
2004-11,107.09498383355033
2004-12,109.37011487233738
2005-01,112.42299974499792
2005-02,113.88786695038736
2005-03,113.0545245526851
2005-04,111.40977144410661
2005-05,116.53292983497539
2005-06,119.62772568165259
2005-07,122.51326537649867
2005-08,125.4582340423559
2005-09,139.19596399263514
2005-10,136.35747171233007
2005-11,145.57201170894885
2005-12,156.8357218252193
2006-01,160.9947807937385
2006-02,162.8739649543409
2006-03,163.89996509530548
2006-04,163.93598363236885
2006-05,150.53509970374967
2006-06,149.77271309828012
2006-07,149.56710464484038
2006-08,152.00858118140638
2006-09,153.26431736580287
2006-10,155.17540340241408
2006-11,153.85350780740623
2006-12,159.50165373286748
2007-01,161.93442332717143
2007-02,164.01325654796887
2007-03,162.52202602046896
2007-04,158.39980939410435
2007-05,165.5022369469479
2007-06,167.8803765579659
2007-07,170.06253936590275
2007-08,166.9910972147161
2007-09,169.76913629339728
2007-10,173.47453108341693
2007-11,162.1865351009323
2007-12,158.1878332587467
2008-01,142.74366201332683
2008-02,143.81975417526832
2008-03,131.5296390150475
2008-04,143.9177524591307
2008-05,144.73849474871759
2008-06,130.48199203110497
2008-07,128.2884186360296
2008-08,128.58342573360738
2008-09,116.89802331353924
2008-10,105.87790493726797
2008-11,102.86929966288281
2008-12,102.20364270290241
2009-01,103.74106549697028
2009-02,94.09536068562183
2009-03,96.00368925058848
2009-04,108.1391002025055
2009-05,113.23988101790758
2009-06,115.2822798955079
2009-07,123.51478231337434
2009-08,122.75444331470945
2009-09,123.8655141254209
2009-10,120.99414295834345
2009-11,119.36642012863082
2009-12,128.04738191506556
2010-01,129.5846608377732
2010-02,133.04051712423708
2010-03,142.15534722189767
2010-04,145.9584544059391
2010-05,145.15078588692936
2010-06,144.81353124225643
2010-07,142.95887903778367
2010-08,144.06243141692892
2010-09,144.31174104433737
2010-10,145.15391395668718
2010-11,155.93956296005794
2010-12,161.04381093759721
2011-01,158.14044764476114
2011-02,157.33203011861374
2011-03,150.13937805573815
2011-04,147.1362044133453
2011-05,149.87757429205135
2011-06,147.45606305019962
2011-07,152.5592736060954
2011-08,138.7412530489583
2011-09,137.09354283706483
2011-10,139.63960886908296
2011-11,136.0352971009727
2011-12,142.54350038588785
2012-01,151.57511850455936
2012-02,156.66777467027148
2012-03,156.02040285696108
2012-04,154.97992034026169
2012-05,150.71642670170198
2012-06,152.48680581840654
2012-07,157.76541521050822
2012-08,153.11153673258684
2012-09,156.7572540701376
2012-10,154.38189640908854
2012-11,157.65111517845796
2012-12,162.18597696609146
2013-01,161.31958226424214
2013-02,170.13212475761247
2013-03,175.1791636323767
2013-04,179.17357753229305
2013-05,176.13317033555003
2013-06,172.07492764727232
2013-07,170.88951027694384
2013-08,169.67318046351406
2013-09,176.48567605184158
2013-10,179.0836644285336
2013-11,180.57634737498557
2013-12,177.84066642023916
2014-01,173.60022537294918
2014-02,171.94926010764033
2014-03,171.6156205769093
2014-04,169.20451215811931
2014-05,178.45629660573127
2014-06,184.4017538734901
2014-07,193.15224979338674
2014-08,194.69384549607722
2014-09,195.76738023562834
2014-10,197.88415054647817
2014-11,199.36762390768428
2014-12,202.22740557289333
2015-01,221.5277815759828
2015-02,231.60242158299712
2015-03,244.95350925457268
2015-04,249.11307274068665
2015-05,252.17462421547228
2015-06,240.98048456191802
2015-07,234.87576648622723
2015-08,213.55245519736226
2015-09,204.79337891585928
2015-10,226.44260364438634
2015-11,231.93680666668217
2015-12,225.09464166706329
2016-01,207.94575434077979
2016-02,203.9714307468047
2016-03,209.93417475198882
2016-04,212.5275035726853
2016-05,215.70252058547746
2016-06,216.68395798168413
2016-07,227.37900347567455
2016-08,232.96819569922178
2016-09,235.14083112459707
2016-10,240.5696193635819
2016-11,242.64926487001878
2016-12,242.48128630473806
2017-01,248.6630595042785
2017-02,258.3121974023812
2017-03,260.29673536925424
2017-04,259.90159237731086
2017-05,261.4630427681745
2017-06,261.75446881774707
2017-07,262.5996550532076
2017-08,262.6488440881388
2017-09,267.0771793022601
2017-10,283.29100850765366
2017-11,281.776077520724
2017-12,284.4778017260017
2018-01,291.87893169741074
2018-02,288.29380879239585
2018-03,281.3335631859426
2018-04,287.8219622020612
2018-05,294.87907167356497
2018-06,283.1536796708281
2018-07,283.5462804528671
2018-08,283.53752614273185
2018-09,287.42309875153006
2018-10,265.2874358666074
2018-11,272.6500584566984
2018-12,257.49427135340073
2019-01,275.4285698144633
2019-02,281.06510909073324
2019-03,287.4447141508695
2019-04,293.09068908034436
2019-05,273.877298579054
2019-06,283.6687713028116
2019-07,288.22840760278143
2019-08,282.7942024218254
2019-09,293.46701905736774
2019-10,300.25450673250253
2019-11,305.13078868484314
2019-12,314.70514262357614
2020-01,308.108179946343
2020-02,294.1985147152475
2020-03,267.90893543052425
2020-04,287.27586210857015
2020-05,288.35640203822936
2020-06,299.48227931632243
2020-07,296.55355457577747
2020-08,308.34992276281935
2020-09,312.6925357319017
2020-10,318.3107068591045
2020-11,340.20139073145094
2020-12,351.04378210592347
2021-01,362.62121540700616
2021-02,366.87064487446713
2021-03,373.3676708465672
2021-04,368.84649205872654
2021-05,366.1283675312948
2021-06,377.0623237774449
2021-07,355.1073655390109
2021-08,363.3900720272471
2021-09,363.2853903556414
2021-10,362.500081292514
2021-11,360.0673089725767
2021-12,361.3033988506073
