Date,PACIFIC
1998-12,100.0
1999-01,104.16213061366255
1999-02,105.67170627613808
1999-03,121.01027445873072
1999-04,131.7618967145427
1999-05,125.72450594252949
1999-06,138.85630091889578
1999-07,144.0026919754506
1999-08,144.44886490139226
1999-09,149.8981486560257
1999-10,157.7797563669824
1999-11,172.8937931631494
1999-12,185.049687383415
2000-01,180.46307424365114
2000-02,179.38682341727582
2000-03,193.0281427158304
2000-04,188.6302806646256
2000-05,174.59377944840247
2000-06,181.9846758197225
2000-07,170.36518415437695
2000-08,187.25476576804382
2000-09,178.73672448561572
2000-10,175.4310240397996
2000-11,164.9055860344494
2000-12,146.90171588830304
2001-01,147.8680955854879
2001-02,143.1722444661337
2001-03,141.9361631718612
2001-04,150.85110947861088
2001-05,157.1980801030725
2001-06,149.88867730381233
2001-07,135.61030551171672
2001-08,127.5544282190156
2001-09,113.9508468043735
2001-10,116.43495043870249
2001-11,120.51132643457386
2001-12,115.83147726826816
2002-01,113.14682350502514
2002-02,115.6426322109288
2002-03,120.95617959204542
2002-04,122.35191252220791
2002-05,124.217301012855
2002-06,111.39670930004739
2002-07,104.656028170619
2002-08,103.89516232858414
2002-09,98.05410128058764
2002-10,93.95971699245037
2002-11,96.9563459735729
2002-12,89.42904434019846
2003-01,84.99235778806198
2003-02,84.74151715420436
2003-03,81.23683810523276
2003-04,80.16456991665584
2003-05,79.81860624504488
2003-06,86.95154070067677
2003-07,91.74435651430923
2003-08,102.47866988959575
2003-09,101.97474238204659
2003-10,107.48706936914536
2003-11,101.82424165178534
2003-12,103.40553717205987
2004-01,107.10367878725367
2004-02,107.97822865208643
2004-03,119.74219962651968
2004-04,116.16457924693553
2004-05,111.10820403401333
2004-06,116.13134224717066
2004-07,112.29544271070226
2004-08,112.71754620601527
2004-09,109.8764437070864
2004-10,110.4602169705525
2004-11,111.76439411030081
2004-12,114.48037265748142
2005-01,117.23649867192866
2005-02,118.3119308664339
2005-03,117.88128862647596
2005-04,116.40542280829757
2005-05,120.89454190739886
2005-06,124.83912387664665
2005-07,126.57855814319088
2005-08,131.27231408624368
2005-09,146.1207031003556
2005-10,143.50995894545179
2005-11,151.74686140680654
2005-12,162.27236938600063
2006-01,166.07865642742618
2006-02,167.8121041825403
2006-03,168.91391892126722
2006-04,168.943467951101
2006-05,155.51752441330748
2006-06,155.18641088723234
2006-07,155.29861703065907
2006-08,157.81264299776504
2006-09,157.42508613586205
2006-10,160.97344428330933
2006-11,157.73455090916343
2006-12,163.30926966910937
2007-01,167.16042605656867
2007-02,170.07642803344322
2007-03,169.31190280207267
2007-04,165.1966338610434
2007-05,170.48899631744453
2007-06,170.67432656423557
2007-07,168.45834942439038
2007-08,164.8457720150277
2007-09,167.58934133711435
2007-10,168.5139845699288
2007-11,160.35698677458842
2007-12,155.55444317875217
2008-01,143.69887456379863
2008-02,141.6919100362988
2008-03,129.97180329993688
2008-04,142.24762063497894
2008-05,145.65230568588902
2008-06,133.6012544835071
2008-07,129.60408977136638
2008-08,131.51062933426553
2008-09,119.90497451915824
2008-10,109.06237207270816
2008-11,106.40498282721988
2008-12,104.43125998807487
2009-01,104.8432116043674
2009-02,94.74795479687137
2009-03,95.42981333176705
2009-04,105.83613813148601
2009-05,110.24592311835926
2009-06,113.58201863366322
2009-07,119.80839422640497
2009-08,122.86425731226508
2009-09,123.3851625494639
2009-10,120.49143817338607
2009-11,118.666276251113
2009-12,125.80846310956977
2010-01,128.10800397390534
2010-02,132.87220332465637
2010-03,141.84258386337027
2010-04,144.13702105278875
2010-05,140.34098308736122
2010-06,138.57857762164826
2010-07,137.97621043821883
2010-08,138.3823221478381
2010-09,138.69719379969374
2010-10,139.42093191638736
2010-11,149.57516710596377
2010-12,156.1802882158662
2011-01,152.28204470276145
2011-02,156.37807719835772
2011-03,144.72830950222115
2011-04,141.55397964902286
2011-05,142.64806946841776
2011-06,141.69836533404842
2011-07,145.82604674188707
2011-08,135.2276706464482
2011-09,135.28895539363518
2011-10,136.995057245136
2011-11,134.23803528739663
2011-12,139.4420707504393
2012-01,147.2234113843753
2012-02,151.0112659678629
2012-03,151.34114866934235
2012-04,150.14733462706454
2012-05,144.55603622907722
2012-06,148.70376056658696
2012-07,154.9170504681697
2012-08,150.85791289861913
2012-09,152.23970075974867
2012-10,150.61119078604537
2012-11,153.18054108736897
2012-12,157.34402996112524
2013-01,159.32634988098894
2013-02,169.6377123456467
2013-03,177.36855007321188
2013-04,184.639687738263
2013-05,174.77184229466332
2013-06,172.20857161246516
2013-07,171.21181269682398
2013-08,170.03301529246818
2013-09,178.65264244184115
2013-10,180.81061913803603
2013-11,180.32141631015426
2013-12,178.28648710349194
2014-01,174.03852861484268
2014-02,173.300220819338
2014-03,173.9419171801752
2014-04,171.67412302021776
2014-05,180.0747127491749
2014-06,185.27956923394657
2014-07,192.92800881835055
2014-08,193.56291476795064
2014-09,193.66297586371047
2014-10,197.06329647367028
2014-11,195.73291142329415
2014-12,198.01724931170125
2015-01,215.48597070045255
2015-02,228.73425238614834
2015-03,240.2990188761094
2015-04,238.8048370339128
2015-05,244.00540292073526
2015-06,234.34333693983066
2015-07,236.14713320999863
2015-08,214.71064004984595
2015-09,203.19242346962014
2015-10,224.07096059367734
2015-11,231.95575826875918
2015-12,227.66237931537813
2016-01,209.33912645690123
2016-02,204.53395226926693
2016-03,209.0422984465721
2016-04,215.7837901648736
2016-05,218.84396087370675
2016-06,216.3623387694806
2016-07,229.22705202482268
2016-08,229.60483473336612
2016-09,232.22310763143648
2016-10,238.44149930460523
2016-11,242.36657539548472
2016-12,244.93555859045077
2017-01,249.51417528739037
2017-02,258.3075261801111
2017-03,258.52413954463344
2017-04,256.0740536141917
2017-05,252.02675690242933
2017-06,252.0084409653544
2017-07,250.60492332149778
2017-08,248.67489086404134
2017-09,252.78106886412178
2017-10,265.58415291378367
2017-11,266.17530409310876
2017-12,268.8367814294315
2018-01,270.38490641975466
2018-02,270.4161275517019
2018-03,260.97925691993765
2018-04,269.5225318272981
2018-05,277.4470280901668
2018-06,271.28504828387537
2018-07,273.1822892323199
2018-08,273.48507139724444
2018-09,279.17068276943075
2018-10,261.7123661680377
2018-11,265.07116647993894
2018-12,249.1368058198572
2019-01,264.25431290596754
2019-02,269.61166098299645
2019-03,275.6093707938544
2019-04,280.2793979921841
2019-05,271.8931891281801
2019-06,278.4468657247902
2019-07,284.3464614233053
2019-08,279.85836390263654
2019-09,291.8645064219234
2019-10,297.31502966145064
2019-11,302.17785606964594
2019-12,303.4726540463588
2020-01,302.9145650053205
2020-02,279.1293837986339
2020-03,247.79167874449072
2020-04,266.28609139154645
2020-05,272.5739524661149
2020-06,276.4225909277822
2020-07,261.7944219188949
2020-08,277.02882842409514
2020-09,279.301870813073
2020-10,277.5647215003215
2020-11,305.8802745267524
2020-12,312.524381560687
2021-01,313.2890195960435
2021-02,319.7123242359005
2021-03,333.9214283708098
2021-04,327.0612653816716
2021-05,327.67064374000546
2021-06,335.4259410050081
2021-07,330.9555722950248
2021-08,340.0353142387118
2021-09,348.89420003739616
