Date,EAFE ex UK
2012-07,143.0165320022565
2012-08,143.20684354920533
2012-09,144.7842564042772
2012-10,145.04137135074424
2012-11,148.4452901836236
2012-12,151.64100088030654
2013-01,155.68952288887172
2013-02,160.87999728564162
2013-03,165.08438241810168
2013-04,170.37461971610762
2013-05,168.1653980159809
2013-06,162.5406671836663
2013-07,166.94769973661852
2013-08,165.49705766353983
2013-09,174.00746641696605
2013-10,179.0219467758682
2013-11,180.03663591246934
2013-12,179.98120081450216
2014-01,176.65881734065775
2014-02,181.42490824619625
2014-03,182.08554929296753
2014-04,182.31051824896062
2014-05,188.9876616374857
2014-06,190.41237150704382
2014-07,190.6618415052593
2014-08,193.11118809767797
2014-09,194.46199930200416
2014-10,193.70201087711374
2014-11,197.65078953093615
2014-12,196.2263650942084
2015-01,212.31175227939096
2015-02,226.2268212975825
2015-03,235.60845059431543
2015-04,233.68856674198145
2015-05,237.72329089270542
2015-06,227.81117962154264
2015-07,234.72310348408323
2015-08,214.4884194736714
2015-09,204.1284590122281
2015-10,222.689137428551
2015-11,229.7476904001666
2015-12,221.84205901962324
2016-01,205.99049881490762
2016-02,200.97477221581966
2016-03,205.08147567749091
2016-04,209.9500809453474
2016-05,214.1486966818428
2016-06,207.61952797735557
2016-07,217.89247749186293
2016-08,218.90847362343882
2016-09,219.83067078107908
2016-10,222.35561851713044
2016-11,224.062645556784
2016-12,232.74532319926567
2017-01,234.58165305933952
2017-02,241.7266190316028
2017-03,247.67455274739234
2017-04,249.91697173481862
2017-05,250.795379748001
2017-06,247.86693864417234
2017-07,246.87144660744005
2017-08,245.14454009938171
2017-09,252.3523109287419
2017-10,260.50850017338604
2017-11,257.7368269377161
2017-12,258.302721598181
2018-01,262.54903366021034
2018-02,257.16379460069595
2018-03,249.97346824747868
2018-04,259.24142730655666
2018-05,261.9141422488142
2018-06,258.6076001437119
2018-07,265.32632483243407
2018-08,262.99194077744687
2018-09,265.38261217833974
2018-10,249.72163113214572
2018-11,250.4395471487394
2018-12,235.52024333954125
2019-01,249.85599773095342
2019-02,257.7868500292293
2019-03,263.1867470578608
2019-04,271.7194032764383
2019-05,261.2781817501768
2019-06,271.425972472336
2019-07,274.4274322730434
2019-08,271.46077497675566
2019-09,281.544458278923
2019-10,285.4638094818632
2019-11,291.81923247417035
2019-12,294.96680956900843
2020-01,293.5652338442976
2020-02,271.09090252344714
2020-03,236.79300270117812
2020-04,253.3267415971977
2020-05,261.9329327105322
2020-06,269.213057126871
2020-07,262.11342521564166
2020-08,273.1925866263938
2020-09,272.5706975306817
2020-10,263.91701296627906
2020-11,296.3807451094092
2020-12,302.89841949789786
2021-01,301.42161025142707
2021-02,307.835375831801
2021-03,325.34387014085047
2021-04,326.78057172737914
2021-05,332.18037832053994
2021-06,339.4730593871286
2021-07,341.99836752302093
2021-08,350.1694981328767
2021-09,346.1046507369737
2021-10,354.3320029517895
2021-11,347.83460178287754
2021-12,360.700260673905
2022-01,344.6509054908113
2022-02,336.3740238909596
2022-03,342.51900515976854
2022-04,336.43726977489473
2022-05,333.76006108280916
2022-06,309.926281927711
2022-07,334.39215055336706
2022-08,323.5775485695704
2022-09,300.9320550493905
2022-10,313.99454436978976
2022-11,335.682623018793
2022-12,324.50436977582564
2023-01,345.6644064979756
2023-02,345.19067569028596
2023-03,347.6811894907344
2023-04,350.74985594330894
2023-05,349.91502116096245
2023-06,358.0178113937167
2023-07,365.65450659518416
