Date,EAFE ex UK
1998-12,100.0
1999-01,103.31276500270963
1999-02,102.99735337618158
1999-03,109.45559556963742
1999-04,116.30198087631835
1999-05,112.08090426627516
1999-06,118.98730661373713
1999-07,118.5719715579103
1999-08,120.87076139834998
1999-09,121.96360212315989
1999-10,128.5038600137807
1999-11,139.60372584899324
1999-12,153.99178242037502
2000-01,148.82858235839976
2000-02,157.34304526999017
2000-03,163.1740312154469
2000-04,161.90338514695037
2000-05,155.61628854432837
2000-06,157.62746356343703
2000-07,154.35030600526375
2000-08,162.2267953156512
2000-09,154.62360037119652
2000-10,155.91513840608258
2000-11,147.04131292853378
2000-12,140.05392503829057
2001-01,141.94080490585176
2001-02,132.4537494092515
2001-03,127.88458860589812
2001-04,136.71923105514747
2001-05,138.01507083013024
2001-06,132.3419186773716
2001-07,125.04665801103202
2001-08,116.88660291923328
2001-09,103.6008143552923
2001-10,107.63240969912587
2001-11,112.77237637721373
2001-12,113.40779369358911
2002-01,110.63739172181678
2002-02,111.33917748142947
2002-03,116.732414205356
2002-04,113.98582285027832
2002-05,112.52426935355972
2002-06,102.35623688201446
2002-07,91.76699535321518
2002-08,91.84488615564732
2002-09,81.25416654558595
2002-10,84.70296579152851
2002-11,88.66369821603006
2002-12,80.8479628284614
2003-01,76.61247879237635
2003-02,74.37373104751956
2003-03,71.58655569917057
2003-04,76.8070074923443
2003-05,77.36669883878218
2003-06,81.68974177767089
2003-07,85.93873935154829
2003-08,91.23984577759705
2003-09,88.55832265501019
2003-10,94.0789662324357
2003-11,93.04547974618968
2003-12,95.43652037704828
2004-01,98.86007103741618
2004-02,100.38626963796716
2004-03,103.14631132061974
2004-04,102.92222663195332
2004-05,100.87372425301696
2004-06,104.27257854619434
2004-07,101.18579457545952
2004-08,100.66815206709485
2004-09,100.89638601778952
2004-10,102.20813638845951
2004-11,104.66468084232126
2004-12,107.22846299050181
2005-01,109.352276353631
2005-02,111.86885657279686
2005-03,111.49220102086623
2005-04,109.28335039790592
2005-05,114.86338097517024
2005-06,118.66436799814294
2005-07,122.58387706540265
2005-08,123.97673439176369
2005-09,133.315027793521
2005-10,130.3436978225034
2005-11,136.59371952861136
2005-12,143.66906260077954
2006-01,148.21818486122464
2006-02,150.85982766257166
2006-03,153.81193841604778
2006-04,154.44299253591785
2006-05,144.89494229946555
2006-06,145.1561844426417
2006-07,146.30025918558613
2006-08,150.06579616079102
2006-09,152.23043014098093
2006-10,156.45562081789248
2006-11,155.46628231361709
2006-12,161.49186365911444
2007-01,165.42749030607496
2007-02,164.54915985303435
2007-03,167.1740221536669
2007-04,170.4934075450993
2007-05,176.27293877842598
2007-06,175.3055178011706
2007-07,170.97417871691596
2007-08,168.6785990534376
2007-09,171.20831194098983
2007-10,173.91426853466436
2007-11,166.9060632433764
2007-12,164.020032779332
2008-01,146.8802435958638
2008-02,145.77496377863187
2008-03,138.70085119082003
2008-04,148.6518978609223
2008-05,151.38417900655668
2008-06,136.3688926215644
2008-07,133.64426998920928
2008-08,135.61432694166402
2008-09,121.80474412128771
2008-10,107.2501053898648
2008-11,101.76588622811221
2008-12,100.7847213274112
2009-01,97.64132977663706
2009-02,87.92249931885988
2009-03,90.06586704867958
2009-04,102.02152628279109
2009-05,106.51894976566027
2009-06,107.12271796233055
2009-07,115.63555423302387
2009-08,120.44163978602755
2009-09,123.12657401206627
2009-10,119.65237542860481
2009-11,119.69352365145862
2009-12,126.66803851231705
2010-01,125.14773386260809
2010-02,126.87019621892178
2010-03,136.14254323345202
2010-04,135.9290024829941
2010-05,130.35524177707788
2010-06,129.7561141216645
2010-07,132.71720334677462
2010-08,131.42058775590007
2010-09,134.65309289884974
2010-10,136.92563364089446
2010-11,139.24271488133002
2010-12,146.3632297127791
2011-01,146.77184585867488
2011-02,150.13339600433176
2011-03,143.00997152286754
2011-04,144.73462859289003
2011-05,144.91202618606818
2011-06,142.57892693905416
2011-07,140.9539100997592
2011-08,127.33043776051457
2011-09,123.39035339765617
2011-10,129.331492897267
2011-11,126.7101700800802
2011-12,129.76906706190633
2012-01,136.28878477956056
2012-02,141.27771336401713
2012-03,141.66562268726486
2012-04,138.62280732423045
2012-05,131.59013976711935
2012-06,137.22633457091476
