Date,ACWI ex NEW ZEALAND
2015-12,2339.7221153267838
2016-01,2207.827821518723
2016-02,2184.710921930592
2016-03,2238.817659154282
2016-04,2261.6628256501454
2016-05,2331.786793721758
2016-06,2323.642101745123
2016-07,2408.5668645191076
2016-08,2427.5809618923345
2016-09,2421.671485927134
2016-10,2441.166510977626
2016-11,2543.097040713428
2016-12,2614.0282427619086
2017-01,2621.4756879625493
2017-02,2742.156469666591
2017-03,2759.5986249979474
2017-04,2753.9400429829634
2017-05,2728.1352193429843
2017-06,2703.0199657108196
2017-07,2688.8938340687605
2017-08,2678.0675877477115
2017-09,2746.318654554869
2017-10,2845.6223458812456
2017-11,2835.3446951928145
2017-12,2861.6335582685083
2018-01,2914.6004659783416
2018-02,2853.146459601455
2018-03,2770.598028947608
2018-04,2848.7888115474375
2018-05,2954.7702700198215
2018-06,2939.266780892972
2018-07,3022.458389272517
2018-08,3064.6320340882985
2018-09,3084.5764966430943
2018-10,2925.7806853724114
2018-11,2972.0126209236446
2018-12,2737.4256652378785
2019-01,2943.384677846441
2019-02,3046.6534029499508
2019-03,3130.3319739305334
2019-04,3243.9608885972148
2019-05,3071.5457467674305
2019-06,3203.838961173872
2019-07,3287.569016167599
2019-08,3246.6221110214065
2019-09,3350.0857325085476
2019-10,3364.1226509672233
2019-11,3488.3157309649896
2019-12,3548.51856724454
2020-01,3555.4977962272733
2020-02,3298.634407383488
2020-03,2858.365506354975
2020-04,3171.658764592906
2020-05,3260.7935974649304
2020-06,3333.7880945067072
2020-07,3335.18840369723
2020-08,3500.914618676159
2020-09,3456.7927577939117
2020-10,3396.1132126407456
2020-11,3715.961502395307
2020-12,3803.058417307202
2021-01,3813.58700742752
2021-02,3907.004879686141
2021-03,4145.014908009179
2021-04,4225.5077889063
2021-05,4227.622627675661
2021-06,4417.558730941875
2021-07,4449.678532294189
2021-08,4583.06532600256
2021-09,4477.184919215276
2021-10,4713.863483516016
2021-11,4731.2846778285875
2021-12,4871.942355239223
2022-01,4700.794876487709
2022-02,4571.6496249730135
2022-03,4717.685146952895
2022-04,4579.3494981911035
2022-05,4518.196299319181
2022-06,4241.300467601838
2022-07,4653.8368255912255
2022-08,4547.185939424128
2022-09,4222.598729208671
2022-10,4439.059225911095
2022-11,4593.348593216622
2022-12,4258.771608869309
2023-01,4486.058277244787
2023-02,4464.090462808533
2023-03,4494.834779280465
2023-04,4489.082540329949
2023-05,4602.386466871598
2023-06,4760.545625298491
2023-07,4884.554699004487
