Date,PACIFIC ex JAPAN
1998-12,100.0
1999-01,104.14813108159025
1999-02,106.66142223115317
1999-03,117.06585431986285
1999-04,139.23708819180442
1999-05,131.26774309674474
1999-06,143.73603050686913
1999-07,137.25699896231592
1999-08,135.93035504885012
1999-09,132.37897637607068
1999-10,136.64592942057595
1999-11,154.52681828896246
1999-12,167.7545878050173
2000-01,159.72390628231219
2000-02,161.8394379661908
2000-03,164.27329079027928
2000-04,165.42995246306782
2000-05,147.48028893850176
2000-06,159.4380540617161
2000-07,164.1858192167807
2000-08,173.24331142688632
2000-09,163.0951960238354
2000-10,160.54504908392767
2000-11,155.6514539667725
2000-12,151.89259026740626
2001-01,158.1133729827695
2001-02,154.5153753169497
2001-03,142.55505430778328
2001-04,150.3150050498312
2001-05,155.80367105120618
2001-06,156.0907068060283
2001-07,146.78927256141515
2001-08,138.85776402550562
2001-09,118.15146663445204
2001-10,126.62752738535363
2001-11,139.49826636770206
2001-12,145.05801776852266
2002-01,152.01837271555613
2002-02,149.2427506815971
2002-03,154.62120176756727
2002-04,150.45548742312297
2002-05,148.32262970510908
2002-06,133.03035829608353
2002-07,125.89111591469081
2002-08,126.4444168626879
2002-09,117.38954589553244
2002-10,123.6445543807804
2002-11,126.17415328073457
2002-12,115.96155360203502
2003-01,114.37098020480171
2003-02,112.52147036391592
2003-03,112.46925236342166
2003-04,115.97251274147658
2003-05,115.68450729870594
2003-06,122.95297867146998
2003-07,127.60288850661793
2003-08,136.92295989788735
2003-09,134.70864277730303
2003-10,144.50595348908223
2003-11,139.95714319830813
2003-12,141.84447512877952
2004-01,147.726888494995
2004-02,153.50864455369972
2004-03,154.73119138878147
2004-04,150.35692150495456
2004-05,148.01371228938075
2004-06,148.98132940369155
2004-07,151.91432175919186
2004-08,155.17971180536153
2004-09,160.04683150685455
2004-10,162.38230791574003
2004-11,168.14366642333798
2004-12,170.52812534930322
2005-01,177.290294526514
2005-02,182.25217257480273
2005-03,179.50024646587818
2005-04,180.50454669637116
2005-05,188.69265926695368
2005-06,201.85272663382244
2005-07,208.50739072972053
2005-08,205.96004106937207
2005-09,222.0556955344904
2005-10,210.17672892099213
2005-11,221.0255519245573
2005-12,225.66922419108204
2006-01,233.2301095935052
2006-02,236.06084053193507
2006-03,234.63264071126392
2006-04,243.62409093900118
2006-05,224.9003075295956
2006-06,227.58299625320757
2006-07,230.7805240102402
2006-08,237.5413496032663
2006-09,239.3473921989282
2006-10,253.90146629243628
2006-11,256.1847921964749
2006-12,268.7825947504276
2007-01,275.27751338311975
2007-02,275.7532199926782
2007-03,286.46479844120284
2007-04,293.5966682970136
2007-05,303.87432995204495
2007-06,309.65568829821035
2007-07,307.0376479403555
2007-08,303.3107019661393
2007-09,333.3405840203501
2007-10,353.21279218938156
2007-11,325.3113426755218
2007-12,319.32776907337245
2008-01,283.35827550147087
2008-02,281.74617706785835
2008-03,256.971473958651
2008-04,282.67812218488734
2008-05,287.638180934615
2008-06,262.7046617564321
2008-07,251.93923221478224
2008-08,254.09258171115542
2008-09,221.08941677727324
2008-10,183.67566270670994
2008-11,173.76199456646842
2008-12,167.846104081829
2009-01,165.22206468715328
2009-02,158.4501348334118
2009-03,171.8987948908705
2009-04,194.91274627984154
2009-05,206.97779630281858
2009-06,214.7536067681973
2009-07,237.182261570986
2009-08,242.59414525851707
2009-09,262.58746697047746
2009-10,261.4371379097204
2009-11,263.02754755615183
2009-12,281.39632003682453
2010-01,270.7422203943776
2010-02,284.4355273865139
2010-03,307.7516955655943
2010-04,312.7461618290722
2010-05,292.09246856637776
2010-06,291.6113259835928
2010-07,302.3009934975224
2010-08,303.8881341588246
2010-09,319.6184151158763
2010-10,322.81186688553623
2010-11,337.48551490761236
2010-12,352.30398755828935
2011-01,340.77547720566696
2011-02,343.67339776606553
2011-03,342.34919726794067
2011-04,344.15812133598877
2011-05,343.09939999985386
2011-06,334.3673368283196
2011-07,336.1885026557162
2011-08,317.3289705224617
2011-09,290.0905422925278
2011-10,321.1108152051583
2011-11,309.39861711385237
2011-12,317.9352079255718
2012-01,345.72711153394
2012-02,353.4141756894852
2012-03,344.9737859844611
2012-04,352.45676761969196
2012-05,332.6186624762931
2012-06,344.4165330167906
2012-07,378.4702951481414
2012-08,370.69061442928427
2012-09,377.2017150101536
2012-10,381.2669095089776
2012-11,386.24102050793556
2012-12,390.4993117057079
2013-01,398.5645577923994
2013-02,423.6255454566226
2013-03,429.18286170513585
2013-04,435.02979986931257
2013-05,402.8500441313412
2013-06,377.8657841657048
2013-07,381.94195870522304
2013-08,384.43043968416623
2013-09,400.44767963206976
2013-10,416.53354134694086
2013-11,404.31340681821
2013-12,394.61538517299726
2014-01,380.8936681234569
2014-02,396.0596866832777
2014-03,406.31884497794204
2014-04,413.22496397560826
2014-05,428.04672823590107
2014-06,426.8807504191279
2014-07,453.1045954031055
2014-08,461.6030776086262
2014-09,435.4465463190608
2014-10,460.0614286274923
2014-11,445.6731810418653
2014-12,447.82369527030426
2015-01,480.2908258441814
2015-02,504.9935763636073
2015-03,520.5123684816639
2015-04,518.5627763560492
2015-05,516.7289053433217
2015-06,489.4846610310573
2015-07,487.95083631361234
2015-08,424.61622555452516
2015-09,410.6905308672703
2015-10,444.63329016716216
2015-11,459.9919442442592
2015-12,457.1857742457815
2016-01,418.6497914492409
2016-02,416.3898235151687
2016-03,443.8361354307821
2016-04,450.706642951122
2016-05,453.64422347086463
