Date,EFM AFRICA ex ZA
2012-06,669.6046457527859
2012-07,730.3543923746971
2012-08,761.8863886847699
2012-09,797.0582418805095
2012-10,792.1505262615461
2012-11,749.5187057482242
2012-12,790.6788976061392
2013-01,807.3331457466427
2013-02,844.0143280049971
2013-03,858.6800589591531
2013-04,842.6447746310738
2013-05,919.070633708352
2013-06,818.6947930111659
2013-07,850.7153491042676
2013-08,813.1628916140486
2013-09,837.6270170910419
2013-10,885.5832495450785
2013-11,891.7462515884425
2013-12,897.744510613845
2014-01,890.3240947620436
2014-02,861.8173973808514
2014-03,864.7277083872721
2014-04,906.9465209179649
2014-05,955.5028739960916
2014-06,948.2409577762777
2014-07,1000.4415415845656
2014-08,1029.1290489956154
2014-09,1090.9690424299592
2014-10,1013.7354747912893
2014-11,971.4860638068657
2014-12,966.8438805604692
2015-01,978.1809788921831
2015-02,973.3832450991422
2015-03,1048.5934856414704
2015-04,1030.8713864053893
2015-05,1028.7726119328795
2015-06,992.609779846466
2015-07,927.574634396879
2015-08,869.5328285955104
2015-09,911.4866429022202
2015-10,884.6523248654004
2015-11,865.3762811362146
2015-12,870.1512343599751
2016-01,780.7400633650522
2016-02,799.3797254625424
2016-03,799.4243812605592
2016-04,843.9012833532142
2016-05,891.680523504882
2016-06,792.6708843479742
2016-07,806.5677602487128
2016-08,804.0791508041749
2016-09,819.4863318857582
2016-10,856.4582823634872
2016-11,792.0490036747354
2016-12,829.5842979781943
2017-01,812.1552783390839
2017-02,820.1757018335712
2017-03,814.6799803827192
2017-04,816.9994566705541
2017-05,866.5634716697249
2017-06,895.5893999279797
2017-07,909.0942624921842
2017-08,896.4711648212802
2017-09,885.7653072137325
2017-10,896.870920980938
2017-11,896.6564869765377
2017-12,894.8934806006203
2018-01,915.0538323570883
2018-02,924.3644981174589
2018-03,937.0381865669957
2018-04,957.1914318510666
2018-05,920.5629651203353
2018-06,924.9261279360557
2018-07,909.622878664174
2018-08,893.3369419306821
2018-09,853.2525523958865
2018-10,839.1682043295089
2018-11,841.5733080361989
2018-12,821.7486975265663
2019-01,844.4340111705488
2019-02,875.0913102617753
2019-03,882.5398422623533
2019-04,906.88399083375
2019-05,887.4057281369767
2019-06,889.1548124926645
2019-07,891.3854952893557
2019-08,919.8530709423262
2019-09,930.1042974172052
2019-10,928.4007722485779
2019-11,951.9638584500221
2019-12,981.2665975000533
2020-01,1013.036917887801
2020-02,961.5057286833093
2020-03,726.6110366328619
2020-04,768.9338481498602
2020-05,786.7764836017994
2020-06,785.8622677245502
2020-07,746.2823600443772
2020-08,783.2729005204436
2020-09,798.0606547461521
2020-10,824.0543012156619
2020-11,852.9008445618797
2020-12,861.5507827027172
2021-01,890.6734154652323
2021-02,881.0388027544163
2021-03,883.1587009075535
2021-04,901.7293196673402
2021-05,900.3360901613396
2021-06,934.3817527631575
2021-07,958.2219490269576
2021-08,983.6006682779785
2021-09,1002.0679890620495
2021-10,1043.2650216466295
2021-11,1019.6930055353276
2021-12,1031.7252620128606
2022-01,1035.2221693164622
2022-02,993.1135784895686
2022-03,954.2627628366043
2022-04,1006.3279764088921
2022-05,927.0179734102436
2022-06,900.7093309591303
2022-07,923.0572685460037
2022-08,931.709158780079
2022-09,901.2646575324802
2022-10,869.1311912464868
2022-11,880.8387917642141
2022-12,860.6263769769168
2023-01,837.7092888489793
2023-02,885.3124846523071
2023-03,819.5584342688218
2023-04,809.8415107238577
2023-05,871.0602300366994
2023-06,826.415790763698
2023-07,854.006431699894
