Date,EM FAR EAST
1998-12,100.0
1999-01,103.1143792794363
1999-02,102.26220097868027
1999-03,116.1841013089357
1999-04,144.63080842098492
1999-05,145.45728253631097
1999-06,183.10039522040142
1999-07,166.81133733065974
1999-08,174.26675512880524
1999-09,152.62903185655136
1999-10,161.687591888706
1999-11,184.15064543201174
1999-12,193.88454699846028
2000-01,208.63873754464228
2000-02,188.8311971549292
2000-03,204.045213127771
2000-04,191.3040871671784
2000-05,182.5163932850613
2000-06,180.5501306533514
2000-07,171.65425171417814
2000-08,173.36981503816378
2000-09,150.78506102512242
2000-10,141.32290033610275
2000-11,128.8475047815505
2000-12,113.59391932940936
2001-01,139.82243576747996
2001-02,132.2845885352037
2001-03,124.64744695878035
2001-04,124.82447055693532
2001-05,131.0147779125177
2001-06,129.41350762787883
2001-07,117.98660913786789
2001-08,113.91946680509993
2001-09,96.3340223849055
2001-10,103.80646373414409
2001-11,120.19223925211685
2001-12,133.37427219509115
2002-01,144.78606803605769
2002-02,147.685152743306
2002-03,158.2849428400561
2002-04,154.42961104506375
2002-05,147.12745625677627
2002-06,132.23000881526443
2002-07,128.194720850333
2002-08,126.00034016856209
2002-09,109.15410307634008
2002-10,114.58244741480455
2002-11,121.49735324406166
2002-12,106.66205545229228
2003-01,106.66993741099
2003-02,99.96183746082886
2003-03,93.92670938029323
2003-04,96.7916497857081
2003-05,99.78872778823826
2003-06,109.63030685572744
2003-07,122.47003526861405
2003-08,133.62619289955663
2003-09,124.05340336814955
2003-10,137.0027445976387
2003-11,130.3236142522268
2003-12,131.6640843747646
2004-01,141.9282967147257
2004-02,147.9582330644126
2004-03,148.16808608681572
2004-04,141.73220881923896
2004-05,134.75612641365197
2004-06,133.15693889234697
2004-07,128.38443875758898
2004-08,133.75755971776402
2004-09,135.91375826316388
2004-10,133.51767048954906
2004-11,139.70117470483058
2004-12,140.37808536952056
2005-01,149.60065986131454
2005-02,157.5669362024246
2005-03,151.97361299658277
2005-04,149.14135386793507
2005-05,160.95344432939285
2005-06,167.61885177110534
2005-07,178.29381551249696
2005-08,169.7418836565852
2005-09,183.61334271961508
2005-10,172.8540940020349
2005-11,190.5815851741276
2005-12,204.13506359088436
2006-01,213.85920422514786
2006-02,216.42514764217728
2006-03,215.1365323168597
2006-04,222.29695832197464
2006-05,203.1726018590718
2006-06,201.8949779248769
2006-07,201.98794604895696
2006-08,207.04682424912866
2006-09,216.45790931491194
2006-10,219.52823798029982
2006-11,229.34982378293284
2006-12,239.444526675717
2007-01,236.2212197338424
2007-02,235.96496008525915
2007-03,238.80136703734755
2007-04,241.9377245888875
2007-05,261.2873706194795
2007-06,278.04662059742867
2007-07,296.83639663701933
2007-08,294.8261078904538
2007-09,313.9654132959721
2007-10,340.53817783423415
2007-11,300.36113862827
2007-12,295.9533511135979
2008-01,250.40506035824822
2008-02,266.66533251582035
2008-03,240.78220333270139
2008-04,264.4220844119239
2008-05,256.79153396973487
2008-06,224.27978213134264
2008-07,222.79071665751525
2008-08,217.65565185853455
2008-09,190.9243663905221
2008-10,161.90980038675525
2008-11,151.11637613404122
2008-12,154.06542098225214
2009-01,155.5903716517845
2009-02,147.8390445774267
2009-03,164.63966950042897
2009-04,191.90711120623402
2009-05,201.8286621678597
2009-06,203.70913089191865
2009-07,228.50331911865734
2009-08,219.04076026578977
2009-09,234.22470817584124
