Date,BRIC
1998-12,100.0
1999-01,90.98753597036429
1999-02,97.712291378664
1999-03,125.40372517635056
1999-04,131.2947992682533
1999-05,140.23666806046305
1999-06,151.34852593318217
1999-07,144.39872264274402
1999-08,147.58693768285545
1999-09,147.0271174081105
1999-10,147.39390159473217
1999-11,172.4929553535086
1999-12,213.36575748548074
2000-01,221.26476488207166
2000-02,245.51852619016722
2000-03,247.833035506048
2000-04,227.6954116700881
2000-05,206.88155477878018
2000-06,220.17629792708433
2000-07,220.7018156178888
2000-08,236.93267673370985
2000-09,214.12554163299225
2000-10,207.0710967712524
2000-11,183.5267402863594
2000-12,179.43337358659974
2001-01,204.30730642774256
2001-02,190.02087654358775
2001-03,171.00009210111483
2001-04,178.51100463508763
2001-05,189.42811897441578
2001-06,187.43111939296554
2001-07,166.5001020713362
2001-08,146.80861024552163
2001-09,127.73549323828144
2001-10,136.92169139080136
2001-11,151.9753964857074
2001-12,162.68421659702776
2002-01,163.09365276940972
2002-02,171.61737627782117
2002-03,176.1922657611724
2002-04,172.34754412785335
2002-05,160.431367660702
2002-06,137.8926468581255
2002-07,119.5871005775764
2002-08,128.3071503292609
2002-09,111.08043195658574
2002-10,120.82853239808612
2002-11,124.51542251082104
2002-12,120.61765079338502
2003-01,116.10730634965175
2003-02,116.16684475615769
2003-03,114.42463888641613
2003-04,123.11148205578752
2003-05,126.95827482593218
2003-06,137.79863532610378
2003-07,146.07277046047741
2003-08,165.34836994108832
2003-09,161.4241816483583
2003-10,175.03580716894524
2003-11,176.3658549528046
2003-12,192.37751059325012
2004-01,193.5095278763716
2004-02,202.027490571945
2004-03,204.36962215202226
2004-04,184.66389604124373
2004-05,175.8731394478933
2004-06,178.72909521866862
2004-07,185.40421514011146
2004-08,190.3085089720272
2004-09,201.82120467750917
2004-10,199.55851458478094
2004-11,206.07242450200457
2004-12,209.07644444590164
2005-01,214.7994720957318
2005-02,233.17394090855962
2005-03,222.8049300932462
2005-04,218.9751787128459
2005-05,240.65790169195972
2005-06,257.5013368830437
2005-07,272.95076808500966
2005-08,286.5885167664728
2005-09,331.02554293515254
2005-10,306.15647516252216
2005-11,337.530935163999
2005-12,348.0496997511758
2006-01,397.0137243458184
2006-02,417.78757497699837
2006-03,416.27284193504397
2006-04,430.75466101202034
2006-05,372.81502008653865
2006-06,387.23852879289905
2006-07,394.9929068455816
2006-08,406.2492934151936
2006-09,409.1229282558812
2006-10,430.6046902063447
2006-11,450.6266833092183
2006-12,487.55780176758975
2007-01,484.8965128474062
2007-02,461.6139818613919
2007-03,480.80925684275564
2007-04,489.02000142822374
2007-05,520.2607569127879
2007-06,555.4961917141895
2007-07,584.2695500906711
2007-08,586.6584662562545
2007-09,657.4411887304032
2007-10,744.0119524219825
2007-11,686.945945011958
2007-12,699.4610723068968
2008-01,584.1989128503972
2008-02,616.2000265133258
2008-03,539.0298456880864
2008-04,614.393493977378
2008-05,639.5629151948392
2008-06,564.587896571969
2008-07,536.1037657010385
2008-08,516.2165211651131
2008-09,423.9015049506665
2008-10,332.88826815432805
2008-11,312.2593013325752
2008-12,299.16108751343904
2009-01,311.93019670461035
2009-02,302.44306542265156
2009-03,328.49711355311393
2009-04,383.68119996726824
2009-05,444.2417818884501
2009-06,439.08487117566176
2009-07,475.78490479859295
2009-08,459.5180666908843
2009-09,497.97576183052246
2009-10,509.4836330001451
2009-11,527.096763814089
2009-12,560.8928958977974
2010-01,535.6339535571861
2010-02,555.2385104263248
2010-03,600.7290267063613
2010-04,610.0692751089334
2010-05,606.2631073978832
2010-06,602.3765920710822
2010-07,609.2959801788234
2010-08,606.83653674851
2010-09,623.3608307708536
2010-10,629.5072268630514
2010-11,648.0784028985037
2010-12,658.540063226826
2011-01,623.5600436270495
2011-02,624.8558348381249
2011-03,642.851895555406
2011-04,616.620337096902
2011-05,620.6316283491811
2011-06,608.2702000688116
2011-07,602.8106566064818
2011-08,544.5224599662139
