Date,BRIC
2011-09,487.63673414108774
2011-10,544.0558200431641
2011-11,518.8226393013505
2011-12,526.2626168209079
2012-01,596.0535597455381
2012-02,620.3556196050229
2012-03,583.81074703807
2012-04,577.1649544771599
2012-05,536.9781603463101
2012-06,541.6579267253982
2012-07,565.7004602102464
2012-08,547.9275551002179
2012-09,571.6936569321665
2012-10,572.9492204002755
2012-11,574.4213632354929
2012-12,595.3132994803973
2013-01,602.5123214402442
2013-02,598.8350516386878
2013-03,593.0576932252214
2013-04,585.5789877380046
2013-05,576.8257176872321
2013-06,528.7751829774071
2013-07,524.788539335484
2013-08,522.4566368018992
2013-09,551.6142623532068
2013-10,575.6202536060017
2013-11,569.6211772674374
2013-12,551.0700938935903
2014-01,519.5952707860912
2014-02,518.9343318559669
2014-03,535.015298720552
2014-04,526.5282849154356
2014-05,559.7064744552194
2014-06,581.5109608693691
2014-07,614.3366091193157
2014-08,644.1858030279208
2014-09,610.4425477521901
2014-10,631.4431993607066
2014-11,626.5829685596157
2014-12,611.4882982832805
2015-01,663.1697288222364
2015-02,696.5538686709438
2015-03,713.5538224558528
2015-04,769.9653748403103
2015-05,752.6497316994321
2015-06,720.0588633591058
2015-07,665.6655471595125
2015-08,584.1643995592121
2015-09,567.5006130713457
2015-10,611.8085522953731
2015-11,618.9810810442575
2015-12,590.8958434096296
2016-01,534.0276434720759
2016-02,520.9997794197075
2016-03,570.9218181573466
2016-04,581.0604224220638
2016-05,580.6220765117364
2016-06,604.3970311444559
2016-07,629.5922859282759
2016-08,661.9938387542524
2016-09,666.9037844833435
2016-10,690.9045018029328
2016-11,688.0517690366404
2016-12,683.8800255508833
2017-01,709.6918207333628
2017-02,744.9336898974007
2017-03,752.575334862589
2017-04,752.977721558533
2017-05,744.3923991045832
2017-06,739.4289365762336
2017-07,777.5347425563383
2017-08,800.8309607481795
2017-09,812.6609574156554
2017-10,849.6563695486967
2017-11,835.0971866839432
2017-12,853.252859365596
2018-01,916.8097613584272
2018-02,886.853468152664
2018-03,851.7518506079683
2018-04,862.8228674897324
2018-05,877.0237129679981
2018-06,837.489196301771
2018-07,845.7971743490341
2018-08,815.6081992615261
2018-09,808.0271258692827
2018-10,774.4853753102028
2018-11,819.4070249320537
2018-12,777.7396711369161
2019-01,851.0752761133245
2019-02,868.2709919753033
2019-03,902.68326797733
2019-04,919.3405517450788
2019-05,854.1079091829014
2019-06,888.8930177849214
2019-07,902.1623922670558
2019-08,868.3880903163825
2019-09,886.9029882052243
2019-10,908.0620883860911
2019-11,921.2324187442299
2019-12,974.9051627434104
2020-01,944.0412262300699
2020-02,920.0715827943648
2020-03,788.6930090492061
2020-04,852.4971342739814
2020-05,843.6179720038083
2020-06,901.4175479827492
2020-07,939.2327642669461
2020-08,963.2561929138412
2020-09,954.1414708267573
2020-10,992.9674219567868
2020-11,1024.8669043188786
2020-12,1054.3867183295843
2021-01,1102.57680474321
2021-02,1100.2620214321876
2021-03,1096.8029805549659
2021-04,1084.926389615286
2021-05,1104.4446435750672
2021-06,1146.5182201115547
2021-07,1035.6031276385033
2021-08,1063.0694470203596
2021-09,1041.7062638833902
2021-10,1057.6794775765204
2021-11,1029.144411668058
2021-12,1008.8543235112049
2022-01,1005.5895438924936
2022-02,940.9473191334545
2022-03,894.4117677804802
2022-04,900.2624830523049
2022-05,886.9886081342955
2022-06,911.6867998276009
2022-07,901.7551432597169
2022-08,932.2767940051166
2022-09,850.460756830733
2022-10,772.6595589992853
2022-11,871.2608496281704
2022-12,850.4959241434816
2023-01,895.9648245587478
2023-02,836.8799124725227
2023-03,842.743911982544
2023-04,813.3345365259178
2023-05,805.2082365251961
2023-06,829.779944508799
2023-07,885.7590808522959
