Date,NORTH AMERICA
1998-12,100.0
1999-01,108.01255473536314
1999-02,108.50817435134465
1999-03,114.92354349063152
1999-04,121.79267339034553
1999-05,120.66581090353333
1999-06,128.53569014715183
1999-07,120.02425312387669
1999-08,120.80521014129748
1999-09,116.52212791556093
1999-10,125.79805601405167
1999-11,134.2286207193134
1999-12,144.6411724063876
2000-01,140.60506884958482
2000-02,140.00591095902485
2000-03,154.85930768894485
2000-04,157.33074235697248
2000-05,150.56448750623395
2000-06,149.85657216002502
2000-07,152.6286887215542
2000-08,167.64993067179736
2000-09,159.31693279879823
2000-10,164.03272809824296
2000-11,147.02982128749858
2000-12,136.26755650195295
2001-01,142.6781201026075
2001-02,130.93472038908175
2001-03,127.36868943625473
2001-04,136.86410010150357
2001-05,144.08779768473647
2001-06,140.87818370710303
2001-07,135.05952550071652
2001-08,121.51664833768842
2001-09,111.85758327429043
2001-10,114.69740657903817
2001-11,124.34154291849653
2001-12,125.87178791184226
2002-01,128.38270448812787
2002-02,125.32354923044767
2002-03,128.88851669027906
2002-04,116.95663854521966
2002-05,112.09817743607115
2002-06,98.04165790060424
2002-07,91.5061267700338
2002-08,91.94048811941859
2002-09,81.05498638167465
2002-10,88.04403822710546
2002-11,92.92143153793342
2002-12,82.93578935799668
2003-01,79.28238754092176
2003-02,77.92870105982718
2003-03,77.61578868727509
2003-04,82.16803423176212
2003-05,82.25355341476406
2003-06,85.34018382127238
2003-07,88.62930901210206
2003-08,92.69450224847957
2003-09,86.49006345368686
2003-10,91.62872549131019
2003-11,89.8027602662633
2003-12,89.78793072839711
2004-01,92.78547903994765
2004-02,93.93799966058351
2004-03,93.51933222291373
2004-04,94.09560765549669
2004-05,93.65482567331833
2004-06,95.87825769689725
2004-07,93.74710725484276
2004-08,93.32725475407999
2004-09,92.60608529514514
2004-10,92.02012981092852
2004-11,91.69586676644587
2004-12,92.72550271698888
2005-01,94.21817116475731
2005-02,94.66739574272687
2005-03,95.29931704628635
2005-04,94.01627734851839
2005-05,101.45389244796884
2005-06,104.0544933489377
2005-07,107.7095296236033
2005-08,105.80601507440691
2005-09,109.19287041912466
2005-10,107.7225333394224
2005-11,113.9537464770348
2005-12,114.26166438343046
2006-01,114.44188316958186
2006-02,116.530478239559
2006-03,116.30002609131711
2006-04,113.46084433457904
2006-05,108.00206015411378
2006-06,108.4830073930197
2006-07,109.05678443522744
2006-08,111.47682255925015
2006-09,115.07257245308071
2006-10,118.21467872468867
2006-11,116.15573909306188
2006-12,118.0334482392918
2007-01,121.78132427667525
2007-02,117.81130447511234
2007-03,118.30840950564996
2007-04,120.48404364505099
2007-05,126.90621313236285
2007-06,124.47512606730663
2007-07,119.27038693186775
2007-08,121.44622953298996
2007-09,121.36305728856298
2007-10,122.03102297044076
2007-11,114.5185724195928
2007-12,114.61761753045877
2008-01,106.28495381645271
2008-02,101.21020337297199
2008-03,96.17519597662894
2008-04,102.90392290999488
2008-05,105.26679635224642
2008-06,95.79729724983227
2008-07,95.09993401732002
2008-08,101.86740870148928
2008-09,96.50982162565475
2008-10,87.75229822463142
2008-11,81.33588216019447
2008-12,74.98422824824105
2009-01,74.9827006266954
2009-02,68.00291380663992
2009-03,70.6678717661396
2009-04,77.84844878968373
2009-05,77.82269463278155
2009-06,78.30055427520014
2009-07,83.61350687500801
2009-08,85.10857345783344
2009-09,87.04642199808112
2009-10,84.31461547034095
2009-11,87.89976733994925
2009-12,93.96730637354939
