Date,EFM CEEC ex RU
2002-05,272.67447594080744
2002-06,236.52575495391335
2002-07,226.70795131855505
2002-08,244.0317223348998
2002-09,229.84281277219725
2002-10,247.17763450613006
2002-11,264.7356576223943
2002-12,252.24282875994734
2003-01,241.07355336977693
2003-02,233.6862069898736
2003-03,229.23864146932382
2003-04,249.94362129159367
2003-05,256.92366496064835
2003-06,243.297717272441
2003-07,265.31324938587653
2003-08,296.26121437339947
2003-09,278.3522723039122
2003-10,290.5435902449556
2003-11,275.93861887030005
2003-12,289.11343547954215
2004-01,303.63855946424707
2004-02,321.76330820920424
2004-03,344.2727565755805
2004-04,345.36308310699746
2004-05,345.8286812469499
2004-06,355.85196263303504
2004-07,361.4440072835233
2004-08,372.2102724114848
2004-09,393.18851249203533
2004-10,418.02558658656363
2004-11,451.7279192119713
2004-12,481.6392505732788
2005-01,493.6425820326215
2005-02,575.9138229646244
2005-03,530.4689538702455
2005-04,493.6565428086391
2005-05,517.8077974614793
2005-06,568.792351281429
2005-07,617.114262901741
2005-08,652.5442399809884
2005-09,715.7827821502598
2005-10,647.8747984239386
2005-11,673.609215891056
2005-12,693.2405896100195
2006-01,730.3591797720433
2006-02,754.419526586534
2006-03,733.498459205631
2006-04,787.8663393561866
2006-05,700.1671373020932
2006-06,690.044304751326
2006-07,762.8254457567673
2006-08,730.4304305937387
2006-09,729.8167938576346
2006-10,790.9423294610651
2006-11,830.1161663587983
2006-12,883.8690449770414
2007-01,896.1920616418188
2007-02,857.7918462016341
2007-03,915.6975409922435
2007-04,954.9123620731974
2007-05,981.7580275407339
2007-06,1041.3931509634617
2007-07,1038.438820248561
2007-08,989.7674346775168
2007-09,1016.7928366860715
2007-10,1063.4294807211436
2007-11,1000.0000000000003
2007-12,1013.3041620113482
2008-01,877.4711635532842
2008-02,886.8688697860503
2008-03,868.103237271613
2008-04,882.815032299378
2008-05,933.8534871370662
2008-06,866.8128916118613
2008-07,921.7202290922091
2008-08,861.8917457372347
2008-09,754.527932419481
2008-10,554.4983044562103
2008-11,500.59858170598955
2008-12,473.1571435294512
2009-01,403.88148144497563
2009-02,343.30447314030516
2009-03,376.16850405853785
2009-04,457.9706586167819
2009-05,486.056483834058
2009-06,501.48782058855903
2009-07,596.8814404366946
2009-08,627.9475566144279
2009-09,631.2688817222528
2009-10,643.4157316405945
2009-11,665.4580211412198
2009-12,678.3614014050529
2010-01,704.2258452014021
2010-02,684.3544790073515
2010-03,761.1205910756125
2010-04,770.3471891060575
2010-05,700.1231939734157
2010-06,655.149408327206
2010-07,712.3646796745628
2010-08,702.5500305730055
2010-09,748.3328363323795
2010-10,761.7189222977075
2010-11,727.4127347512073
2010-12,772.5275692469786
2011-01,789.8896672776715
2011-02,792.6583952405184
2011-03,807.3896700172102
2011-04,847.0701390220502
2011-05,837.2031032740184
2011-06,812.9708973051835
2011-07,792.3081287008544
2011-08,698.15202924353
2011-09,599.156374618845
2011-10,643.5651623699051
2011-11,611.5003716903212
2011-12,589.0575859371417
2012-01,658.0026976375984
2012-02,676.6899934557048
2012-03,667.405054295823
2012-04,654.6848986204151
2012-05,584.9848226552323
2012-06,649.5276915928498
2012-07,663.7483615438891
2012-08,687.2463942098778
2012-09,717.7526182858315
2012-10,706.192838540565
2012-11,718.7038063706531
2012-12,752.3498121509831
2013-01,724.8063852664783
2013-02,725.9156472834776
2013-03,699.4840026783335
2013-04,691.9586682333696
2013-05,719.8744486830452
2013-06,671.6332392485729
2013-07,700.1249717754126
2013-08,713.0909546855398
2013-09,731.6051473323972
2013-10,774.0154344207803
2013-11,776.8145600616117
2013-12,742.1285666582161
2014-01,718.8951267384106
2014-02,762.2553994395213
2014-03,752.0933791153986
2014-04,751.4373189002415
2014-05,777.407478490307
2014-06,772.166359034097
2014-07,748.4670348310442
2014-08,773.0603130167369
2014-09,815.3019271210379
2014-10,785.0346008251151
2014-11,775.2212983297587
2014-12,732.4472688475798
2015-01,745.4976775749923
2015-02,772.9721940413467
2015-03,804.4567296368135
2015-04,853.156447396776
2015-05,819.4920770018157
2015-06,785.5845403571374
2015-07,781.4461866621526
2015-08,739.7568150538838
2015-09,708.6334886804427
2015-10,714.3334429193096
2015-11,689.6895894435031
2015-12,666.7902263458319
2016-01,633.612204745705
2016-02,641.1389665217987
2016-03,713.7933601776278
2016-04,677.6299104425649
2016-05,653.2688906942212
2016-06,639.5268683778478
2016-07,665.9019359175386
2016-08,673.4116348346598
2016-09,665.5861816678
2016-10,703.0648713088248
2016-11,676.0385386740277
2016-12,726.3646076064043
2017-01,768.4972863574714
2017-02,808.8168366985464
2017-03,808.8488325490076
2017-04,863.6693617850186
2017-05,862.2090889320258
2017-06,863.3341238206096
2017-07,893.0601364507806
2017-08,936.3743811079901
2017-09,908.3479165887101
2017-10,950.1563329311407
2017-11,923.0212120485834
2017-12,949.648348291908
2018-01,995.1023918748378
2018-02,932.8155242999728
2018-03,891.532393809686
2018-04,912.3491954247338
2018-05,847.7091115276268
2018-06,839.3341971051123
2018-07,907.6378320903223
2018-08,918.1008494158275
2018-09,913.1717799606984
2018-10,863.6399125519022
2018-11,921.6825829707044
2018-12,902.6931118687418
2019-01,939.1118482791329
2019-02,928.8861190350589
2019-03,931.3813447824305
2019-04,946.430622891351
2019-05,922.6477997548046
2019-06,951.2834127650176
2019-07,948.4443084751116
2019-08,892.0691587641568
2019-09,906.1843940454916
2019-10,939.1624486618002
2019-11,930.8503434276022
2019-12,954.4995807436067
2020-01,911.360534300998
2020-02,802.8346756089734
2020-03,627.9220220232377
2020-04,681.1546237096347
2020-05,722.9853501499069
2020-06,734.7023905026037
2020-07,733.7233724788513
2020-08,751.0646328245834
2020-09,693.4313985225763
2020-10,622.7245013155906
2020-11,758.5985702509112
2020-12,806.435742353759
2021-01,815.779066647667
2021-02,806.0343998725838
2021-03,817.5240627465665
2021-04,858.4671017660818
2021-05,950.2828245058502
2021-06,949.8252754384831
2021-07,966.1111631500008
2021-08,1033.9463302446482
2021-09,1021.7583189686035
2021-10,1066.5786955621238
2021-11,996.6622245552039
2021-12,1023.962974986279
2022-01,1017.0680229035631
2022-02,874.4025575078099
2022-03,915.3144578244971
2022-04,841.4978424081617
2022-05,825.8218087722599
2022-06,771.8001740158471
2022-07,802.357673179941
2022-08,756.3204265555929
2022-09,673.6251589792807
2022-10,743.1592133358762
2022-11,823.8903406959354
2022-12,827.6589255762345
2023-01,875.8581024728352
2023-02,886.6699953484685
2023-03,852.8873015663742
2023-04,928.1777687645107
2023-05,924.8474096674327
2023-06,1000.8647328931683
2023-07,1065.139433163488
