Date,EFM EMEA
2002-05,371.36157598420317
2002-06,319.81710332171133
2002-07,288.2902065049664
2002-08,299.70845366434105
2002-09,292.72277904552163
2002-10,305.6143507156625
2002-11,329.69564155848315
2002-12,315.24746165898995
2003-01,301.8903583187271
2003-02,306.6195601282421
2003-03,292.1263922475858
2003-04,316.2546267849101
2003-05,320.9518934922165
2003-06,340.71407695290895
2003-07,353.0509040312047
2003-08,388.1714571648096
2003-09,377.2751044738064
2003-10,396.87739264006063
2003-11,403.983722513908
2003-12,399.01881753854866
2004-01,414.50256323221225
2004-02,438.68380528852055
2004-03,462.3080124163163
2004-04,428.4995575511707
2004-05,432.4914858635253
2004-06,442.43869364095735
2004-07,439.6262217511411
2004-08,449.0447765285418
2004-09,467.3455268612126
2004-10,473.46969130629276
2004-11,492.0919395649403
2004-12,506.59874802259503
2005-01,526.5450731673167
2005-02,570.6392142319357
2005-03,551.568660175544
2005-04,553.5436996861775
2005-05,575.2959782269476
2005-06,627.4476697442872
2005-07,661.1448984697506
2005-08,699.633828786567
2005-09,785.6880437386843
2005-10,749.0009329489425
2005-11,804.059288416327
2005-12,840.7822946908575
2006-01,901.8177121585768
2006-02,902.7019535162764
2006-03,894.0469826752101
2006-04,903.5761330359097
2006-05,781.4243412258243
2006-06,768.5481187912281
2006-07,792.0141597857202
2006-08,810.0168726040911
2006-09,785.3452310453516
2006-10,825.7764788501958
2006-11,836.0673325324434
2006-12,879.0166758122747
2007-01,883.5462625267629
2007-02,867.016035300692
2007-03,902.088967200757
2007-04,914.5131266076089
2007-05,919.0612234675854
2007-06,948.0443967506169
2007-07,961.646644460706
2007-08,938.7490545653021
2007-09,965.4878316469806
2007-10,1039.979487795413
2007-11,1000.0
2007-12,1025.3128254481903
2008-01,895.3507029331923
2008-02,925.5030637446024
2008-03,851.2118248730496
2008-04,915.958270854499
2008-05,979.3092380389384
2008-06,905.2329825442986
2008-07,875.6438052832018
2008-08,841.2564197509842
2008-09,735.1603529899164
2008-10,577.9769989237914
2008-11,519.3097626845067
2008-12,481.24592134264896
2009-01,452.3270729314527
2009-02,436.0818664539066
2009-03,471.4527366352476
2009-04,543.2558179788208
2009-05,603.7921743833797
2009-06,595.0722743780967
2009-07,637.5023446307903
2009-08,655.261326579954
2009-09,677.4243660407142
2009-10,675.6937473318511
2009-11,674.9251851291043
2009-12,733.0067552118471
2010-01,750.1742180797721
2010-02,750.9598370324987
2010-03,832.0771809451037
2010-04,846.3686046170725
2010-05,828.8819971034756
2010-06,800.2047669065548
2010-07,840.9749241534795
2010-08,839.5854504783911
2010-09,866.9708678897741
2010-10,880.6874700217013
2010-11,906.5726577377437
2010-12,969.0968532517146
2011-01,911.2409340174656
2011-02,936.4615918198175
2011-03,953.0048310120992
2011-04,952.5116104142917
2011-05,928.7024098797056
2011-06,911.0639184524487
2011-07,912.6604911331608
2011-08,838.3587682149066
2011-09,760.1434315635338
2011-10,810.5030085517856
2011-11,824.771711587399
2011-12,806.0348660936606
2012-01,883.5204472898847
2012-02,928.3121450291394
2012-03,901.2483601675563
2012-04,897.3530772696797
2012-05,833.5317083032237
2012-06,872.3697448648155
2012-07,920.4595898187107
2012-08,910.9274863860546
2012-09,933.2078298448879
2012-10,914.6118136028872
2012-11,910.5002474864616
2012-12,961.5650048855795
2013-01,938.968522486259
2013-02,946.0475721614584
2013-03,949.9292527000583
2013-04,927.4595042580603
2013-05,924.8962833851599
2013-06,875.8269254043167
2013-07,882.6552081224642
2013-08,871.1112959830147
2013-09,916.3415619235122
2013-10,955.0921854357063
2013-11,924.7731956148243
2013-12,909.8926649248979
2014-01,858.5308852497666
2014-02,877.973581348886
2014-03,907.4353186446275
2014-04,899.2255307812522
2014-05,964.3314521611179
2014-06,967.384922159601
2014-07,974.3480414177981
2014-08,993.8926460564053
2014-09,976.2561101919325
2014-10,991.5456550783317
2014-11,975.1301394814842
2014-12,910.4950518110745
2015-01,972.8107041477432
2015-02,1023.4408752197929
2015-03,1039.5397247380872
2015-04,1077.2410288719313
2015-05,1034.058547023381
2015-06,1021.2092115594082
2015-07,982.9538609810676
2015-08,900.5497149872928
2015-09,864.0777801257323
2015-10,914.4421105910789
2015-11,900.3959138234524
2015-12,818.7657534587642
2016-01,783.6512822650336
2016-02,796.8820412065435
2016-03,870.4615901503425
2016-04,898.1992426083018
2016-05,857.8860023839766
2016-06,880.6704949761072
2016-07,920.3167174908829
2016-08,900.8872574670111
2016-09,918.9656859706531
2016-10,941.1349682567242
2016-11,928.9870727044741
2016-12,998.5904751253768
2017-01,998.4247948109771
2017-02,1015.3181658432634
2017-03,1014.7756353645508
2017-04,1037.0834501229947
2017-05,1010.5863092708797
2017-06,977.8166938246809
2017-07,1002.4400256354379
2017-08,1035.548803631412
2017-09,1004.5387936435692
2017-10,1027.7088515546432
2017-11,1035.7176525680788
2017-12,1094.859419649102
2018-01,1120.2195254347087
2018-02,1125.4825344230835
2018-03,1066.8965053604172
2018-04,1061.6663006686056
2018-05,1036.8751365403207
2018-06,1017.1060142841447
2018-07,1062.4210875786616
2018-08,991.6208248257556
2018-09,1008.9372703638895
2018-10,968.5646251677599
2018-11,1009.9897376743949
2018-12,984.7973715165712
2019-01,1078.3398700101882
2019-02,1054.5037608307919
2019-03,1060.8017730533395
2019-04,1115.617366517448
2019-05,1086.338701979072
2019-06,1123.1938459412577
2019-07,1146.2381865743964
2019-08,1080.2025578193052
2019-09,1098.9142264227842
2019-10,1102.6562439441373
2019-11,1116.8905203679938
2019-12,1174.0523703918302
2020-01,1138.3555280942712
2020-02,1017.6784659154505
2020-03,803.119831283802
2020-04,888.0146510127632
2020-05,908.196555241947
2020-06,929.6199723258667
2020-07,908.6125097422405
2020-08,915.8968573169391
2020-09,912.7846038984111
2020-10,884.8508562863541
2020-11,973.5708825775346
2020-12,1012.8728607365958
2021-01,1031.7446653884422
2021-02,1049.9820342135652
2021-03,1135.7928743567486
2021-04,1137.040393574561
2021-05,1184.503364710626
2021-06,1213.3835245085704
2021-07,1216.4904995612874
2021-08,1263.6926975524277
2021-09,1296.9298675434868
2021-10,1334.2472318576665
2021-11,1276.452464497121
2021-12,1292.7160406113117
2022-01,1340.6603745270506
2022-02,1204.5993010434133
