Date,EFM EMEA
2022-03,1146.2671072314565
2022-04,1172.240260914901
2022-05,1105.4612192675747
2022-06,1017.7090684005989
2022-07,1080.361381151915
2022-08,1087.7480247324877
2022-09,1030.2023272904526
2022-10,1063.4000732102363
2022-11,1068.8667158062162
2022-12,1001.0663214319787
2023-01,1006.4618164604954
2023-02,989.958124504925
2023-03,975.9449299104239
2023-04,998.1817838677963
2023-05,975.2741601436021
2023-06,999.3569602483776
2023-07,1057.3502992826127
