Date,EUROPE
1998-12,100.0
1999-01,102.7572602619043
1999-02,103.63258406311415
1999-03,106.55142353618356
1999-04,111.9985357359154
1999-05,108.19040704827658
1999-06,111.28139642695011
1999-07,108.24966771626391
1999-08,110.82632684014972
1999-09,109.10133708529884
1999-10,114.63967894570536
1999-11,122.92165316042467
1999-12,136.1631510171998
2000-01,129.59483174779288
2000-02,138.5913167734739
2000-03,142.83642855064744
2000-04,143.4018811702751
2000-05,139.78424669124524
2000-06,138.1777352947965
2000-07,140.69021663582862
2000-08,144.93946293222677
2000-09,139.21908573115934
2000-10,143.87678060292802
2000-11,134.70007886959186
2000-12,133.53524445692761
2001-01,134.88276715922603
2001-02,124.43399692967192
2001-03,119.83080131202307
2001-04,128.08437731415071
2001-05,127.58842971841668
2001-06,122.9764058219048
2001-07,119.29419077383335
2001-08,111.94504731736399
2001-09,100.5152276134428
2001-10,104.85436568862855
2001-11,109.71699689392311
2001-12,113.1537122510515
2002-01,110.92744208472288
2002-02,110.38341164444064
2002-03,115.41340562832565
2002-04,110.97723270601779
2002-05,106.8418467776175
2002-06,97.60312727922368
2002-07,87.39022164004265
2002-08,87.36901394607071
2002-09,75.29770660661472
2002-10,82.40853898080005
2002-11,86.07006948518972
2002-12,78.63717336436753
2003-01,73.24290700932022
2003-02,70.57186029761448
2003-03,68.7035014947614
2003-04,76.34540947004267
2003-05,77.22567455806345
2003-06,79.90817377768796
2003-07,83.19969710609685
2003-08,85.14618350854482
2003-09,81.90748247963867
2003-10,87.54685734370273
2003-11,88.51863608158052
2003-12,91.0312498027638
2004-01,93.51710014723281
2004-02,96.25335496746871
2004-03,94.31619497678022
2004-04,96.00358472182188
2004-05,95.898192157321
2004-06,97.58601022737048
2004-07,95.91674579108508
2004-08,95.09258516030442
2004-09,96.78242021989121
2004-10,97.91181466394087
2004-11,100.60909591596653
2004-12,102.54257228381762
2005-01,104.95359935353784
2005-02,108.24183044846464
2005-03,107.79889224703462
2005-04,105.94612952973682
2005-05,111.31863353494192
2005-06,115.14534756991982
2005-07,118.95644932162352
2005-08,119.26433649507469
2005-09,124.61375155330121
2005-10,121.49684579796319
2005-11,125.54738858280281
2005-12,129.9011107469416
2006-01,134.44119224465493
2006-02,137.04958641729397
2006-03,140.33316789697923
2006-04,141.85263339781173
2006-05,135.51651620957594
2006-06,136.64000660184584
2006-07,139.0175958406948
2006-08,142.99939010138502
2006-09,145.74533119736057
2006-10,150.8673813503807
2006-11,150.47199196495512
2006-12,156.11989845265137
2007-01,159.3799814420923
2007-02,156.22971739534853
2007-03,160.71974836777844
2007-04,167.09689203985118
2007-05,172.75280485740996
2007-06,172.15345086984743
2007-07,166.25938525357552
2007-08,165.12262311075267
2007-09,166.3038314047139
2007-10,171.11736834867943
2007-11,163.29650444257823
2007-12,161.07565442882475
2008-01,142.48187585412256
2008-02,141.22327586580218
2008-03,135.9118255797526
2008-04,144.8356100969434
2008-05,146.11687163115715
2008-06,131.6099941401673
2008-07,129.09678037359734
2008-08,131.44548550439177
2008-09,117.01412466546554
2008-10,102.08894472509292
2008-11,95.07520873752205
2008-12,91.35153977243262
2009-01,88.15451081772683
2009-02,79.95232435970709
2009-03,81.81800566546892
2009-04,93.60896282558063
2009-05,98.50597248351782
2009-06,97.49606553884868
2009-07,106.60613941022245
2009-08,111.98334179135772
2009-09,115.055541937507
2009-10,112.66727056040702
2009-11,113.97772108613133
2009-12,121.08553339694475
2010-01,117.61486029698757
2010-02,117.41907553361912
2010-03,126.18691428575997
2010-04,125.0981570246504
2010-05,119.34764050628216
2010-06,118.70689824913607
2010-07,124.62111938956716
2010-08,123.06404612950934
2010-09,127.17025274135777
2010-10,130.3313088783914
2010-11,128.64181130762006
2010-12,135.31020251775482
2011-01,137.64920811970208
2011-02,141.16078331508058
2011-03,136.3077385002283
2011-04,141.01204933454397
2011-05,141.04337898797235
2011-06,137.21545871439622
2011-07,133.78377034755545
2011-08,120.16244602408428
2011-09,114.82591745069026
2011-10,123.83098255154535
2011-11,122.56362413685007
2011-12,125.14704611447192
2012-01,129.9565359259186
2012-02,135.2790504818706
2012-03,135.17934591918257
2012-04,133.13811563835458
2012-05,125.32650825415806
2012-06,131.85368792424222
2012-07,137.42327704294988
2012-08,140.20289479445736
2012-09,141.46328797575688
2012-10,142.50575374674503
2012-11,145.6857649482592
2012-12,147.78286152905707
2013-01,151.96526515271717
2013-02,153.47094160391
2013-03,156.02420930892268
2013-04,158.84061551347367
2013-05,162.16276717031926
2013-06,153.92395262249406
2013-07,161.79208642343445
2013-08,160.865009640133
2013-09,167.99072825954212
2013-10,174.43690908644157
2013-11,176.27421373738784
2013-12,178.09854068594737
2014-01,174.97097368122743
2014-02,183.37325471996527
2014-03,182.00076449339088
2014-04,185.64609948334044
2014-05,190.68056450763785
2014-06,189.90627497337246
2014-07,186.99365414414774
2014-08,190.76160324213487
2014-09,191.46971562202148
2014-10,187.96974864658932
2014-11,193.96441569439096
2014-12,191.28555891781002
2015-01,205.13664406793688
2015-02,219.3591190878562
2015-03,223.22894130701843
2015-04,223.50542585260735
2015-05,227.06845081246425
2015-06,216.63834323796405
2015-07,225.30904780294057
2015-08,206.36536014589183
2015-09,197.51070791592696
2015-10,213.89054424632297
2015-11,219.64587773717665
2015-12,208.08530118019144
2016-01,195.16214526965288
2016-02,190.96318353924804
2016-03,193.65073025701395
2016-04,197.70005942469598
2016-05,202.5982905223128
2016-06,194.08464888307617
2016-07,200.91280605222968
2016-08,202.3479072558595
2016-09,202.3181295048346
2016-10,200.68010308986385
2016-11,202.90504710941897
2016-12,214.79086159723636
2017-01,214.00522742395594
2017-02,220.29259411203836
2017-03,227.9305238577974
2017-04,232.03663838002757
2017-05,236.07013182337954
2017-06,230.27297464349087
2017-07,229.43079530820472
2017-08,227.6894466983813
2017-09,236.5718446004454
2017-10,241.2316441859879
2017-11,236.25170890971984
2017-12,238.1646785824422
2018-01,241.99716085438268
2018-02,232.69351219813518
2018-03,228.21799003114955
2018-04,239.13079319574024
2018-05,239.89460547097804
2018-06,238.31533067291616
2018-07,245.746259778251
2018-08,240.2649156505088
2018-09,241.5769086669828
2018-10,228.76731064779892
2018-11,226.84171863279792
2018-12,214.3398182522489
2019-01,227.65544263806808
2019-02,237.1426717049051
2019-03,242.21405619029593
2019-04,251.73325145860906
2019-05,239.86056732087707
2019-06,250.55884865703425
2019-07,251.3527476543047
2019-08,247.7737111813615
2019-09,257.1401127241849
2019-10,259.37683791113193
2019-11,266.42853417039163
2019-12,271.95383074193745
2020-01,268.5733088413411
2020-02,245.86789556870127
2020-03,210.81372101617737
2020-04,223.99519880349015
2020-05,230.8276789720251
2020-06,238.01051112994836
2020-07,234.83019280249772
2020-08,241.78337192682815
2020-09,238.41010051255432
2020-10,226.50851285331237
2020-11,258.1348911670637
2020-12,264.27766214618816
2021-01,262.33779815204866
2021-02,269.0383187229822
2021-03,286.7148803787904
2021-04,293.0212781071317
2021-05,300.9426335358974
2021-06,306.1431988558752
2021-07,311.87405273414066
2021-08,318.04523185687304
2021-09,308.68952484792703
2021-10,323.18558505166885
2021-11,315.19346149899513
2021-12,332.59466522204906
2022-01,322.00032615908134
2022-02,312.3285379386926
2022-03,315.3399090622299
2022-04,313.8980811334722
2022-05,312.1069887246332
2022-06,288.06229094673375
2022-07,310.01415257281417
2022-08,294.8072275502454
2022-09,276.34373713362385
2022-10,293.5796550744588
2022-11,313.8469246225596
2022-12,302.9164417341361
2023-01,323.5481714554234
2023-02,329.3314666875103
2023-03,329.5113067012725
2023-04,338.25188752710835
2023-05,330.39294153104896
2023-06,338.4158770900334
2023-07,345.19789271942165
