Date,EUROPE ex EMU
2015-12,224.12968299085978
2016-01,210.38435661320307
2016-02,207.47105290276698
2016-03,207.86050861716734
2016-04,213.57601230726905
2016-05,218.78810568207405
2016-06,212.94549713823534
2016-07,217.46246747194846
2016-08,217.75462636008146
2016-09,217.6119630558182
2016-10,211.51610047062076
2016-11,216.70765817836454
2016-12,227.1302187855958
2017-01,227.6329933430166
2017-02,234.91861941360756
2017-03,238.5868039027652
2017-04,241.5024767559635
2017-05,245.24481995140417
2017-06,239.28546648840262
2017-07,236.68102473970825
2017-08,234.1170427664858
2017-09,241.88518384310112
2017-10,245.4504520656582
2017-11,240.25576906839274
2017-12,246.54906435065297
2018-01,246.44168934030327
2018-02,236.68457199607727
2018-03,232.53381198395437
2018-04,242.96498595696303
2018-05,247.42641276501752
2018-06,246.2121017430301
2018-07,252.9339545313628
2018-08,248.41180854957312
2018-09,251.8898353444313
2018-10,241.5140757914119
2018-11,239.4590572260002
2018-12,227.1465076693573
2019-01,240.98066991228094
2019-02,251.55422167557015
2019-03,258.96646274854567
2019-04,265.52237490115476
2019-05,255.20076832929286
2019-06,264.7385366722303
2019-07,265.96452863109675
2019-08,261.6058944248357
2019-09,271.5946595730847
2019-10,272.96662919468173
2019-11,280.51713778254947
2019-12,289.0966989787431
2020-01,286.8764440526013
2020-02,260.9837889270052
2020-03,231.7850626785133
2020-04,245.55124747907698
2020-05,248.55219393563684
2020-06,251.55004663621773
2020-07,248.22149584465316
2020-08,254.0601787578329
2020-09,251.62590555991517
2020-10,240.6107465237184
2020-11,266.2304683242962
2020-12,273.69077797820086
2021-01,273.3516196996051
2021-02,277.2778238790374
2021-03,295.3113448220884
2021-04,301.61504447890195
2021-05,309.7899172303186
2021-06,317.2508744953731
2021-07,324.98811076167215
2021-08,329.7506492649785
2021-09,321.1348449850014
2021-10,338.1560486783831
2021-11,332.63616427251463
2021-12,352.997790147708
2022-01,342.7399421524618
2022-02,340.2622855342845
2022-03,349.0205686460111
2022-04,352.0079753369638
2022-05,344.9702541722992
2022-06,323.1956386408298
2022-07,348.6551800150756
2022-08,331.93243325803974
2022-09,311.2397049155926
2022-10,325.762520045444
2022-11,343.6604001685562
2022-12,331.9105095097283
2023-01,345.1764206091292
2023-02,351.7611006272751
2023-03,349.44372103147407
2023-04,362.5974596325007
2023-05,353.4308278192774
2023-06,356.7826346661442
2023-07,364.15850064659844
