Date,ACWI ex RUSSIA
1998-12,527.425457501858
1999-01,556.2182980289621
1999-02,560.6937606124408
1999-03,596.2175997347548
1999-04,634.5970470117626
1999-05,621.5685981059847
1999-06,660.1083307698328
1999-07,633.1875802189473
1999-08,641.054397168782
1999-09,629.0472873507672
1999-10,669.1943649262208
1999-11,720.0605492451881
1999-12,783.046125455278
2000-01,758.5855566576212
2000-02,773.4215555511104
2000-03,829.4076872064979
2000-04,831.928600318661
2000-05,797.1148846759368
2000-06,797.4342007519357
2000-07,800.2229294779999
2000-08,860.0822928637176
2000-09,818.978592599993
2000-10,835.6634378878152
2000-11,763.4699421521061
2000-12,719.422859202551
2001-01,744.5929944068672
2001-02,689.6942994015183
2001-03,669.153581376389
2001-04,715.8175864781587
2001-05,740.193326987374
2001-06,718.1832020127333
2001-07,684.2101842475345
2001-08,628.681743883282
2001-09,569.8518335972392
2001-10,588.3214290689823
2001-11,628.1704609369868
2001-12,637.5041501044227
2002-01,641.1693588042825
2002-02,633.5077054311249
2002-03,656.3742680539418
2002-04,615.2028087833975
2002-05,594.1928275657522
2002-06,527.8328658124817
2002-07,487.1331237994888
2002-08,488.21856442469834
2002-09,431.2694005074045
2002-10,462.0573184627882
2002-11,485.20204685230226
2002-12,437.98281722182793
2003-01,415.6580812504883
2003-02,406.6647177951779
2003-03,400.2018605593821
2003-04,426.1603117221346
2003-05,427.8262724136732
2003-06,446.54202022511384
2003-07,465.80162775322225
2003-08,488.75147470140695
2003-09,463.66091274675426
2003-10,492.7955267180019
2003-11,485.17400104581606
2003-12,490.33148733532704
2004-01,506.33179938145713
2004-02,515.5141369448412
2004-03,518.2673169696506
2004-04,519.3055952098206
2004-05,514.1437222274484
2004-06,526.502141293044
2004-07,515.2483636294403
2004-08,513.6641053060725
2004-09,513.153963706519
2004-10,513.3721968283317
2004-11,518.4738902396849
2004-12,526.7901594080072
2005-01,537.7144032771367
2005-02,546.5331535402511
2005-03,546.1722026203759
2005-04,538.0596415998946
2005-05,573.478571525963
2005-06,591.0303638646244
2005-07,610.9178217254763
2005-08,608.0056947033675
2005-09,638.77447669572
2005-10,625.9054154500598
2005-11,659.2688932047357
2005-12,675.2498002178957
2006-01,688.0310044071537
2006-02,699.8023437283526
2006-03,704.2876418372055
2006-04,699.214796975845
2006-05,659.4681533118951
2006-06,662.3381700638312
2006-07,668.2219575511072
2006-08,683.7111150763562
2006-09,699.6080590039371
2006-10,720.5936140904521
2006-11,713.3506061195441
2006-12,733.2236051366427
2007-01,752.0292533157759
2007-02,736.2606734556686
2007-03,745.4433152648346
2007-04,760.1773436888524
2007-05,795.2536403280537
2007-06,789.7035021007825
2007-07,767.0093606944904
2007-08,768.6090728083506
2007-09,776.369094533551
2007-10,792.6423186972337
2007-11,746.5331404760063
2007-12,740.9374433068532
2008-01,672.5743582332269
2008-02,657.6254955733594
2008-03,621.1128591676736
2008-04,668.0833780527411
2008-05,679.4535254189374
2008-06,615.2770256348115
2008-07,606.4478655007916
2008-08,630.0162960932164
2008-09,578.7968858541016
2008-10,515.1105073249804
2008-11,481.6957469367655
2008-12,456.17852473567206
2009-01,452.7609858858101
2009-02,412.1825252893064
2009-03,426.70024832673727
2009-04,478.1161811228804
2009-05,492.02542103742496
2009-06,494.5082933428011
2009-07,532.5158524947299
2009-08,545.1773323442756
2009-09,559.5673726288178
2009-10,545.6381394216575
2009-11,558.5979479577165
2009-12,596.7481088628465
2010-01,589.1397669373396
2010-02,608.2555485251597
2010-03,653.0560547152456
2010-04,666.0847544561614
2010-05,654.0803845686656
2010-06,635.3372547884462
2010-07,645.9792478091798
2010-08,639.3062405978411
2010-09,652.509391609113
2010-10,664.1374046293593
2010-11,693.4983652339449
2010-12,722.183413601933
2011-01,717.7672362969214
2011-02,733.2873342749517
2011-03,712.9312889329063
2011-04,710.482701929382
2011-05,718.4386201348233
2011-06,701.288523345679
2011-07,696.0249857624303
2011-08,644.6288688268007
2011-09,627.5205987691536
2011-10,668.0504585829246
2011-11,671.6572403172497
2011-12,695.9766235367678
2012-01,730.0085705612169
2012-02,750.3934812340108
2012-03,759.5976636347671
2012-04,756.1381674908185
2012-05,738.2463276011263
2012-06,754.9453178431261
2012-07,788.7567952259863
2012-08,787.862646282248
2012-09,796.445028624217
2012-10,785.8295286569153
2012-11,793.3984823225167
2012-12,800.5665232509072
2013-01,813.5076043367367
2013-02,845.2859884728745
2013-03,877.0894642787048
2013-04,879.5602535441952
2013-05,893.1742797316361
2013-06,864.9448367026633
2013-07,887.5902530106251
2013-08,875.4654997997501
2013-09,896.8939423192254
2013-10,929.12410123389
2013-11,941.679117838189
2013-12,946.8544098170249
2014-01,929.4019319133072
2014-02,952.1610824608597
2014-03,959.0756213431357
2014-04,963.3067396751716
2014-05,1000.0
2014-06,1015.630890716322
2014-07,1027.4185667477618
2014-08,1067.3354653110357
2014-09,1077.4084764023946
2014-10,1094.355210619034
2014-11,1119.3783403234413
2014-12,1132.5062187023098
2015-01,1195.653413784808
2015-02,1269.7286688253264
2015-03,1306.3685795702202
2015-04,1288.3480727061076
2015-05,1316.4207051831934
2015-06,1265.4256307775095
2015-07,1287.9878782199803
2015-08,1183.398233157615
2015-09,1145.4269560580224
2015-10,1248.6706320791402
2015-11,1295.7445554901665
2015-12,1237.9771532550965
2016-01,1167.9625378707779
2016-02,1155.6725988161377
2016-03,1184.0580167333658
2016-04,1195.8637998647723
2016-05,1233.235496424266
2016-06,1228.8140883220642
2016-07,1273.8674375049109
2016-08,1283.8360013089682
2016-09,1280.5462901603792
2016-10,1290.6960651576005
2016-11,1344.3384672617403
2016-12,1381.187688620557
2017-01,1385.3637960994695
2017-02,1449.7131773375615
2017-03,1458.8217914430386
2017-04,1455.9332022075637
2017-05,1442.7849505914924
2017-06,1429.7586101145166
2017-07,1422.2036896810257
2017-08,1416.0652179023998
2017-09,1451.9975144158357
2017-10,1504.6666945260338
2017-11,1499.1436605992965
2017-12,1513.0165768090285
2018-01,1540.6053918233254
2018-02,1507.757323856451
2018-03,1464.2512459329296
2018-04,1506.1185503465315
2018-05,1562.1212863243868
2018-06,1553.8837296699885
2018-07,1597.7476410201161
2018-08,1620.5971624131018
2018-09,1630.5418364366888
2018-10,1546.3867341802145
2018-11,1571.024107286096
2018-12,1446.8167785339801
2019-01,1555.2903034536557
2019-02,1610.2213893263556
2019-03,1654.5335026428027
2019-04,1714.5318583883418
2019-05,1622.7335737646633
2019-06,1692.4269897967315
2019-07,1736.673043312558
2019-08,1715.1802426247189
2019-09,1769.7276994549457
2019-10,1776.6641230875093
2019-11,1842.6187802417119
2019-12,1874.0362462984385
2020-01,1877.9034276104935
2020-02,1742.856894304538
2020-03,1511.0361275499433
2020-04,1676.6068925391044
2020-05,1723.4240465081573
2020-06,1762.4989387679602
2020-07,1763.3925453683369
2020-08,1851.3218809464786
2020-09,1828.2387297850523
2020-10,1796.5990047612313
2020-11,1965.297196075282
2020-12,2010.881595644849
2021-01,2016.659150414725
2021-02,2065.8296657959354
2021-03,2191.408619861282
2021-04,2234.347696668758
2021-05,2234.617304715132
2021-06,2334.70595429157
2021-07,2351.7656702868876
2021-08,2422.1860566673276
2021-09,2365.1612845629124
2021-10,2490.2309161366625
2021-11,2500.3963731369504
2021-12,2575.338418100353
2022-01,2485.128870234649
2022-02,2421.732296253172
2022-03,2503.742712897552
2022-04,2430.306465282496
2022-05,2397.8289191447166
2022-06,2250.899189705226
2022-07,2469.8327744800977
2022-08,2413.2399259101303
2022-09,2240.955643610673
2022-10,2355.841938104714
2022-11,2437.7828234134818
2022-12,2260.2832871631726
2023-01,2380.9205931060633
2023-02,2369.2582621632346
2023-03,2385.5791990676207
2023-04,2382.514176874434
2023-05,2442.546721637841
2023-06,2526.4354465208285
2023-07,2592.2312853038693
