Date,ACWI ex AUSTRALIA
1998-12,100.00000000000001
1999-01,105.46280521706646
1999-02,106.36099809023365
1999-03,113.01629429436662
1999-04,120.2236709918273
1999-05,117.72854467017524
1999-06,124.98097812703902
1999-07,119.92818023319003
1999-08,121.45727824310966
1999-09,119.14420312035634
1999-10,126.9387432860036
1999-11,136.58842171494385
1999-12,148.6814866541044
2000-01,144.07921837462706
2000-02,146.95597537328032
2000-03,157.69796711678865
2000-04,158.13747777618872
2000-05,151.36554100551493
2000-06,151.22259672294575
2000-07,151.90247778409565
2000-08,163.27746026821657
2000-09,155.44178006077024
2000-10,158.74877986444167
2000-11,144.85241804076463
2000-12,136.51901012570642
2001-01,141.28529966666687
2001-02,130.7847833163356
2001-03,126.95821925719596
2001-04,135.7442383341369
2001-05,140.36884299821477
2001-06,136.12002963177866
2001-07,129.69099483369783
2001-08,119.09432026408902
2001-09,107.99059312487451
2001-10,111.41155018593383
2001-11,118.9431344357297
2001-12,120.72131215155378
2002-01,121.38064281775132
2002-02,119.8916458614307
2002-03,124.26057980862278
2002-04,116.45696557488262
2002-05,112.37488944277088
2002-06,99.7924359277062
2002-07,92.07931395589206
2002-08,92.25230211325746
2002-09,81.4132450880839
2002-10,87.25784649951825
2002-11,91.66337515641636
2002-12,82.69999655187074
2003-01,78.41068214805125
2003-02,76.72212714301483
2003-03,75.43069539229758
2003-04,80.35604491963745
2003-05,80.72138771759188
2003-06,84.22791118242341
2003-07,87.88499525228069
2003-08,92.23465183251781
2003-09,87.453093242108
2003-10,92.87898553511555
2003-11,91.48630499652637
2003-12,92.41637960111414
2004-01,95.4777328957405
2004-02,97.1670308597508
2004-03,97.67556920092815
2004-04,97.91141701478013
2004-05,96.92994205866269
2004-06,99.29507361078788
2004-07,97.08961807468572
2004-08,96.77941892696482
2004-09,96.6036686839911
2004-10,96.5755050999082
2004-11,97.44861737314031
2004-12,98.9894700127651
2005-01,100.98856243114875
2005-02,102.6132760047078
2005-03,102.57547914901895
2005-04,101.04564713367677
2005-05,107.74498280625971
2005-06,110.93379021464213
2005-07,114.7210132433317
2005-08,114.21080529137505
2005-09,119.92636245347742
2005-10,117.58841387874247
2005-11,123.87377193986732
2005-12,126.89043002112865
2006-01,129.29363966648404
2006-02,131.5822882513244
2006-03,132.4672508999783
2006-04,131.39637390269849
2006-05,123.93962959655603
2006-06,124.47492270427028
2006-07,125.58586988295552
2006-08,128.49967969632257
2006-09,131.47370172001607
2006-10,135.26991191566455
2006-11,133.9560087792566
2006-12,137.65939421114305
2007-01,141.14119487088635
2007-02,138.02667222859804
2007-03,139.65146953405852
2007-04,142.26518382465045
2007-05,148.7809354936478
2007-06,147.73656887992433
2007-07,143.5638933021044
2007-08,143.87588905694494
2007-09,145.00627442959942
2007-10,147.97627902750682
2007-11,139.59750426306593
2007-12,138.73768001911904
2008-01,125.85146114347609
2008-02,123.04693580987337
2008-03,116.34953987259787
2008-04,125.01421314113287
2008-05,127.31471201019365
2008-06,115.23363277139897
2008-07,113.53330033446154
2008-08,117.84631400125022
2008-09,108.29599578520236
2008-10,96.40176316465501
2008-11,90.08768807815144
2008-12,85.20171857609019
2009-01,84.6620308531015
2009-02,76.98667207646479
2009-03,79.56626304212706
2009-04,89.2208118451965
2009-05,91.95149447559717
2009-06,92.15614435146605
2009-07,99.19236600846635
2009-08,101.39926912955673
2009-09,103.91707745082323
2009-10,101.32068636608096
2009-11,103.7501489803655
2009-12,110.86103101103383
2010-01,109.62090737870449
2010-02,113.03134661331981
2010-03,121.31550473634996
2010-04,123.76167097835473
2010-05,121.86200272506882
2010-06,118.32272946129508
2010-07,120.18807253943744
2010-08,118.9257156508322
2010-09,121.18987649285373
2010-10,123.39485547032002
2010-11,128.9319380383781
2010-12,134.16493714365518
2011-01,133.5546438435377
2011-02,136.4074280241833
2011-03,132.58293284637898
2011-04,132.00739758647464
2011-05,133.57470889919762
2011-06,130.38721799703754
2011-07,129.4814072558182
2011-08,119.71396120619451
2011-09,116.621422265744
2011-10,123.99587017907378
2011-11,124.8646508365961
2011-12,129.32137700406062
2012-01,135.61206531211158
2012-02,139.54251368874446
2012-03,141.3335459454071
2012-04,140.53259288796283
2012-05,137.28029257020117
2012-06,140.34155289854516
2012-07,146.36079253257316
2012-08,146.27846723424005
2012-09,147.9226995043289
2012-10,145.76084896122956
2012-11,147.15892225733043
2012-12,148.49896357145218
2013-01,150.87525948735234
2013-02,156.48689078144852
2013-03,162.44566086490184
2013-04,162.74921738383014
2013-05,165.94769049463238
2013-06,160.86929868824012
2013-07,165.1608226429379
2013-08,162.74703916900984
2013-09,166.68507390879557
2013-10,172.59731749878333
2013-11,175.16645392112613
2013-12,176.30576839508495
2014-01,173.05757569962248
2014-02,177.08334552078924
2014-03,178.16226707535367
2014-04,178.82969639042412
2014-05,185.79586079861923
2014-06,188.85152761369775
2014-07,190.73645456443353
2014-08,198.17818604056484
2014-09,200.52424524327526
2014-10,203.40018816175305
2014-11,208.3895633071022
2014-12,210.6605188608309
2015-01,222.42611416109105
2015-02,236.2151444019295
2015-03,243.08528457451607
2015-04,239.9702054346365
2015-05,245.30724928522523
2015-06,235.9388436132502
2015-07,240.15327808325878
2015-08,220.9237932075967
2015-09,213.86027230105992
2015-10,233.225423725056
2015-11,241.94346768666696
2015-12,230.82166525078128
2016-01,217.94834243932834
2016-02,215.68739023931582
2016-03,220.78773182864262
2016-04,222.97001441877944
2016-05,230.03148534726412
2016-06,229.1955343468273
2016-07,237.36832266745026
2016-08,239.42355467834747
2016-09,238.7354500674688
2016-10,240.6784334619368
2016-11,250.74937085235587
2016-12,257.7128539195114
2017-01,258.36234745961116
2017-02,270.1904780207843
2017-03,271.8096685592035
2017-04,271.40795601066554
2017-05,269.26835090123853
2017-06,266.64652033994037
2017-07,265.1537179435257
2017-08,264.12121272821173
2017-09,271.03943743631686
2017-10,280.87094977023673
2017-11,279.94562864263924
2017-12,282.35254672160335
2018-01,287.7470881173899
2018-02,281.62800631589323
2018-03,273.7021213871938
2018-04,281.33696854400546
2018-05,291.73047852846236
2018-06,290.08870134660333
2018-07,298.34632124616877
2018-08,302.6904373175845
2018-09,304.7738764681685
2018-10,289.0893319951054
2018-11,293.7147371128791
2018-12,270.30748127632035
2019-01,290.6828261871253
2019-02,300.84332698467864
2019-03,309.1664358457699
2019-04,320.53036537842416
2019-05,303.060145717701
2019-06,316.1942808851779
2019-07,324.44543565349153
2019-08,320.5343483656252
2019-09,330.72535582276714
2019-10,332.17923361681414
2019-11,344.56341255103
